uops_retired.stall_cycles
413438
444694
430199
417966
407266
423364
412800
411847
416408
408764
410261
412467
407913
422976
411488
428881
425634
423943
407938
441543
429163
436590
407511
429337
422695
406814
410352
423456
425393
410332
430858
428798
436270
421427
433902
420564
432171
410080
418989
408829
432284
416936
432809
410529
406107
408941
441210
407896
408540
413329
412880
433111
425532
436247
409867
421498
424612
421584
407507
414352
410009
417263
411377
427071
414871
426143
423354
419124
437925
414928
413492
408587
407077
438695
425397
406018
407183
421347
424975
411284
435787
437614
407746
418085
409259
426099
419961
405108
422261
419213
434482
411674
410187
413830
443299
426931
405337
421697
407789
418271
412949
409746
419756
408265
434169
420001
406397
412075
421363
404685
414956
406678
428367
420023
407860
407530
436674
427186
420105
416021
418392
420876
423518
424602
409201
415194
429092
421097
410411
403324
434550
434033
410613
416911
417915
439571
434616
422778
411273
437540
440378
413417
417748
413723
431318
409661
434500
439293
429350
433659
419878
422684
405084
407329
427253
419385
425493
420505
438190
423120
417293
415724
435703
427333
415444
416752
413284
412521
414963
419587
430307
416322
418157
418097
414128
418677
421164
408041
414536
418805
419218
422417
428908
435446
426789
417620
431787
415367
410000
419165
412792
418590
424624
420885
418817
414329
416679
412722
434251
422525
413535
424349
404956
439725
413598
406355
429738
416165
414005
432367
414099
430713
413108
418655
442447
419480
406333
411751
406350
443975
423391
405672
415906
444143
408830
440394
412636
412579
424390
415063
422733
409863
417525
405036
428658
408951
429053
406342
427395
435700
442770
425777
406552
408333
427490
423416
403983
427931
418510
412947
411406
423595
407488
414099
416899
411010
416048
428416
436231
414700
416757
415085
430781
415588
431539
431659
432064
433187
405361
421773
428900
412407
438906
407175
407955
423941
415796
411049
411473
442454
407192
430413
440810
418918
433107
411424
418348
430870
410311
409364
437259
416972
403411
427777
423752
414277
410139
415904
410991
434396
413875
414239
418434
407200
407746
422026
427373
429266
404450
425023
429154
409371
405046
424098
423620
435709
413502
436152
431116
415226
405274
412658
434927
424190
419724
413850
417511
415918
407543
411338
421506
423374
410618
419670
414112
416833
419933
413210
410850
411670
416220
416475
423767
415232
425314
407310
414777
410001
415261
432749
407770
412630
410193
408053
416050
403897
444135
444772
439644
436770
443644
441154
410249
416086
434327
427216
417865
416058
412344
407265
425377
412320
413128
409793
404056
413853
411410
410301
443992
425617
412019
422138
414463
415181
406854
418458
414383
408420
442024
418765
428181
405698
411990
423767
419105
405577
409038
405134
411329
420448
409946
410214
436358
413069
424484
412207
410477
431339
419585
444361
409550
422744
413898
431469
409330
431484
434378
420328
407471
411542
410374
418783
427182
404746
403999
417353
408047
422296
410269
415710
413989
418843
413793
421684
425598
416373
