uops_decoded.dec0_uops
115056
114073
112197
110387
111859
114182
115581
118568
114098
111648
115533
111713
112940
113196
116923
114062
115336
116145
110982
112526
114901
112647
110764
118835
114788
116169
114393
114563
113146
115773
115978
110717
111229
110909
111257
115735
115304
110952
113444
110565
113797
113166
118146
117377
114865
112277
109852
111405
118010
111263
112967
114340
113181
114692
113723
113030
111652
113248
116377
110150
113236
117272
117812
110985
110794
111788
113482
114820
113142
115268
108779
115097
109762
115713
115844
112792
113510
111429
112606
117424
115184
111452
111191
115077
110731
112943
110346
112428
118384
113215
112599
115058
111360
110514
114388
115813
111523
115020
113665
117995
113403
111435
111402
117170
112018
111810
118599
118214
111622
112838
113074
114165
117929
114557
112693
114980
113170
110658
116512
115277
112277
117075
115560
111184
110043
114773
118227
115395
112705
110998
108999
113592
115020
117230
115578
111578
111515
112802
115408
113943
112005
110390
113692
115549
117057
115409
110892
111357
114679
110610
112856
117536
113230
111298
115435
113579
113212
118450
113225
112746
113712
115870
114664
113613
112897
110152
112872
117048
115125
110404
113452
108300
114370
113095
116512
112223
114173
113030
111441
114871
113385
115491
110223
114265
113822
115778
110847
116898
116257
112612
113253
110509
112754
115288
110775
114691
113688
117778
114402
116140
117297
112019
113790
112852
115410
115036
110948
117122
116663
114961
114323
116153
112228
112898
115343
117025
113514
114814
110441
115625
110195
114775
117288
111992
115429
115318
113907
115999
111850
111080
117158
116830
110075
114552
118057
113730
113112
118049
114704
112277
113769
117720
112828
113515
119022
110750
113891
113578
112393
118002
115247
114102
111660
112495
112849
111043
117918
118996
111296
111946
116162
115292
111942
116688
117018
116382
117191
116461
117178
114833
114741
114937
111553
114146
113608
114115
112440
117081
118685
113106
112208
113043
113252
118839
115609
113559
113849
115442
115584
110807
111174
118629
115992
117480
115843
112119
114051
116321
118026
112871
110934
113103
113279
115519
108920
113773
113637
118139
118123
112049
112843
113781
118120
116787
116735
111979
112490
112373
115060
113553
112061
112717
111136
113013
113379
110359
110312
111292
117994
110986
116302
111055
110906
114811
114498
114286
110588
115314
111068
114412
113438
114657
115781
114933
115305
113095
113357
115378
114973
114091
112135
114375
111105
111148
116978
113733
111229
113140
111300
114641
110968
116468
115535
112897
112664
115660
110969
113115
115563
115910
113550
116522
112286
111682
115827
115773
109855
116252
111091
115242
115856
114563
111534
110714
112868
114654
117643
115453
111393
114604
112704
113262
110204
112416
117265
117405
108988
109830
113675
114252
115028
118377
112834
112852
114357
116846
117698
115045
117757
117264
112943
111574
115354
112321
114589
116626
113505
110907
112540
112131
112882
116501
115799
109348
110741
112562
112828
116554
113701
110538
110461
112918
112371
112685
113851
116763
112033
113826
113149
111233
110058
115960
111595
113083
113466
113068
116331
113854
113919
113090
117697
114048
115310
115965
116386
111333
111655
113471
112626
117309
110966
115299
113121
115326
115993
118217
114788
114293
111330
112439
111889
113760
117968
116801
111388
112746
113508
114126
111969
114694
117822
113780
111657
115562
117520
108776
112831
110625
114894
112058
113481
115916
115538
113912
110956
113511
114173
116938
116203
109521
111124
112547
111086
112546
116003
117270
110762
110310
111382
114250
116847
114735
115183
114252
113051
116234
118541
117042
115309
113935
114487
114832
117464
112580
116314
117403
112488
113057
109844
116593
113154
115098
110811
113841
112651
115642
115994
111510
109421
112037
112149
112633
118719
114007
110530
110505
114067
113135
112977
114041
110747
116917
114729
117739
113849
113738
115328
111826
110509
112588
115818
114673
112371
111500
113727
111668
114394
114721
112699
113273
114886
112909
113180
113565
115094
110707
110944
115548
115072
117150
115650
116566
116853
113805
113970
115563
117905
109866
113539
110100
118200
118412
114663
108451
113159
114759
115129
110537
112380
113036
112326
111846
113790
112565
108266
110659
111718
116370
113602
114524
113032
112283
117773
114245
114082
112881
111856
115460
114148
116356
114624
111625
114841
110886
112644
116412
116562
112870
113407
116323
109543
112089
115228
116917
113389
113254
113725
112856
118184
109038
114387
112679
113798
112309
118012
112145
113355
113570
118834
115076
114712
113081
110324
114003
117405
116620
116922
114638
112068
109576
110290
118079
114215
112479
114901
111248
112276
118188
113284
114229
109621
114455
115254
114838
114319
111283
112876
112067
117286
116822
115267
111521
112926
112197
112544
114341
115971
114432
112602
112778
111364
110613
118740
113498
112011
111905
112881
116352
114873
113006
114799
109667
112848
112570
113125
114789
113078
111351
113260
112997
111901
111068
113076
111568
114043
112476
112205
112897
116573
109771
117230
113820
117205
114030
116320
113489
111862
112432
112726
116623
109136
111519
111906
112488
112301
115941
111837
114258
112810
116306
116102
108512
113766
112008
116287
115598
112841
110875
110909
113320
116621
112179
111445
111317
115485
112510
114900
114928
112396
112160
110452
115050
115411
116350
109847
110181
115215
111757
112161
117897
114123
113727
114588
110918
110421
116311
116283
113493
110590
112667
113042
112048
114918
117015
116318
108748
111684
113834
113253
117318
110869
110880
111064
114653
114547
115374
113695
117072
115092
110331
114611
115580
113703
115027
117384
117333
114657
111195
116141
118491
117249
116844
112629
112603
112391
113148
111120
118189
116231
113445
112972
112013
118567
117845
117846
112465
113688
114912
112786
113677
116222
113182
112825
110737
114629
114177
118253
113909
112513
112463
112664
116102
115722
112583
110408
111424
115966
114254
118288
111908
116305
113665
113673
117481
114427
113113
110752
115476
117165
111136
118369
114935
113834
112546
113390
108763
114219
115079
112277
113163
114249
115163
111039
112896
111684
112081
110767
114111
118410
117250
113999
115560
113013
111126
114002
111042
112123
113042
115275
112640
114228
115363
113884
114981
113454
115279
111488
109877
118841
111499
114552
112129
116469
111613
115814
110199
112647
117667
114686
113576
118464
117565
115765
112795
111819
110262
114428
114357
114758
109961
113241
110224
118087
114037
115273
112470
110192
111683
113154
116305
118692
114807
112996
114243
117659
114498
118974
115444
112522
117420
113521
112839
109404
112758
111871
117506
113672
114682
109667
111837
113020
115951
112080
115529
