l2_lines_out.non_silent
65045
67334
67523
65371
64864
70367
69761
71216
64554
64735
65333
64846
65987
65375
66125
65467
65482
65171
65914
67831
65717
64727
65989
66147
66581
67566
66476
69710
66559
68264
66529
68113
69882
67226
69590
67799
67500
66644
65986
65291
67250
65258
66384
65473
66515
67016
67062
67269
65251
68730
66216
65711
67780
66524
65187
66267
64507
65455
65611
64873
70572
66344
65141
64448
68302
66596
64857
65872
67740
65917
66707
65448
66674
65793
64887
64762
64874
64720
64595
64956
64856
64822
65388
64717
65202
64594
65934
64462
65479
65103
67353
64695
66644
64654
66974
65445
65610
66897
65951
65664
65962
65752
64817
68488
64644
65689
64681
68737
66715
66799
64768
66697
69212
68182
66892
65237
65542
68645
69311
64929
66791
67764
68039
66986
65844
66577
67314
66429
67417
67175
66235
67216
65834
65886
67483
70820
68930
69513
67989
65299
68965
65862
67869
68654
69083
67428
66576
67117
69542
68550
69070
65696
68726
69389
69156
68000
67232
67693
69452
66621
70568
66247
65732
66593
68873
67589
70761
65788
65430
69098
68413
66998
67407
67593
66280
66740
68829
70123
69313
68020
66213
65534
65735
71022
69661
66781
70018
68877
68683
66835
67133
66324
67255
68448
68876
68079
66197
66170
67090
68499
70673
65809
68465
66992
67876
69035
68082
67929
70633
70011
66148
65031
65754
66267
66629
66336
68819
69775
65508
65854
67597
69013
69475
67421
69996
69550
69377
69306
67294
69315
68395
68340
66968
66163
67173
67391
68064
70542
69193
65084
64743
65610
65343
65087
67287
66001
66447
64642
65608
65219
64561
65486
65144
65053
64564
66288
64615
65092
64913
64560
65348
65214
65642
64956
65696
69916
65301
64653
66244
66045
66844
67348
65956
64698
65273
64462
69760
66070
68838
66636
65268
66481
65618
66078
65796
65038
68188
67204
67539
68412
65492
67812
67108
67825
65718
65120
65698
67228
65852
65672
65750
65854
65038
66144
65116
65384
65324
70068
67020
68095
64901
67600
65029
68343
67099
69153
65185
64624
66008
65029
65993
65659
64516
65987
68327
65865
64881
67590
64956
66414
69909
69906
69987
69625
65542
68798
64579
64539
65707
64603
64461
64762
66178
64771
65818
65801
66017
65507
70355
64452
64666
64862
64573
64631
64536
64440
65069
64642
65017
66800
68404
65550
70099
66409
66965
65382
65597
64850
64976
64791
66907
65033
67685
64727
68675
68567
66987
67926
65640
64718
66752
66556
67150
67809
64974
69420
64966
65574
64817
64825
64513
64814
65722
67480
66173
64992
68503
67377
66420
66931
68729
70680
66869
69000
66978
69344
64915
69222
68031
67467
66074
65450
68802
68979
68157
69150
67544
70541
68323
70351
69498
67599
69181
67343
67888
67949
68889
66487
67543
67133
69113
65567
67226
70683
66668
68542
66618
67466
67167
69848
67303
67569
67105
67313
68219
68126
68696
68834
70095
70234
64739
64876
66689
69726
68401
66450
68485
68271
69385
69424
68212
66346
69905
69239
70434
70471
69019
68701
65892
69901
68866
68399
67285
65995
69506
69949
65955
68605
68719
69293
68899
68966
66479
70011
68252
69236
69919
69595
66194
68727
69281
66781
66564
65328
67196
67685
69429
67485
66450
67490
68978
68758
68945
68687
66040
71043
67999
69438
67655
69406
65891
70037
69267
66604
68435
64901
68607
66492
66567
69260
66970
68315
67934
68690
70263
68827
68472
68573
69515
65661
67627
70189
64703
67254
70238
69841
69185
67555
68887
66528
65308
67241
66945
70227
67118
65960
65097
67175
67583
68110
67969
67074
64704
64889
68584
68259
69853
68401
68455
67703
65863
66261
65579
67379
69765
66940
69295
66059
67317
68403
68108
68529
67287
67259
66187
68127
67252
67774
67280
71203
67907
68579
66715
66245
69274
67039
69259
66115
66717
70079
67788
68844
70223
67108
68797
69836
68253
70070
70174
68956
67538
68521
69923
69981
69023
70456
66478
70489
68331
68697
66233
66861
71160
70197
71016
69934
69044
68498
68377
68348
66252
67943
69757
70288
70191
67594
71192
66064
67097
68609
65023
66851
69983
67121
68563
67820
67413
66607
70506
69272
66121
69177
65178
69241
70196
68621
69240
69502
67794
64950
65706
65647
65891
69843
66243
67614
65342
66826
66339
70080
68356
69090
68522
69576
67792
70500
65899
64520
64721
68824
66933
67100
67274
67618
69305
66758
66487
66181
65313
66059
68065
66951
65993
68660
69655
69512
66290
65977
66858
66060
66311
66325
69064
68784
69038
68436
66870
69402
66181
64593
65027
67272
65339
66028
65644
64800
64742
66133
66632
69059
65143
65967
65805
68671
66050
70090
66756
67912
69226
68997
67381
68669
67417
69015
67685
66778
65154
68143
68618
68419
67066
67140
64447
68632
68656
65079
66363
65972
67669
65578
67042
65435
67875
69479
68719
64881
68905
66309
70220
65506
64552
66311
65113
68908
67489
67803
69303
68624
67194
68054
66819
66076
65298
65516
65152
64788
67104
65017
65495
65463
66790
64951
65383
65464
65099
65538
64810
67170
67251
64895
65447
69259
67991
66705
66212
64823
65606
67728
66858
67767
66518
65176
67547
67839
64747
68921
67313
66753
66194
65269
65773
66133
67868
67593
65294
66108
65946
67418
67382
66268
64583
65704
64765
65096
65327
67211
68124
65775
64644
65586
66209
65381
67536
69108
66463
66378
67377
67657
67843
65041
64920
66597
65395
64938
65110
67525
65048
64869
67633
65945
66800
65312
65916
67682
69589
66454
67329
67982
66396
64998
68033
65703
68065
64550
66922
64618
65089
66347
65736
67250
66483
64989
67046
66009
64568
66152
67398
65615
66601
67099
67106
64899
65354
65888
64622
64932
66816
66982
65385
69898
67702
65199
66476
65109
66595
67798
66895
68447
66759
65156
65255
67926
64622
65426
68632
66586
65980
66676
66257
66565
66765
69428
66469
66228
65406
67258
