l2_rqsts.code_rd_miss
31636
32763
33141
33705
33693
33257
31235
31787
31035
30868
33364
31196
32311
30799
30854
31405
30879
31509
32514
33815
32301
31467
33828
33337
33377
32560
33134
32265
31677
32170
31039
31384
32190
31098
31394
31248
31585
31098
32578
32548
33288
33460
33242
33843
33076
33112
33234
33316
32878
32690
33159
33171
32724
32005
33642
32786
32374
31411
33160
31132
32965
33847
33216
31951
31545
32165
33126
31981
31372
32105
32736
32315
32100
31644
32026
31668
31065
31323
31339
31854
30973
31804
30974
31167
30998
31210
31284
30810
31614
31256
31941
33837
32791
32870
33881
33956
31597
33644
33962
33211
33281
33199
32466
33091
33220
33462
33443
33926
33528
33808
33181
31580
31303
31931
31083
32319
30843
31407
34016
31318
33155
32298
31846
32226
31269
31860
30973
31905
32644
31703
32456
33194
31995
33078
32586
32740
31950
32436
32687
32128
31693
32470
33351
33034
32141
32603
33031
31778
32749
32866
31967
31896
31446
32590
32392
32692
33274
32324
32687
32895
32863
32483
31424
31648
30829
32121
31675
32328
32950
31466
31034
32047
31750
31643
33058
32353
31067
32588
33250
32886
33331
33067
32536
33771
32549
32156
31471
31181
31318
31046
31291
30833
31318
31929
30786
30930
31193
31956
31671
30871
33013
30871
31714
33533
31121
33026
32251
33692
31753
32677
31873
33354
33124
33074
32274
33328
33739
32390
32540
33014
33356
32827
33034
32837
33456
32958
33343
33521
33896
33194
34019
33943
33770
32649
30909
30913
31377
30841
32695
32432
32047
30914
31275
32507
31004
31530
31108
30918
33051
31276
32381
30949
31819
32272
31401
31099
32586
33210
32942
33857
33074
33546
33561
33891
33659
32856
33336
32422
33959
33701
33711
33557
32701
33171
32837
33491
32062
33667
32654
34010
33289
32509
33979
33173
32433
33149
32405
33960
33790
33527
33079
33612
33682
33284
33484
32545
33519
33164
32633
32689
33853
32791
32719
32874
33432
33269
31343
32872
31872
33095
32754
31531
31513
33198
31241
32509
31952
31399
31752
31517
31865
31750
31802
32150
32354
32095
31421
32053
31071
32801
32576
32149
31235
31461
31160
31402
30856
32181
32132
32033
30837
30944
30857
31502
31921
31100
30985
31728
30994
32667
31423
31825
30792
30948
31837
31750
31203
31869
32203
32211
31436
30840
31191
31396
31343
31621
31508
30802
31865
32884
31528
30805
32004
32581
30836
31103
30995
30794
31390
32777
32740
30964
32557
33271
31851
32160
32628
33466
32049
31879
33064
33586
33697
32693
32138
33060
33790
32641
32554
33485
31900
32442
33500
32774
32711
32750
33478
33810
33100
33168
33822
33365
33809
33367
33058
33932
33906
31159
31260
31114
31101
32016
31332
31982
31750
31008
32126
30885
31468
31179
31843
31495
31402
33785
32049
32377
31441
31313
31540
30821
30899
30791
31879
31383
32655
31351
30958
31631
32524
32411
31757
30973
31423
32804
30838
31259
31584
31562
31449
31887
33720
31536
31727
33365
31670
31441
31117
31898
31820
31875
30908
31384
30886
30910
30996
32126
32132
31767
31473
31801
30906
32333
31869
31213
30891
31045
31444
32780
32435
31693
30907
31740
31478
31455
31926
31741
32726
31640
31056
32900
31002
31958
33254
33890
32085
31454
31878
32823
32365
31283
32101
33745
32825
32878
33449
32945
33516
32357
32987
32377
32466
31929
33738
32087
33131
32193
33065
32280
31488
32907
32184
31630
33237
33115
31461
31691
32057
31632
33391
33225
31929
33051
31056
33317
33780
32127
31624
31758
30995
31351
32134
32361
32791
31149
31024
31705
31279
33624
32592
31038
31070
31101
32550
32121
30930
31681
31455
31663
31913
32220
31296
31758
32148
32115
31761
32987
32142
32837
31760
32156
30966
31236
32048
31067
31486
33372
30950
32103
31081
32021
30829
31575
31654
31714
30844
32206
31539
31676
31178
31249
30864
31345
30999
31528
31295
32497
31876
30955
31199
31395
31590
30820
31197
30891
31710
31698
32589
31315
32880
33420
33837
32660
33761
33920
34012
33896
32810
33306
33335
33647
34011
