l1d_pend_miss.pending_cycles
657524
600121
650167
631996
607187
601889
608255
608680
633535
623578
600408
614918
657727
603095
637780
647062
603043
598469
602341
652429
634513
631757
628218
626118
597090
601309
625225
598765
601705
608258
639583
620009
617107
621112
599782
603383
657721
631520
634865
635374
611153
599845
613381
600182
641670
613992
615278
620773
601340
604510
600890
634376
606171
602941
619814
603743
597151
609293
636351
600656
604313
608731
604310
612471
610274
601034
618893
601294
599486
600933
610174
597279
605778
606111
597119
600321
610460
625370
606139
604137
606613
606019
606869
611021
611284
611857
624053
632271
607423
613343
607382
609612
605593
612614
598220
601460
604208
607040
620690
602368
598445
596781
613619
598672
601172
602099
599186
611307
605275
613886
603610
615767
608225
601859
606370
597402
609894
633556
604428
608092
607111
612891
607965
608806
612483
598691
608391
600733
601638
611185
602876
612398
612992
613748
615422
605709
606510
604987
631597
609483
609813
651011
649085
600749
597822
600323
607615
606548
608378
606222
611824
600854
602703
604252
608357
627701
613373
606186
609296
621658
612960
620642
615019
600011
604880
606434
604424
606740
632776
647657
638215
628065
604519
645848
637088
634785
638106
608152
605722
636561
600391
596350
599052
597702
601618
603849
598912
600515
613646
611890
625234
616720
610619
608768
605915
604836
613460
610454
603606
616052
620917
617530
603469
611019
598948
623848
616322
605338
601852
598058
599336
639904
604117
601819
605847
617755
607445
606628
608685
609263
605946
631826
613136
608882
610526
609679
643126
601002
599175
635940
613726
608928
612280
606412
602360
599741
601972
612543
614166
596561
625107
602284
610762
609165
603879
598265
605286
604721
596460
612287
609592
613882
597072
604328
603663
610306
603149
609782
596387
629099
596905
603570
627829
616179
606399
616486
596636
638366
608424
612552
610160
605471
631486
606014
599339
609917
606471
650637
657073
656005
642906
642457
612045
647994
653287
658584
651602
636123
630511
654975
637889
632704
642914
601141
644740
649810
656050
640126
641392
630478
631035
652956
634709
654473
639691
610693
603877
599578
609817
624145
647472
644283
636661
635170
636000
654072
643027
639676
645712
642285
623108
644043
645930
646432
649947
648723
642393
624482
625504
657985
629773
607205
642118
637880
630258
619649
647008
630365
642234
650896
649048
649782
629466
630439
639060
649092
643064
634882
637738
648676
634551
632288
633056
597773
651327
600188
640374
640208
648213
636189
644055
628026
610318
630502
627270
633422
645800
644256
642659
634428
640598
654315
622378
633613
635844
635398
627258
635611
625398
632068
617961
643345
629651
606112
633527
649168
649259
635153
632132
640716
639034
632790
652287
636818
631432
628884
641087
639733
633763
647653
626893
628617
635767
632157
639232
624151
634695
628472
643212
629913
655166
634174
645117
626421
628017
636776
643370
651692
624456
637285
618479
627720
626624
632731
641098
623341
631655
634932
626539
640392
658015
642102
620551
637153
630379
631107
639394
645540
638008
651382
634102
641632
629724
648356
644843
639198
655070
648009
628777
634279
634520
640316
649099
637817
645060
630290
625456
636540
628384
639770
636474
627973
650736
642990
638035
625257
639502
601039
611813
605068
596727
606246
658676
597386
617885
653019
613655
643977
641736
622792
656746
650169
657082
656391
608727
615565
598846
611484
597589
616826
627758
629938
627792
601378
598635
601600
606201
601614
600664
596379
596643
601781
641068
599478
602834
617961
604005
656424
596291
601813
656139
630595
633676
657455
638804
630230
623050
600699
608012
597461
603076
611957
617072
635646
644124
625329
621045
604012
598334
607354
600618
626175
615798
610333
603450
611393
596678
598174
601446
607085
629688
631958
650204
642182
651901
643014
657696
600186
601042
605708
604049
604241
609313
599458
611111
606490
602852
638397
633543
641529
656195
640472
631931
635188
625941
613883
620214
655422
642902
656771
657895
643020
644411
654206
615930
610061
607192
610871
609780
640778
600467
620718
606780
613056
601610
643054
600553
598108
606732
609268
616397
609131
638754
599557
599856
609500
612659
602280
597455
613120
627243
635658
649628
634718
630505
596618
604869
609568
628905
611855
611573
602561
604846
609107
606629
603157
600357
620491
607010
611764
612612
609674
642493
654203
628668
627207
612657
622746
610732
597538
643636
612475
620642
613224
611252
622270
610950
608887
606830
613379
637276
610457
608092
653132
617663
632318
634912
599275
653768
657433
602465
650014
636472
622599
616235
629950
613798
639463
632542
610454
612381
604064
598150
602415
625753
656816
601656
