mem_load_l3_hit_retired.xsnp_fwd
157
156
163
150
157
157
150
157
157
157
157
150
156
157
150
150
157
160
159
157
157
150
163
156
157
157
157
157
157
157
150
150
150
150
150
150
150
157
150
157
157
163
163
157
163
150
157
150
149
150
157
157
157
156
157
157
157
157
157
157
157
150
150
150
157
150
157
157
150
150
150
150
157
157
157
150
150
157
150
157
150
157
150
150
157
157
150
157
157
157
157
157
150
157
157
150
157
150
157
150
150
150
157
157
157
157
150
150
150
157
157
157
150
157
150
150
150
157
150
150
157
157
157
157
150
157
150
150
157
150
157
149
163
163
163
149
157
150
157
157
163
156
163
163
149
163
163
163
157
163
163
163
156
163
156
163
156
163
156
157
157
157
157
150
149
157
157
150
157
157
157
157
157
157
150
150
150
150
156
157
157
157
157
150
157
157
157
157
157
157
150
157
150
150
150
157
150
157
150
150
157
157
150
157
150
157
157
157
157
150
157
157
150
157
150
150
157
150
157
157
157
150
163
157
150
150
150
150
157
150
157
150
157
150
157
150
149
156
150
157
150
163
150
163
150
150
150
157
157
150
157
150
157
150
157
150
157
157
157
150
150
157
157
150
150
150
157
157
157
157
150
157
157
163
156
157
157
157
157
150
150
163
157
149
156
156
163
163
156
157
150
157
157
156
163
163
163
156
163
157
150
157
157
150
150
157
157
150
157
157
150
156
163
150
157
150
150
157
157
163
163
157
150
150
157
150
157
157
157
157
150
150
163
157
157
150
157
150
157
157
150
157
157
150
149
157
157
150
150
157
157
157
157
150
150
157
150
157
150
150
157
157
157
150
150
150
150
157
150
157
157
157
157
149
149
150
150
150
157
150
150
157
150
150
150
156
163
163
157
