mem_inst_retired.all_loads
180435
177404
189120
189246
190755
184000
179676
180881
178469
179447
190153
184751
185543
180124
180713
178044
177823
187322
185268
177315
193940
181736
180429
182391
188585
185130
188691
190557
186168
178822
191405
187376
183682
184129
179285
178795
186255
179176
179891
180437
178431
179877
176159
180133
177132
180095
185498
183071
176682
181777
180127
180325
180584
181525
183444
180107
179290
182968
178946
177962
178578
181951
180521
181298
177578
179688
190960
178782
186232
182827
187358
177511
189494
184174
184980
183792
189926
186623
178810
184645
179132
192458
185787
180219
189184
177454
187971
178947
183865
182782
180420
179907
180142
179169
180464
182368
185218
187767
183344
184455
180664
177783
185166
178772
183696
176734
179378
179111
183666
180549
181235
179118
184033
177163
183864
183897
182200
192533
185748
181642
183634
182688
179663
187241
189875
190740
186636
179775
180576
176055
177528
177488
182922
180282
180209
176079
178927
178469
178514
193060
180558
176447
179713
177100
185024
177531
183178
183059
177662
180144
180449
182156
179554
178697
182558
178802
181440
178146
179807
180139
178795
183630
183630
185467
178508
178285
180667
176321
190239
180031
182365
181520
184172
180256
191706
190384
188796
185522
189408
188044
187253
189445
189064
184629
193175
192299
189237
185825
192514
193643
186862
194457
190636
189373
186089
192512
193021
185249
188035
190450
191865
186678
185444
190888
186958
192542
187294
193025
194246
187341
187150
193479
193570
190549
189924
189523
191166
185992
189766
187636
184733
187864
183769
185471
185147
182498
186009
180090
180394
187848
184826
178916
191583
178041
185115
180089
189712
186592
178071
186616
178816
180726
184686
184368
186153
180103
190209
179981
180381
184953
188365
188962
185083
191848
188783
187240
189081
192750
184408
177478
183611
180926
180723
180657
178799
178510
179729
181021
185335
183435
179642
176253
181937
181770
177246
181195
178510
184608
176809
182286
185150
181798
189611
187262
185413
186662
183868
183913
184232
187620
185252
190146
186241
186813
186373
181014
181620
180994
179506
176152
178137
181312
180866
177315
178479
181079
179599
177274
176975
182312
176831
179204
178441
182468
180720
177327
178369
177244
176242
178504
182015
178774
182349
184176
184109
184580
177959
182488
179337
180086
186294
180183
182545
179389
185106
185463
188080
185156
183500
178415
176360
184205
184024
177464
184683
182549
180289
188745
184570
176349
181281
185119
176466
187905
178631
176848
177726
178621
189513
181393
182781
182958
178011
179438
179776
178842
182789
178877
179144
180102
178963
179595
177636
178832
179289
182168
178973
177520
181041
177832
180065
179646
183962
183550
180126
181239
181605
180467
181219
178832
182845
180438
180474
178753
183978
177644
183684
186078
185206
180041
183239
182699
176549
180392
183799
181235
187864
182224
183341
177672
184812
182035
178502
184697
182059
183484
182218
177112
180297
182573
190660
178880
182135
182946
185099
180711
190856
185502
178590
187195
180440
179284
190149
183646
178709
182176
186331
177692
194043
183534
187605
182677
180476
178776
181331
183471
183686
189227
184234
180457
180924
179415
182137
182984
185465
179139
189024
182591
178526
191601
181635
179934
178964
179524
182889
177618
178995
186940
179237
178028
178871
184904
180485
183626
183468
179768
185151
194230
185820
191550
189585
191354
188824
187187
179279
180096
183666
179135
185333
179327
176608
180255
178279
180122
183089
179105
180040
179375
178109
181444
180490
181869
179336
180096
181882
186654
180101
180035
182310
183949
180173
184061
179153
177904
180432
180130
183624
182739
178638
180421
177777
179589
189973
188314
186766
185242
184873
186857
192973
185932
190424
186986
186320
184531
181545
187053
189755
179605
186810
190103
186540
177992
185914
178446
190437
179936
181752
182460
187350
178452
183279
187852
177958
183861
183334
178817
183212
183496
180944
182482
183508
177090
184870
181958
182648
191280
182848
185969
187358
191824
183339
179940
191938
181790
177952
187224
178913
178366
191316
182569
177696
188486
178430
183380
176087
188381
184207
187942
186393
178134
181361
182520
186910
184280
186835
186611
184483
184515
182874
184729
188306
186268
190589
184824
186061
187890
184307
187703
186602
187170
185162
187714
183828
188608
190243
185723
186804
182556
179825
180728
178494
178251
182569
177143
178390
177706
177308
182353
178789
178052
176102
182750
178419
177190
185732
182159
176356
177592
177152
176261
180153
180506
179675
192933
185134
180973
183671
180053
180434
176349
182767
180492
181353
178875
185749
178765
187084
178829
178950
177869
178779
183291
180201
181273
184082
180103
185230
180096
184230
180469
178052
186136
179072
186932
182393
182697
180435
182554
183680
180419
192558
184181
180093
190066
184709
181332
184444
184696
179000
187665
187132
183819
178963
189196
182706
181884
188806
188234
177482
189075
179344
180091
177980
185004
179719
185287
180489
180528
178978
182629
180432
187408
183643
180101
179803
180435
182884
184063
178292
181631
181867
178962
177515
178838
178444
184017
186225
183286
179338
176919
183510
178804
188630
185330
177653
178082
180024
184022
178581
185142
183650
183219
183789
182999
177500
177662
192045
183836
181890
189518
176999
177716
183793
180398
179107
187028
178849
183784
177154
186782
180750
184633
186638
179611
183834
189764
178948
183865
186997
187933
176075
177987
184991
177413
185853
182049
177496
176527
179282
177052
187031
183333
183349
184864
180147
188744
183138
181255
179549
182317
187829
176228
186865
182381
183683
191830
178516
177730
178671
179734
183562
181760
179957
181635
177364
177351
189912
188199
188024
193403
188177
184488
188083
194251
188839
185248
183703
184452
194259
185579
189691
185889
184960
185432
186767
186868
190149
189920
185007
177536
176810
178888
182213
178776
186119
179788
183465
176939
183066
179631
180464
178537
180939
180733
189892
177101
177570
186663
180900
178478
189664
179950
180939
184523
186002
177221
178246
183390
178034
177867
178620
178718
185734
180716
182662
177027
179813
178884
180527
183016
183878
177846
181371
184922
179528
187760
184075
191515
184037
182503
180464
181685
190039
187791
176604
191682
185207
179981
188839
188729
182656
191751
177390
182756
177529
192498
176975
180151
180831
189587
177564
187837
183641
181630
184014
186259
179003
187732
185596
189098
181673
188714
183822
177627
192251
191021
188144
182250
190191
186412
184385
193098
186334
191745
185670
180927
182016
177709
177166
177430
179405
186104
183458
183237
184195
184646
193346
188152
188722
185571
194108
184059
184214
187701
186229
186135
187822
186111
186085
184295
186881
177365
183289
187353
178432
181895
186854
183863
182214
183863
179620
182199
187047
179279
183374
182501
183829
183378
178841
178519
182338
187273
181560
177569
182183
190898
179738
179357
183660
183634
178481
191554
182786
190017
190057
176053
176445
189642
182125
183447
177534
188639
179653
182028
188309
181858
182415
185672
177390
180092
183709
186476
183824
184919
182535
177904
182317
182094
178217
187922
192794
184157
190447
190656
191148
192573
192242
193889
189652
188754
190565
193197
188074
185532
185448
182848
184270
185359
185842
189257
181537
188515
190254
187053
192038
193703
189426
185234
194217
189871
187776
189522
193722
191178
179643
179959
186291
188236
186730
180960
187335
176401
179040
188572
179624
182982
190731
177660
182345
187441
176066
183068
193991
177039
182689
178304
188457
177375
181860
189226
180812
183052
183512
177522
183101
185030
188725
181329
182886
178514
181707
183532
179806
188852
186113
181074
179611
184473
184599
188796
178089
181516
177528
186667
178585
178343
185060
178424
188307
181261
177227
184831
177693
187505
186883
179659
183868
184897
186330
177560
178351
181799
181081
186120
183862
178718
183389
185745
180689
184547
182335
177557
181549
185545
182017
191897
182760
183567
178744
189104
183461
182052
191711
181020
177366
187917
177362
178902
186653
178357
187711
191945
178341
183388
177996
189575
190847
178863
188500
176237
182434
180798
183595
179593
184520
181159
178851
182317
178334
182076
186077
183095
182289
186175
183924
190465
179862
184736
177746
179750
192536
180078
184306
185232
191286
180594
180810
184384
187387
181861
185982
176630
180069
181706
183790
177864
185645
180174
177245
176946
178832
183221
182044
188805
180056
181394
178691
177527
181003
181531
187048
176752
179219
190502
181887
183195
182302
183458
185840
176729
190791
185114
189224
179287
188717
181445
178404
181879
179623
180304
177779
178287
178537
177852
182630
185419
181497
186525
177988
178927
179553
185741
176180
181647
177129
177395
177733
182925
178154
182879
176701
178800
188973
177360
176893
181784
179846
180191
187869
177445
181830
185667
176750
179309
184647
182314
180851
182131
185862
178293
189640
180983
183247
181990
182136
180658
178126
193655
191934
187235
193899
190274
186006
192299
182731
185540
194265
191071
192968
189849
188755
190232
190620
190911
187590
189089
189798
179334
189978
188839
190738
187609
186569
183220
190571
192239
191318
189451
189584
