l2_rqsts.code_rd_hit
66819
68195
72583
73036
73324
72584
67454
68567
72004
67355
67339
70711
67344
69073
69976
69389
70778
67900
69368
70177
67209
68034
68772
70320
71037
69624
70541
72258
71583
71144
69680
71177
71838
71501
67553
67671
68376
68912
69533
70450
68221
69176
66836
71823
70447
69525
69269
68356
68180
72508
67401
67195
71146
73446
70420
71717
72727
67364
72435
72800
73440
72606
71878
71690
70875
72121
72433
71720
70359
70625
71288
73244
70806
71399
73113
71722
73370
73064
72476
73394
68372
72482
73627
72192
72568
73436
73568
72645
72950
73405
72097
72843
73338
72826
72714
73573
73454
68498
69647
69850
66884
68447
68795
67428
71334
68372
68439
69333
72498
70880
69618
67446
69872
68406
68053
68368
69920
68693
68333
67572
69870
67526
72786
69428
67546
68758
68496
68749
70282
68484
72967
67404
68969
70332
68600
68691
70228
68646
69026
73238
67111
69325
67811
70237
67510
71088
69013
68023
73679
68330
67453
68171
67242
68338
68310
69230
66888
69440
68564
67891
69362
67922
68029
68902
67886
70111
69950
70686
67434
67869
67787
67669
70251
72030
69375
70042
66898
73736
67291
68476
67027
67545
67436
67984
70060
68693
70572
68549
68215
66824
68821
67574
69176
66926
70807
68289
67080
67938
67569
68359
66804
68408
70730
69007
70444
69154
70522
68901
69099
67593
67439
67253
67150
67013
67388
67915
67911
69469
69810
67372
71079
67418
67632
69648
69989
70114
68700
67272
69294
69009
70832
69302
68697
70517
71773
70184
69959
70376
66881
66892
69541
71029
72682
69549
69989
69519
72414
71302
70851
70927
68563
68903
68980
72241
71347
70696
72546
68792
70089
73758
70379
67167
69087
68952
71017
68295
68691
72311
67126
71487
70658
69754
68997
68467
68270
69617
68773
69290
67746
67891
67127
67222
66921
70212
66795
71864
73618
70377
69509
68194
68189
68346
67096
71841
66842
72464
68199
73057
71667
67900
66754
67153
70130
67958
67572
69304
67512
68002
67262
71606
66943
68753
70380
68002
69940
69946
71913
72106
73601
68527
68324
67654
70498
70615
73570
72613
73304
69550
73295
73079
66791
68996
66816
69305
67838
67366
66957
67809
72179
67141
69238
68053
68674
68202
68778
68993
67652
69929
73772
72426
72446
73216
70862
72082
72506
73422
72809
72642
66792
66768
73275
67023
67633
67145
66798
71663
72016
73748
71996
70885
67465
69796
68565
71601
68637
70166
67426
69373
66990
70414
67064
72568
71185
69398
73386
69809
72514
71354
69623
71674
68713
72286
69447
70194
72136
73075
69298
69569
68753
68585
69050
70498
70826
70432
67268
67168
67391
66943
67232
67209
67025
73615
72981
67673
69191
67527
67643
66974
68081
72545
73349
66843
66847
73360
71530
72633
67916
73078
73669
67687
70562
73164
71989
70110
69513
68724
71658
69822
68315
68628
69443
69138
67559
71687
70645
70630
69657
70472
67855
66990
71550
72625
67059
67549
67978
67405
72817
73191
70463
67684
73579
68173
69247
73067
66985
70840
69331
69978
70955
70589
73188
72276
72431
