mem_load_completed.l1_miss_any
36331
37273
36235
34626
35501
34222
34896
35207
34698
35623
35866
36495
35152
36092
37240
34998
34377
35340
34758
34005
36574
37452
37010
36220
37397
34060
33990
37172
36630
35994
36340
36797
35257
35966
36074
37186
36955
36505
37345
36803
36625
37406
37007
35603
35860
36977
35873
35379
35153
35094
36752
35476
36888
36652
36046
35168
36857
35639
35880
36271
36046
35138
35738
35243
35573
35844
36047
36616
34988
34258
35067
34633
34619
35798
36024
36331
35835
36737
34890
35902
37136
35955
36442
36104
35091
36901
35512
35472
35209
34694
35822
36061
36384
34861
35489
36004
34972
36841
35504
37164
37023
35475
34356
35293
35834
35044
36587
35624
35020
36699
35176
35495
37233
35820
37014
36601
35145
36602
36480
35989
36766
35565
36195
35318
35444
35218
36369
35236
35670
34859
35687
35604
35911
36534
35759
35595
35636
36999
37237
37398
36137
35706
35625
37180
35498
35641
35534
34871
34190
34965
36292
34453
34894
36112
35288
35515
34603
35877
35143
34792
36016
34993
34939
34304
34695
36002
36429
35744
36241
36338
35073
36158
36555
36279
35142
35566
35206
36035
35459
35767
35624
35248
35792
36248
35700
35695
35602
35759
35664
35760
35252
36413
36098
36401
36143
36174
35204
36185
34627
36231
36547
35963
35384
35884
35445
35813
35685
36218
36282
35957
35162
35318
35371
35378
36699
35589
36504
35167
36723
36226
36911
35849
35042
35761
35849
36422
36834
37029
35818
36623
35993
35692
35594
35739
35488
36977
36399
35700
36931
36290
35678
35507
37426
36862
36292
36455
34904
36767
37075
35813
36383
36827
36901
34987
35453
34796
36414
35844
36639
35246
35968
35145
35820
36895
35603
35368
35881
35913
36922
35521
36630
35265
36916
37072
36008
36751
37492
34844
35658
35588
36531
36932
36546
35972
35213
36994
37379
37311
35283
35947
35888
35302
36435
36686
36259
35407
37420
35189
37346
34094
37257
36454
36480
36831
36936
36465
37233
36345
37358
36070
35341
35219
34626
34974
35685
34217
36019
35354
36203
35446
36347
35226
34586
35197
36256
34714
35205
34912
35422
34980
35372
35056
36827
35676
35682
34789
34258
35378
34229
35498
35520
35283
34987
35021
35670
35295
35354
34318
36183
35398
35206
34903
35552
35068
34867
36485
35639
35542
35744
35666
35577
34853
35071
35874
37120
35490
34191
36205
37188
36762
37300
37080
34074
36901
37194
37265
37498
37439
37120
36427
37434
35893
37212
37417
35579
35654
35078
35266
36233
35362
34965
35565
34634
36346
34657
35567
35032
36122
36391
34860
35445
35521
34371
36219
34528
34730
35429
35198
34696
34544
34710
35745
35078
36802
35039
35475
35587
35092
35114
35124
35746
34950
34866
34773
35430
36188
35813
35826
35175
35015
35257
35412
35690
34814
35167
36150
35408
34500
35496
35849
34499
34544
35340
36106
35624
35190
36656
34605
35228
35976
35536
37443
35512
35316
34077
35882
35331
34492
36091
36134
35882
35423
36654
35331
35683
35315
35415
34079
35948
35129
33969
35160
35241
34769
35243
37178
34439
35746
34872
35220
35130
35455
35467
34874
35520
35486
35434
36125
36692
35874
36579
35521
36646
35206
35091
35971
36842
35777
36427
35220
36451
36188
35723
35917
35950
36277
35770
35317
35767
34816
36278
35847
35986
35474
35197
35785
35380
36346
34679
35617
34927
37263
34975
35580
34841
35871
35153
36196
35738
36346
34716
34875
34600
34947
34845
35633
35029
35071
35109
35226
36587
35205
34778
36336
36209
35431
35518
34910
36518
35309
