l2_lines_out.non_silent
4057
3972
3851
3942
3999
3872
4124
3814
3939
3859
3828
3818
4135
3868
3903
3878
3772
3903
3863
4092
4022
4042
3753
3808
3869
4014
3944
3849
3959
3894
4004
4047
3779
4034
3834
3874
3854
3904
4027
3908
4027
3889
3858
3943
3908
3838
3913
3773
3813
3835
3964
