mem_store_retired.l2_hit
555
578
585
578
592
551
563
570
593
593
585
593
570
593
600
570
578
585
563
585
593
570
585
585
555
600
593
600
563
585
578
600
570
593
570
585
563
585
585
578
570
593
600
563
593
563
578
555
570
563
585
578
563
563
555
577
570
593
585
578
555
555
563
570
570
593
577
585
600
585
593
585
585
585
585
585
593
578
600
585
593
570
593
563
585
563
570
600
580
565
588
580
595
580
588
580
558
591
573
590
551
565
585
592
570
585
563
555
592
563
563
570
585
563
578
585
578
570
585
585
570
585
555
593
585
570
593
593
578
563
570
600
578
592
585
593
577
585
593
585
570
578
577
577
563
603
590
593
570
592
570
555
563
570
563
570
570
555
585
562
570
585
600
585
593
570
577
585
563
593
578
563
570
563
585
563
600
585
578
577
570
593
563
555
570
578
592
563
570
570
555
593
555
585
578
570
585
600
563
578
555
563
563
563
585
578
600
570
570
571
585
570
555
600
563
585
570
555
578
563
570
577
555
570
563
585
585
570
570
600
578
570
563
578
585
585
563
600
570
593
600
562
570
563
570
563
577
597
585
600
592
600
563
555
593
570
593
600
570
593
592
570
585
585
563
600
555
593
563
570
563
562
593
555
578
600
563
592
570
563
563
555
555
558
603
558
603
598
603
573
573
555
555
570
593
554
555
578
578
555
562
570
563
563
570
555
570
570
590
573
603
561
551
558
580
588
551
576
580
598
603
566
555
593
570
578
577
585
555
578
562
563
570
585
578
555
585
570
555
570
578
555
577
578
570
562
555
593
600
585
570
585
593
588
603
580
555
570
593
570
585
600
593
600
555
600
578
585
563
585
555
570
600
585
555
585
600
570
570
593
563
570
578
593
593
562
600
585
563
593
578
578
600
563
585
592
563
578
555
578
578
563
555
593
600
593
585
600
585
578
570
585
600
593
563
578
600
578
553
563
593
600
600
563
600
600
563
593
555
600
585
577
563
570
570
578
600
585
578
585
593
585
593
593
585
578
578
593
585
600
585
578
593
570
562
593
563
600
577
570
562
585
555
598
595
603
580
603
568
603
595
583
580
598
580
580
603
565
588
566
571
556
555
555
576
592
555
600
600
578
555
600
563
553
570
593
578
555
570
555
578
600
577
563
555
593
585
562
588
603
580
565
565
573
603
603
598
580
558
551
603
603
603
595
580
603
591
588
555
555
570
570
600
593
585
563
555
570
555
563
577
563
585
570
555
563
593
592
593
578
585
555
585
570
563
585
555
578
563
600
555
555
578
570
600
570
584
605
580
603
603
595
595
551
578
570
593
593
585
563
593
585
578
600
570
563
585
585
600
577
570
600
600
592
578
578
570
563
570
563
555
578
570
562
570
578
570
578
600
562
585
585
563
563
585
585
563
563
563
600
593
600
563
577
570
563
585
563
555
577
593
570
570
593
563
593
585
563
593
577
555
563
578
578
583
576
571
579
562
555
555
563
565
595
562
596
571
578
585
555
592
562
555
579
561
600
560
588
570
571
592
584
563
574
600
575
569
593
593
577
578
600
555
570
600
563
555
570
555
563
600
578
570
565
580
603
569
565
596
588
580
580
558
595
558
578
578
578
555
563
555
585
578
600
585
593
592
585
555
603
580
595
595
595
603
573
588
583
580
590
603
599
603
580
578
593
555
570
600
600
570
555
585
570
577
600
600
570
570
563
555
570
592
600
585
600
577
570
578
585
563
600
600
600
578
555
592
563
555
578
578
570
585
585
570
578
563
562
593
585
578
578
592
600
600
593
593
592
578
578
569
585
600
555
570
585
570
563
600
555
585
555
585
555
592
570
578
593
555
593
570
600
562
560
585
555
551
558
600
592
578
592
585
570
577
562
563
578
563
562
570
578
563
563
577
