memory_activity.stalls_l2_miss
84439
86996
86680
80014
81969
85496
79778
79335
86999
84017
80118
85266
82812
79767
78880
82960
84782
82774
85844
80426
82387
81909
86780
85498
84371
84061
84380
86015
81959
86075
83068
84185
85557
86878
85524
84834
82038
80400
81012
86687
82296
81976
82327
86674
83240
86269
85501
81742
82360
84727
79799
86443
81108
81436
82897
86669
84706
80548
85807
85834
86118
82206
82383
85086
84838
83544
84910
82658
83905
81182
83952
85267
86346
81438
83189
79616
86311
81618
81511
86494
81078
82848
80095
87021
84524
82968
82665
83267
79608
85952
80583
86718
82293
86223
87065
80528
80029
81662
81127
82561
81294
83588
80742
82458
78963
82365
79998
84616
85228
81346
82153
84975
79358
84533
81521
83006
79285
81417
81298
85636
85322
83144
82609
81849
81603
80998
82718
87142
84344
85260
82351
83832
80292
80457
84192
81278
81466
86414
85203
79014
83444
80359
82782
82917
80291
82459
82692
83579
78933
79361
86987
81345
80687
80580
80935
82431
83333
81202
82822
81282
85556
85865
86350
83162
83967
79569
79482
82640
83592
82583
83806
83062
84330
82567
82466
82799
85099
79860
86129
81728
80322
79158
78961
82118
78887
81110
86193
82960
84314
81811
86933
81030
85638
85426
85693
85007
82042
85088
81000
84585
84177
84076
83725
86459
82212
85701
80154
85472
87007
79158
83437
79324
79966
85939
85088
81284
85347
81208
83118
83499
81763
79251
85961
83437
81241
83445
80047
80325
87010
81791
84166
85494
82337
79012
84120
85973
85507
83575
79664
86721
79656
83694
81974
85312
82500
85172
82067
79010
81346
80184
80079
85120
79154
78958
80852
79572
85879
79275
79063
79126
80907
85870
80475
79430
80864
84408
81540
83569
83283
85710
78950
80326
82513
79610
86021
82709
79437
78977
83233
86370
80773
79211
83829
83649
80657
78942
84421
85345
83335
81571
86468
84675
82607
81713
81233
83311
84114
82554
81036
81329
83074
80330
79465
81243
84335
81468
85018
86602
81514
80644
85448
79515
80160
80206
84818
86307
82233
87082
78990
81227
79477
80617
80216
84150
84004
83807
79655
81716
79638
78946
82467
80300
82855
83283
78890
84039
83451
85471
79517
80094
79576
81809
84210
82398
79011
79486
81867
83091
81678
82513
84793
87108
80683
86512
83615
79703
83255
80909
86250
81241
79857
85357
80202
83022
83266
79129
81142
86466
80687
86683
80994
79387
82570
80283
86269
82361
86129
82303
86514
81393
79226
84061
83726
81395
83132
83682
83058
84569
80675
83855
81950
84701
86487
85113
82544
80879
79289
85916
81396
85240
84590
78983
80284
84638
83665
86775
79119
86240
79131
78900
79056
85518
79546
80425
84862
80755
84849
84231
81016
80825
79651
83944
81951
85626
81025
86590
86143
82801
81266
79288
84372
84492
86538
79893
81556
83972
85297
86661
86560
80605
84913
81032
82466
81043
81832
80543
78861
79093
83621
82943
85331
86661
79268
84377
86819
81218
84187
85895
80618
84881
83790
81078
80892
86461
84989
84796
83934
86857
85108
85959
82074
84986
84138
84299
80489
83695
85221
81037
86481
84489
79960
79641
83796
83656
83546
82634
83874
83062
86511
81244
85517
82917
86318
81699
79248
80825
83786
82250
84718
82366
86033
84152
85392
83984
80166
85629
82671
86776
87081
83960
85795
80446
87100
82180
82764
81713
79786
85194
86011
84214
83031
83911
80178
81044
83385
83389
83751
81227
83116
85800
82940
84519
80153
81260
80563
86874
80914
81153
84998
86568
78930
79839
81310
83910
82108
81407
85275
79011
85345
84985
83018
86573
85183
81134
79326
84586
85532
82700
83946
79292
86058
86919
82699
83278
82035
85039
84464
82569
80420
87042
84301
86644
87033
83855
82541
86098
80656
80978
82235
85279
80651
84758
81380
86425
82338
81192
84714
81713
84365
82542
81898
86650
85530
79573
79275
82711
79241
