machine_clears.memory_ordering
128
127
127
136
133
127
132
130
132
134
128
132
131
135
127
127
130
131
131
133
129
131
130
127
132
135
131
130
134
131
133
133
126
127
127
131
129
132
127
131
131
130
133
132
132
132
131
136
135
135
131
127
135
124
131
127
125
135
136
132
125
129
128
126
131
127
131
126
133
135
125
127
127
126
132
135
128
125
128
128
136
124
128
129
124
134
131
126
135
127
136
134
125
126
132
130
133
129
126
128
133
127
125
134
132
133
135
132
127
125
132
133
125
125
133
132
126
125
131
131
134
136
129
126
126
129
127
136
125
127
131
127
131
125
131
130
131
131
126
136
126
131
136
132
131
132
125
124
128
126
127
127
135
124
124
127
135
135
125
133
134
135
131
127
127
126
135
130
135
134
132
134
129
125
125
131
128
134
125
135
127
127
135
124
135
135
127
131
136
129
125
130
127
127
130
129
127
131
129
135
132
135
128
127
127
127
125
135
124
125
135
132
127
125
136
128
130
136
128
136
130
131
127
124
136
135
133
128
136
127
134
132
135
127
135
131
127
127
127
131
124
135
131
125
127
134
131
131
127
126
127
130
135
127
133
134
136
135
128
125
135
132
130
132
134
135
134
129
131
128
127
135
125
133
132
131
136
136
127
135
135
133
124
127
129
125
127
133
127
126
126
134
128
134
131
135
124
136
128
128
135
135
131
134
129
129
135
135
131
126
132
129
134
129
127
131
124
131
130
132
135
125
134
127
132
128
130
126
129
135
131
136
135
129
125
126
129
128
135
124
127
125
131
129
132
127
125
127
136
130
135
136
135
131
127
127
128
135
130
125
132
136
131
132
131
131
124
130
129
126
131
131
127
135
128
125
129
129
136
127
133
135
135
124
131
127
127
130
126
130
125
126
125
125
128
136
125
130
130
136
125
134
132
127
130
131
125
129
131
136
131
126
129
127
129
131
127
125
134
128
124
131
134
127
127
132
131
127
125
131
131
124
125
132
131
127
135
132
135
125
131
129
135
134
135
129
125
127
129
124
132
125
129
127
132
128
128
135
135
131
131
133
135
127
131
130
135
126
132
130
130
128
129
131
127
130
125
134
127
135
128
125
127
135
127
130
134
124
127
135
136
134
133
135
128
135
131
132
135
135
124
127
135
130
132
132
128
124
135
124
131
136
133
127
127
130
131
135
128
135
136
131
127
128
130
125
128
128
130
132
126
125
130
127
125
130
128
130
133
124
128
127
133
134
134
130
132
135
131
131
124
133
135
127
125
127
135
133
129
132
129
135
135
134
128
126
132
134
131
133
127
131
127
133
128
127
133
132
128
134
127
124
129
126
129
133
136
125
125
134
130
129
131
124
131
134
127
127
132
128
130
127
128
134
132
135
128
130
136
134
130
124
128
132
135
125
127
127
135
124
132
125
127
129
130
131
136
133
131
131
131
135
125
135
135
136
127
131
130
135
127
133
133
129
130
127
124
125
132
131
135
127
135
130
132
134
133
124
133
136
127
135
135
135
131
126
131
124
134
135
124
125
131
131
125
126
131
127
130
125
133
131
132
135
125
126
135
126
135
134
131
127
135
134
129
131
127
130
130
131
126
127
127
131
124
130
125
124
126
131
127
128
128
130
127
125
130
131
126
129
133
133
126
126
130
135
130
127
131
130
134
132
126
124
131
136
134
134
126
127
134
133
130
134
135
127
127
131
131
134
127
133
131
135
136
129
125
129
134
126
126
127
126
126
127
127
129
130
135
129
131
133
130
125
127
125
127
129
135
135
126
132
136
130
134
130
124
125
131
134
134
133
131
135
135
135
133
131
126
131
126
125
127
128
128
127
125
127
133
125
135
134
131
135
135
127
126
124
127
125
125
127
124
134
128
131
130
136
134
127
127
131
134
131
128
127
125
126
131
135
124
133
129
129
131
132
125
131
131
127
124
130
132
125
135
124
130
124
125
128
131
133
136
126
135
127
125
127
136
130
128
131
134
135
130
126
133
126
136
136
127
131
131
136
125
134
134
133
124
127
130
133
136
129
128
130
135
127
127
124
134
134
135
135
126
126
135
127
128
127
135
135
127
136
131
131
133
128
127
128
130
127
134
127
127
131
136
133
127
132
136
127
135
130
135
127
135
129
135
130
131
134
127
132
135
131
130
136
132
124
134
133
127
127
135
135
127
132
125
133
125
127
125
132
135
130
125
136
135
133
124
129
133
126
131
136
135
126
129
130
127
131
135
126
129
127
131
130
131
127
129
126
127
128
124
124
130
128
125
130
127
131
124
127
128
135
127
132
130
127
131
126
126
135
127
135
133
131
129
129
134
131
130
131
128
135
134
131
135
130
130
126
125
125
135
129
136
135
125
129
131
125
128
132
125
127
135
135
131
127
132
131
124
124
131
132
131
127
125
125
131
131
136
127
135
133
135
135
130
127
129
135
128
129
126
126
131
126
124
135
135
127
135
132
127
133
131
126
131
132
125
131
126
136
127
126
136
131
128
134
126
136
128
124
131
128
131
135
131
125
124
132
132
131
129
131
133
136
136
131
135
127
136
125
131
136
134
130
135
126
125
127
126
131
127
132
126
126
130
128
135
124
127
129
128
135
130
124
130
134
136
131
135
127
136
135
133
135
132
131
125
129
131
127
132
132
133
128
133
130
129
128
136
128
126
132
136
124
131
135
