Value
63353
62449
63527
65438
65496
68366
65690
64234
64186
68050
67080
65219
66812
67678
68457
68311
64945
66771
63819
64500
66948
62182
67173
66634
61964
67902
62908
62143
62458
66628
67451
67518
61964
66039
65226
66993
62937
65111
62333
62648
62440
63602
63284
62063
65626
62920
64095
67674
68084
66628
65837
68090
67935
62429
65191
68071
66708
68027
64394
64900
68111
67377
62709
65825
65216
68219
67149
68076
64060
66987
67660
63774
68312
64582
