sample,epi_delta,runtime_delta,busy_fraction
1,4092,37,110.594595
2,14024,108,129.851852
3,14721,107,137.579439
4,12924,118,109.525424
5,16150,112,144.196429
6,13898,109,127.504587
7,14570,105,138.761905
8,14297,121,118.157025
9,14275,107,133.411215
10,13833,114,121.342105
11,14275,107,133.411215
12,14768,109,135.486239
13,13693,110,124.481818
14,14790,106,139.528302
15,15225,110,138.409091
16,14360,107,134.205607
17,13385,111,120.585586
18,15289,107,142.887850
19,13693,112,122.258929
20,14374,102,140.921569
21,13975,111,125.900901
22,14257,107,133.242991
23,13835,108,128.101852
24,13403,105,127.647619
25,14001,116,120.698276
26,13736,110,124.872727
27,13975,114,122.587719
28,16582,110,150.745455
29,13612,108,126.037037
30,14153,106,133.518868
31,14427,110,131.154545
32,13642,107,127.495327
33,14011,104,134.721154
34,14077,107,131.560748
35,15704,111,141.477477
36,13101,105,124.771429
37,14746,113,130.495575
38,14405,112,128.616071
39,15202,107,142.074766
40,13565,114,118.991228
41,13905,104,133.701923
42,14704,111,132.468468
43,14321,107,133.841121
44,13700,107,128.037383
45,14326,115,124.573913
46,14266,104,137.173077
47,14226,107,132.953271
48,14267,115,124.060870
49,15027,105,143.114286
50,12904,111,116.252252
51,15086,110,137.145455
52,14366,102,140.843137
53,13867,106,130.820755
54,14113,104,135.701923
55,13001,110,118.190909
56,13640,106,128.679245
57,13849,107,129.429907
58,13985,117,119.529915
59,14725,102,144.362745
60,14024,107,131.065421
61,13984,106,131.924528
62,14473,114,126.956140
63,14177,101,140.366337
64,15046,121,124.347107
65,15822,113,140.017699
66,14911,110,135.554545
67,14606,105,139.104762
68,13501,107,126.177570
69,14760,107,137.943925
70,13426,108,124.314815
71,13568,112,121.142857
72,13106,104,126.019231
73,14217,106,134.122642
74,14921,116,128.629310
75,13673,107,127.785047
76,14760,107,137.943925
77,13687,101,135.514851
78,14550,112,129.910714
79,13568,101,134.336634
80,14129,104,135.855769
81,13356,105,127.200000
82,14418,108,133.500000
83,15238,124,122.887097
84,15867,111,142.945946
85,14625,124,117.943548
86,15445,118,130.889831
87,16366,119,137.529412
88,12802,104,123.096154
89,14099,107,131.766355
90,14336,109,131.522936
91,14997,117,128.179487
92,14641,108,135.564815
93,13993,106,132.009434
94,13981,111,125.954955
95,14221,106,134.160377
96,13456,109,123.449541
97,14860,104,142.884615
98,14354,105,136.704762
99,13918,107,130.074766
100,14513,107,135.635514
101,14192,108,131.407407
102,13015,106,122.783019
103,14478,109,132.825688
104,13372,109,122.678899
105,14289,111,128.729730
106,15099,110,137.263636
107,14145,111,127.432432
108,14059,102,137.833333
109,14156,115,123.095652
110,15381,113,136.115044
111,14698,114,128.929825
112,14515,108,134.398148
113,14196,104,136.500000
114,15330,109,140.642202
115,14708,114,129.017544
116,14654,109,134.440367
117,12831,105,122.200000
118,13411,116,115.612069
119,14506,110,131.872727
120,14920,109,136.880734
121,14346,111,129.243243
122,14885,112,132.901786
123,14042,107,131.233645
124,14304,106,134.943396
125,14412,109,132.220183
