sample,epi_delta,runtime_delta,busy_fraction
1,5017,39,128.641026
2,15764,107,147.327103
3,15404,114,135.122807
4,15959,103,154.941748
5,16251,110,147.736364
6,15338,106,144.698113
7,17966,137,131.138686
8,17769,125,142.152000
9,16901,106,159.443396
10,15449,101,152.960396
11,15468,104,148.730769
12,14822,109,135.981651
13,16055,106,151.462264
14,16647,115,144.756522
15,14606,105,139.104762
16,15509,108,143.601852
17,17642,125,141.136000
18,16402,110,149.109091
19,15379,106,145.084906
20,14668,104,141.038462
21,15747,102,154.382353
22,14830,106,139.905660
23,15934,107,148.915888
24,14628,110,132.981818
25,15852,102,155.411765
26,15658,111,141.063063
27,16902,113,149.575221
28,15187,105,144.638095
29,15550,107,145.327103
30,15841,115,137.747826
31,15675,101,155.198020
32,15692,107,146.654206
33,15373,113,136.044248
34,16641,111,149.918919
35,15729,116,135.594828
36,15676,101,155.207921
37,16707,111,150.513514
38,14663,110,133.300000
39,15427,106,145.537736
40,17024,118,144.271186
41,14770,105,140.666667
42,15587,105,148.447619
43,15296,104,147.076923
44,15881,108,147.046296
45,16829,115,146.339130
46,14871,114,130.447368
47,15857,104,152.471154
48,16278,104,156.519231
49,15025,110,136.590909
50,15167,109,139.146789
51,16155,103,156.844660
52,15690,110,142.636364
53,14341,101,141.990099
54,15628,129,121.147287
55,17836,102,174.862745
56,16478,113,145.823009
57,14415,100,144.150000
58,15584,105,148.419048
59,15594,109,143.064220
60,15829,110,143.900000
61,14836,109,136.110092
62,15891,104,152.798077
63,15050,107,140.654206
64,15408,114,135.157895
65,16250,101,160.891089
66,15638,103,151.825243
67,15083,114,132.307018
68,15880,104,152.692308
69,15637,107,146.140187
70,14881,113,131.690265
71,16656,107,155.663551
72,15102,110,137.290909
73,16700,112,149.107143
74,16029,110,145.718182
75,16040,106,151.320755
76,15126,106,142.698113
77,15007,106,141.575472
78,15636,114,137.157895
79,18563,125,148.504000
80,17227,116,148.508621
81,18057,131,137.839695
82,17072,111,153.801802
83,15965,114,140.043860
84,16536,108,153.111111
85,15642,117,133.692308
86,15367,106,144.971698
87,15362,102,150.607843
88,15312,107,143.102804
89,17398,112,155.339286
90,15339,113,135.743363
91,16667,116,143.681034
92,15278,106,144.132075
93,15625,104,150.240385
94,15603,108,144.472222
95,16987,113,150.327434
96,15318,106,144.509434
97,14612,108,135.296296
98,15507,104,149.105769
99,16496,119,138.621849
100,18080,161,112.298137
101,20905,102,204.950980
102,15187,110,138.063636
103,16934,115,147.252174
104,16201,107,151.411215
105,15073,106,142.198113
106,15560,107,145.420561
107,15699,111,141.432432
108,16228,111,146.198198
109,15266,108,141.351852
110,16233,114,142.394737
111,15968,106,150.641509
112,15221,104,146.355769
113,15564,112,138.964286
114,15979,112,142.669643
115,15489,105,147.514286
116,15955,108,147.731481
117,16052,112,143.321429
118,15265,109,140.045872
119,16110,115,140.086957
120,15069,111,135.756757
121,15922,106,150.207547
122,15946,104,153.326923
123,15477,102,151.735294
124,14384,107,134.429907
125,15714,105,149.657143
126,15181,119,127.571429
127,17463,110,158.754545
128,16326,110,148.418182
129,16250,109,149.082569
130,15509,106,146.311321
131,14860,111,133.873874
132,15561,112,138.937500
133,16730,115,145.478261
134,15520,101,153.663366
135,14688,111,132.324324
136,19599,134,146.261194
137,15010,107,140.280374
138,16220,111,146.126126
139,16743,108,155.027778
140,16728,131,127.694656
141,19209,125,153.672000
142,15900,111,143.243243
143,15059,101,149.099010
144,16128,109,147.963303
145,16487,109,151.256881
146,14985,110,136.227273
147,15722,107,146.934579
148,14960,105,142.476190
149,15425,107,144.158879
150,14344,112,128.071429
151,16361,102,160.401961
152,15038,105,143.219048
153,14851,105,141.438095
154,16181,109,148.449541
155,16031,114,140.622807
156,15225,112,135.937500
157,15671,100,156.710000
158,15726,110,142.963636
159,16055,107,150.046729
160,15876,113,140.495575
161,15934,110,144.854545
162,15185,106,143.254717
163,16197,107,151.373832
164,15774,115,137.165217
165,15485,101,153.316832
166,15453,107,144.420561
167,15667,119,131.655462
168,16225,101,160.643564
169,16555,106,156.179245
170,15347,110,139.518182
171,16536,107,154.542056
172,15008,110,136.436364
173,15202,107,142.074766
174,16390,121,135.454545
175,16993,116,146.491379
176,16965,127,133.582677
177,18371,109,168.541284
178,14738,105,140.361905
179,15400,102,150.980392
180,15265,108,141.342593
181,15436,105,147.009524
182,16239,104,156.144231
183,14947,118,126.669492
184,15964,100,159.640000
185,15357,108,142.194444
186,15441,110,140.372727
187,15999,112,142.848214
188,16072,105,153.066667
189,15315,117,130.897436
190,17007,111,153.216216
191,16145,111,145.450450
192,15723,113,139.141593
193,17367,113,153.690265
194,15217,107,142.214953
195,15102,106,142.471698
196,15379,113,136.097345
197,15762,104,151.557692
198,15629,109,143.385321
199,16300,122,133.606557
200,17830,110,162.090909
201,15584,112,139.142857
202,15998,108,148.129630
203,15733,111,141.738739
204,16006,106,151.000000
205,15303,107,143.018692
206,15518,108,143.685185
207,15086,101,149.366337
208,15609,105,148.657143
209,14742,114,129.315789
210,16601,113,146.911504
211,16871,112,150.633929
212,15498,103,150.466019
213,14286,109,131.064220
214,15975,104,153.605769
215,15368,111,138.450450
216,16038,102,157.235294
217,15601,110,141.827273
218,15031,107,140.476636
219,15318,110,139.254545
220,16930,111,152.522523
221,14474,105,137.847619
222,15603,120,130.025000
223,16945,100,169.450000
224,14688,106,138.566038
225,16257,120,135.475000
226,17326,105,165.009524
227,15426,108,142.833333
228,14732,107,137.682243
229,16186,111,145.819820
230,15253,110,138.663636
231,15521,101,153.673267
232,14880,105,141.714286
233,14860,104,142.884615
234,15455,106,145.801887
235,15532,108,143.814815
236,15395,108,142.546296
237,16942,114,148.614035
238,16071,115,139.747826
239,15711,110,142.827273
240,15820,106,149.245283
241,16455,107,153.785047
242,15258,115,132.678261
243,15762,107,147.308411
244,15564,105,148.228571
245,15389,107,143.822430
246,16223,119,136.327731
247,17211,112,153.669643
248,15670,108,145.092593
249,15158,105,144.361905
250,15421,107,144.121495
251,15721,109,144.229358
252,16073,110,146.118182
253,16404,118,139.016949
254,15764,110,143.309091
255,16223,106,153.047170
256,17033,113,150.734513
257,16026,112,143.089286
258,15943,109,146.266055
259,16359,108,151.472222
260,14669,108,135.824074
261,17015,111,153.288288
262,16004,107,149.570093
263,15499,107,144.850467
264,15773,107,147.411215
265,15290,112,136.517857
266,15400,110,140.000000
267,16159,105,153.895238
268,15412,103,149.631068
269,17307,132,131.113636
270,17394,124,140.274194
271,17645,120,147.041667
272,16711,108,154.731481
273,15200,103,147.572816
274,16511,104,158.759615
275,13964,105,132.990476
276,15157,104,145.740385
277,15072,122,123.540984
278,16773,100,167.730000
279,15575,109,142.889908
280,17731,129,137.449612
281,16257,108,150.527778
