sample,epi_delta,runtime_delta,busy_fraction
1,4546,41,110.878049
2,12849,108,118.972222
3,11814,107,110.411215
4,13031,119,109.504202
5,13039,107,121.859813
6,12816,112,114.428571
7,12965,112,115.758929
8,13189,107,123.261682
9,12105,107,113.130841
10,12924,116,111.413793
11,12004,102,117.686275
12,12532,110,113.927273
13,11974,104,115.134615
14,14089,119,118.394958
15,13923,110,126.572727
16,13358,128,104.359375
17,12561,110,114.190909
18,13252,115,115.234783
19,13287,114,116.552632
20,11878,105,113.123810
21,13094,113,115.876106
22,13043,103,126.631068
23,12072,114,105.894737
24,12691,104,122.028846
25,14183,112,126.633929
26,11940,110,108.545455
27,12048,116,103.862069
28,13978,108,129.425926
29,12401,103,120.398058
30,11720,109,107.522936
31,13700,113,121.238938
32,12869,113,113.884956
33,12150,108,112.500000
34,13251,113,117.265487
35,13890,113,122.920354
36,11613,106,109.556604
37,12506,110,113.690909
38,13488,108,124.888889
39,12297,107,114.925234
40,11423,108,105.768519
41,12832,101,127.049505
42,13086,111,117.891892
43,11508,107,107.551402
44,11765,102,115.343137
45,12616,108,116.814815
46,12620,110,114.727273
47,13192,130,101.476923
48,14791,121,122.239669
49,14710,115,127.913043
50,12293,113,108.787611
51,12210,104,117.403846
52,13414,113,118.707965
53,11636,101,115.207921
54,12321,112,110.008929
55,13553,111,122.099099
56,12433,115,108.113043
57,12552,108,116.222222
58,12746,106,120.245283
59,12594,111,113.459459
60,12772,113,113.026549
61,12902,116,111.224138
62,13222,105,125.923810
63,11320,111,101.981982
64,12444,107,116.299065
65,13052,105,124.304762
66,12904,109,118.385321
67,11666,103,113.262136
68,12052,108,111.592593
69,11797,100,117.970000
70,13116,111,118.162162
71,12094,107,113.028037
72,12332,106,116.339623
73,12018,113,106.353982
74,12459,104,119.798077
75,13248,108,122.666667
76,11701,114,102.640351
77,12669,102,124.205882
78,13013,114,114.149123
79,12915,132,97.840909
80,16001,129,124.038760
81,15268,122,125.147541
82,12712,108,117.703704
83,12927,109,118.596330
84,12614,115,109.686957
85,11690,101,115.742574
86,13447,104,129.298077
87,10967,111,98.801802
88,15202,111,136.954955
89,12895,112,115.133929
90,12749,114,111.833333
91,13347,115,116.060870
92,12142,103,117.883495
93,12180,105,116.000000
94,13423,114,117.745614
95,11339,107,105.971963
96,13606,108,125.981481
97,11061,116,95.353448
98,12347,101,122.247525
