sample,epi_delta,runtime_delta,busy_fraction
1,12962,50,259.240000
2,39096,109,358.678899
3,34705,104,333.701923
4,27871,112,248.848214
5,26532,101,262.693069
6,24815,107,231.915888
7,25922,100,259.220000
8,25506,106,240.622642
9,26580,108,246.111111
10,26922,108,249.277778
11,26833,111,241.738739
12,26773,117,228.829060
13,26975,100,269.750000
14,26569,117,227.085470
15,25844,107,241.532710
16,28115,112,251.026786
17,27759,110,252.354545
18,25452,108,235.666667
19,27707,106,261.386792
20,26181,109,240.192661
21,26273,102,257.578431
22,27004,106,254.754717
23,26399,119,221.840336
24,26216,104,252.076923
25,26647,106,251.386792
26,26117,109,239.605505
27,26435,102,259.166667
28,25555,103,248.106796
29,28673,122,235.024590
30,26421,100,264.210000
31,25778,114,226.122807
32,26335,104,253.221154
33,26923,109,247.000000
34,26897,104,258.625000
35,25962,108,240.388889
36,25634,105,244.133333
37,26163,110,237.845455
38,28201,110,256.372727
39,27175,125,217.400000
40,27666,103,268.601942
41,27978,102,274.294118
42,26002,110,236.381818
43,26218,110,238.345455
44,26257,104,252.471154
45,25470,101,252.178218
46,25758,109,236.311927
47,28485,108,263.750000
48,26087,114,228.833333
49,24452,101,242.099010
50,28739,110,261.263636
51,25240,109,231.559633
52,26973,122,221.090164
53,30334,113,268.442478
54,26262,133,197.458647
55,33192,104,319.153846
56,27174,116,234.258621
57,28302,109,259.651376
58,26996,112,241.035714
59,27114,111,244.270270
60,25374,104,243.980769
61,28919,113,255.920354
62,26366,114,231.280702
63,26018,103,252.601942
64,26836,111,241.765766
65,28123,122,230.516393
66,28765,101,284.801980
67,26759,115,232.686957
68,26109,107,244.009346
69,25545,107,238.738318
70,25773,108,238.638889
71,26612,106,251.056604
72,26443,107,247.130841
73,28029,109,257.146789
74,25377,113,224.575221
75,27143,104,260.990385
76,26202,107,244.878505
77,29456,109,270.238532
78,25406,110,230.963636
79,28157,102,276.049020
80,26152,112,233.500000
81,25663,104,246.759615
82,28144,117,240.547009
83,27452,109,251.853211
84,26480,120,220.666667
85,30748,116,265.068966
86,36544,166,220.144578
87,33881,114,297.201754
88,28729,118,243.466102
89,26230,101,259.702970
90,28518,107,266.523364
91,25975,111,234.009009
92,25850,106,243.867925
93,26079,112,232.848214
94,27225,104,261.778846
95,29147,108,269.879630
96,25421,107,237.579439
97,26204,109,240.403670
98,27869,110,253.354545
99,26591,110,241.736364
100,25329,107,236.719626
101,29336,120,244.466667
102,27363,103,265.660194
103,25145,104,241.778846
104,28018,117,239.470085
105,25258,99,255.131313
106,28398,114,249.105263
107,26005,115,226.130435
108,28565,109,262.064220
109,25579,106,241.311321
110,26712,116,230.275862
111,27928,106,263.471698
112,27672,106,261.056604
113,26066,111,234.828829
114,26080,107,243.738318
115,28003,113,247.814159
116,26684,114,234.070175
117,28455,114,249.605263
118,27396,110,249.054545
119,29188,117,249.470085
120,28815,125,230.520000
121,32726,126,259.730159
122,26984,111,243.099099
123,27552,104,264.923077
124,25097,102,246.049020
125,28111,119,236.226891
126,26323,106,248.330189
127,26505,110,240.954545
128,28848,114,253.052632
129,25936,111,233.657658
130,27114,104,260.711538
131,26878,113,237.858407
132,26671,103,258.941748
133,27055,106,255.235849
134,27953,114,245.201754
135,24660,106,232.641509
136,26674,104,256.480769
137,25223,106,237.952830
138,29898,120,249.150000
139,26102,107,243.943925
140,25919,104,249.221154
141,26342,119,221.361345
142,27405,109,251.422018
143,27983,102,274.343137
144,25227,107,235.766355
145,26161,107,244.495327
146,30174,122,247.327869
147,27423,119,230.445378
148,28590,107,267.196262
149,26451,106,249.537736
150,26747,111,240.963964
151,29580,116,255.000000
152,25885,105,246.523810
153,25972,104,249.730769
154,25277,108,234.046296
155,27112,104,260.692308
156,25580,105,243.619048
157,26727,116,230.405172
158,27187,107,254.084112
159,26622,112,237.696429
160,27370,109,251.100917
161,28953,118,245.364407
162,25824,101,255.683168
163,26243,106,247.575472
164,26782,107,250.299065
165,25148,109,230.715596
166,27250,107,254.672897
167,26332,117,225.059829
168,28313,102,277.578431
169,25608,106,241.584906
170,26876,116,231.689655
171,27597,105,262.828571
172,25474,104,244.942308
173,25526,109,234.183486
174,28074,106,264.849057
175,26172,112,233.678571
176,27669,108,256.194444
177,24651,102,241.676471
178,27656,110,251.418182
179,25694,106,242.396226
180,27654,119,232.386555
181,30847,130,237.284615
182,28538,126,226.492063
183,31180,122,255.573770
184,28618,103,277.844660
185,28078,119,235.949580
186,27323,108,252.990741
187,27871,108,258.064815
188,29993,128,234.320312
189,28078,106,264.886792
190,26519,104,254.990385
191,26075,110,237.045455
192,26743,107,249.934579
193,27730,107,259.158879
194,27429,109,251.642202
195,26763,105,254.885714
196,25524,104,245.423077
197,28523,105,271.647619
198,27111,110,246.463636
199,25047,110,227.700000
200,28091,116,242.163793
201,26270,108,243.240741
202,28272,114,248.000000
203,27840,109,255.412844
204,29273,110,266.118182
205,25938,104,249.403846
206,27599,111,248.639640
207,25365,99,256.212121
208,25566,105,243.485714
209,25558,107,238.859813
210,26588,108,246.185185
211,26169,107,244.570093
212,29227,114,256.377193
213,26609,111,239.720721
214,26952,109,247.266055
215,27123,108,251.138889
216,26559,103,257.854369
217,25971,105,247.342857
218,25717,110,233.790909
219,26891,108,248.990741
220,26031,108,241.027778
221,26782,102,262.568627
222,27783,122,227.729508
223,25985,103,252.281553
224,27475,108,254.398148
225,28835,119,242.310924
226,25927,108,240.064815
227,27537,101,272.643564
228,25773,118,218.415254
229,27315,104,262.644231
230,27503,114,241.254386
231,28400,112,253.571429
232,26082,108,241.500000
233,26973,108,249.750000
234,25874,107,241.813084
235,27110,109,248.715596
236,27369,105,260.657143
237,26588,106,250.830189
238,27198,113,240.690265
239,29478,153,192.666667
240,35256,109,323.449541
241,25767,110,234.245455
242,28395,118,240.635593
243,28408,114,249.192982
244,27351,105,260.485714
245,25578,108,236.833333
246,28285,110,257.136364
247,24771,106,233.688679
248,27497,116,237.043103
249,29434,112,262.803571
250,25564,108,236.703704
251,27471,111,247.486486
252,27864,110,253.309091
253,26134,109,239.761468
254,26303,104,252.913462
255,25407,118,215.313559
256,29021,104,279.048077
257,25938,108,240.166667
258,27495,111,247.702703
259,25793,107,241.056075
260,26849,106,253.292453
261,26134,107,244.242991
262,26726,108,247.462963
263,24840,106,234.339623
264,27594,108,255.500000
265,26546,113,234.920354
