sample,epi_delta,runtime_delta,busy_fraction
1,6263,36,173.972222
2,19927,108,184.509259
3,18572,111,167.315315
4,23726,102,232.607843
5,19305,113,170.840708
6,20037,108,185.527778
7,18434,105,175.561905
8,18795,114,164.868421
9,20600,107,192.523364
10,18027,106,170.066038
11,19715,104,189.567308
12,19814,108,183.462963
13,21886,105,208.438095
14,18633,105,177.457143
15,19757,106,186.386792
16,19307,115,167.886957
17,20019,109,183.660550
18,20232,115,175.930435
19,19739,109,181.091743
20,18125,99,183.080808
21,18719,104,179.990385
22,22629,114,198.500000
23,19316,110,175.600000
24,19668,105,187.314286
25,19154,113,169.504425
26,20260,109,185.871560
27,21947,113,194.221239
28,19463,112,173.776786
29,20006,109,183.541284
30,19112,106,180.301887
31,20051,109,183.954128
32,18741,109,171.935780
33,20704,106,195.320755
34,18058,112,161.232143
35,19365,110,176.045455
36,21161,111,190.639640
37,18690,100,186.900000
38,18664,108,172.814815
39,19222,106,181.339623
40,19653,106,185.405660
41,18850,114,165.350877
42,20125,104,193.509615
43,18208,105,173.409524
44,20462,114,179.491228
45,19060,109,174.862385
46,18965,106,178.915094
47,19837,106,187.141509
48,19485,107,182.102804
49,20760,113,183.716814
50,19238,108,178.129630
51,18728,105,178.361905
52,18889,113,167.159292
53,19078,107,178.299065
54,21276,111,191.675676
55,19989,112,178.473214
56,18422,106,173.792453
57,19161,101,189.712871
58,18191,104,174.913462
59,19697,115,171.278261
60,19185,111,172.837838
61,19400,100,194.000000
62,19153,106,180.688679
63,19582,110,178.018182
64,21745,119,182.731092
65,20497,132,155.280303
66,22179,101,219.594059
67,18421,107,172.158879
68,18399,105,175.228571
69,19403,107,181.336449
70,19793,108,183.268519
71,18357,107,171.560748
72,20630,117,176.324786
73,18118,102,177.627451
74,20108,106,189.698113
75,18783,112,167.705357
76,19401,105,184.771429
77,19529,112,174.366071
78,21271,123,172.934959
79,18933,103,183.815534
80,20794,112,185.660714
81,19538,113,172.902655
82,21316,112,190.321429
83,20223,107,189.000000
84,18899,114,165.780702
85,19603,108,181.509259
86,19402,102,190.215686
87,19484,114,170.912281
88,19793,114,173.622807
89,20739,120,172.825000
90,24230,125,193.840000
91,20961,111,188.837838
92,21666,128,169.265625
93,20546,105,195.676190
94,19359,108,179.250000
95,19421,109,178.174312
96,17725,103,172.087379
97,19516,106,184.113208
98,20216,119,169.882353
99,19646,121,162.363636
100,23017,107,215.112150
101,23724,133,178.375940
102,18801,117,160.692308
103,20666,103,200.640777
104,20065,114,176.008772
105,18658,103,181.145631
106,18561,108,171.861111
107,19823,110,180.209091
108,18931,107,176.925234
109,20293,111,182.819820
110,19128,114,167.789474
111,20003,101,198.049505
112,19523,104,187.721154
113,18816,112,168.000000
114,20010,110,181.909091
115,18764,107,175.364486
116,19465,105,185.380952
117,18912,109,173.504587
118,20690,116,178.362069
119,19515,111,175.810811
120,24142,114,211.771930
121,19825,105,188.809524
122,18152,104,174.538462
123,19580,109,179.633028
124,18931,110,172.100000
125,19740,100,197.400000
126,18273,113,161.707965
127,21730,106,205.000000
128,18380,106,173.396226
129,18186,108,168.388889
130,23901,103,232.048544
131,18507,113,163.778761
132,19618,101,194.237624
133,19517,106,184.122642
134,19444,123,158.081301
135,20922,103,203.126214
136,19411,117,165.905983
