br_inst_retired.cond_taken
85361
87441
87135
90777
89838
86880
86305
91533
86823
85788
85950
86614
93564
91943
86448
86074
92481
93507
90968
92009
88095
89322
90753
89132
88632
88696
92898
91684
89155
92270
90293
90759
90615
90259
89428
88460
87429
93508
88071
88078
88215
87636
93600
86952
92735
87438
90900
89287
91122
92328
90474
88928
88494
92969
89343
89739
84703
86640
88805
85875
90478
90651
86875
89662
90104
87192
89255
88831
89161
86863
91485
92882
92060
91388
91095
93469
91508
91467
89079
87147
89779
89183
92083
92170
88500
88350
87141
85805
91357
86096
90164
90442
91510
86883
91632
85823
92026
93579
88395
87425
86565
91604
90951
88592
92116
87686
87937
90430
91837
89025
89640
92323
91058
87874
85716
89298
90542
88811
89644
90558
88983
92010
87723
91531
85957
90504
90410
87950
92080
91032
89448
91278
91722
89400
87131
86450
86467
91720
91497
90093
90385
92731
89962
89766
89239
86803
86838
91877
86224
89656
87053
89628
86441
89225
91560
86414
84708
92560
85479
93262
87350
92450
88419
90165
86198
88540
92577
92182
90410
91616
91787
91624
90416
88771
86393
90700
92277
86396
90731
90088
86675
93552
89682
88903
84927
90839
92878
88450
87583
91973
89668
93604
89457
92276
89213
87591
86597
89453
92535
87744
90693
86478
90564
90287
92357
90927
93600
85341
88404
92309
92482
89714
86937
89482
86393
93561
89446
91375
89895
92105
89178
86105
89113
86093
89698
89058
86580
85681
88362
90054
92006
93521
85507
86038
92051
92130
89376
91594
85958
89591
89016
88137
92169
91601
90141
88133
88932
90101
88096
88348
91675
87726
92095
85897
91053
86744
86449
87571
89328
92126
89033
86871
88886
91454
91959
89214
88778
90189
88307
85172
91953
87166
90267
89328
92743
91174
89274
89972
86970
91373
87721
89395
90081
93187
89370
88890
92028
92678
91894
89935
89642
85964
92261
86723
85701
92805
88883
93300
89115
86518
91014
89789
88903
90044
86772
89318
85585
89514
86366
90771
92129
88131
87100
91145
87367
89786
90142
85964
89353
88591
93529
89072
87103
86620
93359
91967
90488
90767
92075
87285
92767
85815
89267
89226
87573
89566
90049
86496
89974
91975
87435
92614
91693
88973
90331
90626
92154
86241
92532
86069
89298
88755
86916
87325
86628
93260
87731
90272
87422
90219
87261
85972
88269
87900
86610
86512
87077
91903
93471
89618
88095
91212
88885
86020
88534
89501
88640
92194
87497
87013
84767
88561
90369
90759
85093
89412
90432
88969
85898
88923
87640
89635
91787
86979
89052
85728
85073
89330
86761
90856
89259
87050
90526
90013
92571
86032
86171
87577
89011
89205
91355
86855
86417
93023
91805
90548
89193
92796
84822
90702
92763
85946
91940
86099
89539
91782
90930
91599
89368
92152
87478
92738
89196
88878
86187
91775
89830
86177
89382
89864
92198
86447
86372
85762
84775
88124
90645
88197
92816
91056
92656
86603
93550
86252
85043
89985
87067
86953
86627
92226
93297
87392
89973
88643
91128
86941
92407
89190
87316
86814
92540
85782
88275
92186
87699
86404
92772
87233
87593
85019
92672
89495
87247
86038
93212
86844
92442
89309
92668
87045
87664
84747
85619
86693
85376
92871
88189
88809
89455
86167
90020
88586
89518
84831
91981
92033
87975
88552
90897
86979
93059
87040
89934
89492
90677
90326
90357
91418
88881
90021
89076
89826
91529
84848
89308
92658
89089
91452
90347
85089
89201
91406
85490
85620
86729
85715
87845
90028
91365
87750
92033
92721
90724
89411
86821
86525
88062
92807
85406
89372
88627
89627
89205
91386
88704
93206
90263
90781
93524
84931
87743
88956
87110
90071
91536
89690
91234
90409
86966
91314
89466
91483
89940
90591
88018
87767
89460
91773
89913
87555
90723
90581
88952
88231
87511
93067
92087
90381
88083
91928
89980
91007
87370
92539
93281
90708
89808
89508
93413
90129
90371
92649
92495
92402
85679
90872
88166
87097
90893
90842
87548
92975
87960
92858
91099
89639
88592
92672
92555
87502
90866
92514
87492
90772
88183
91355
91162
92799
87007
89457
86253
91096
87679
91010
88915
87662
89844
84697
92419
85585
92066
86193
87272
85487
85239
85518
84908
93028
89690
90271
87737
89693
90889
89470
92414
93480
92820
90640
85571
89233
90411
87844
88513
89265
91322
90956
88298
84740
89712
86182
90891
90535
88613
89288
86359
86245
88921
85532
89694
88068
90199
92154
92440
88777
92007
91512
88463
86268
92140
90624
87864
86887
92154
91334
88995
87540
93412
86566
90063
89196
85681
86760
92031
89205
86358
86169
89538
85082
89067
86147
91489
93387
91880
92580
88495
92200
91154
91928
84989
91901
92555
89088
90902
85976
91736
86358
87652
89611
92178
85949
88480
91631
92613
90205
88303
90821
92001
92078
88601
92078
92607
92072
86225
92468
92365
87917
90281
89031
90904
87757
90647
92884
87494
92698
89564
91517
90091
92855
89747
92873
91375
90433
92741
91772
93425
92530
91322
93512
87932
90767
87487
90218
90399
90415
87218
90062
91732
90877
89196
90580
86312
87970
90850
89890
90146
89917
86479
88801
86399
89116
87680
86318
89142
91072
86393
93412
91238
90050
93097
91273
89591
86111
88585
91569
87670
93222
89875
92218
87194
89648
92281
91578
89996
89710
89413
88996
88289
89949
89542
89393
91675
91695
93080
90514
85385
92140
91123
92314
86015
92837
86696
92077
88272
92967
89151
92019
91035
90547
90455
91032
88108
85806
84816
91770
91777
91368
84858
92399
91082
86368
89442
91347
88027
91237
91852
90743
93213
90067
85614
92133
88855
91611
92661
91731
88880
85904
86378
88426
88850
86278
89622
89154
89076
89821
90660
92682
92305
90218
88831
91791
90066
92877
89094
85462
89664
84764
91493
89146
90051
87629
88569
93299
90342
90965
87515
93337
92428
87730
93548
88554
91432
86398
91078
92563
89665
91146
88858
87210
90563
87938
92729
91290
90705
91999
90013
90761
92622
92471
92523
87931
91847
92267
92751
88380
90437
86994
89887
89440
88976
90743
90829
89501
92978
88291
93605
91536
91084
93380
89936
92224
93063
92141
91147
89969
91995
90528
88244
90932
88727
86125
88193
89425
93379
86527
86074
86395
92348
86888
90394
90719
91718
84787
91822
90033
85245
92055
92351
86020
85307
90022
87138
91132
87086
87862
91280
91692
91343
93394
92351
91819
85297
87905
86438
91606
90323
93448
91626
88675
91319
91600
92289
85809
85588
91712
90082
87074
92089
90403
91430
89938
91016
93261
91096
91972
90995
84722
91494
87045
92739
87284
91479
89343
90089
92648
93475
89689
86073
89999
88665
91520
91599
87898
89678
87475
91084
91263
86451
89962
89512
88021
90487
93494
88925
89957
87370
90886
85853
93480
88935
90502
91621
89357
90953
87795
84973
89884
87363
91587
90171
84760
90355
89589
92238
88133
93071
91000
93610
86324
92182
91078
92952
92759
93033
89711
89075
91383
89322
91693
87620
91464
93173
89961
91656
91049
92141
92404
86816
88303
89860
87343
92900
90241
93360
92985
93327
90887
90403
87272
86938
90687
91183
93467
90759
90658
85025
91737
91722
86538
91520
87343
88822
86042
88062
93487
85950
89032
92302
88943
92323
87729
88712
91563
92613
92449
90926
91086
92858
92163
86555
88454
84887
89987
86370
89167
93285
90538
89721
92240
91863
87888
91071
87539
89660
88239
90032
85918
92342
90989
89432
89763
86059
90838
93301
88190
91196
89815
90448
92412
86362
88887
91158
85686
90776
86571
88962
92901
85841
88716
87872
86385
91728
88769
87305
87848
92177
87936
88078
89740
91692
89990
87604
91666
88880
93380
88528
92837
92969
91158
91862
87063
88574
88778
92102
88513
89663
88153
88069
89716
88392
88121
88995
91310
91077
90723
86348
91269
85385
87650
89379
90736
85882
87933
88211
89486
85868
93019
87494
84803
88830
89393
84925
89269
88113
87950
90820
88237
90429
86424
91725
84983
93466
93418
85442
87190
89645
85578
88854
88673
85473
86441
85613
90819
86606
90589
91252
90730
88010
90891
88052
90456
93272
91382
89071
91444
92012
87088
90198
87562
90385
90275
92529
91803
91647
93588
91182
90646
87396
90304
90161
91874
93551
88742
88623
89414
89336
90514
87545
85318
86429
86143
84852
85840
86602
86430
89911
85381
90918
88526
93152
91598
89316
86146
91354
89538
