arith.divider_active
12599
11902
12052
12227
11926
12305
12140
11955
12915
12486
11907
12096
12698
12666
12898
12511
12223
12398
12511
12457
11914
12598
12540
12884
12087
12004
12955
12808
12768
12168
12468
12469
12170
12702
12952
12203
12520
12147
12009
12724
12457
12453
12134
12180
12078
13065
12221
12615
12125
12829
12547
12437
12710
12496
12713
11942
12728
12619
12350
12143
11974
12890
12507
12974
12391
13054
12563
12315
12563
12230
12158
11972
12347
12755
12233
12258
12067
12006
12957
12483
12982
12356
12433
12685
13045
12759
12227
12512
12527
11958
12981
12294
12707
11984
12970
12375
12893
12368
12596
12563
12737
12727
11992
12628
12804
12956
12593
12430
12697
12492
12104
12486
12231
12077
12845
12377
12722
12811
11828
12546
12497
12002
11986
12693
12825
12943
11912
12372
12603
12628
12938
12938
12320
12783
12643
12403
12721
12068
12926
12002
12420
12313
11947
12369
12186
12558
12767
12100
11855
12426
12636
12823
12700
11961
12333
12738
12546
12288
12377
12122
12418
12794
12784
13047
12049
12722
12438
12881
12713
12489
12443
12947
12610
12998
12048
11841
12749
11958
12934
12335
12620
12153
12641
12253
12695
12112
12294
12953
12384
12159
12470
12592
12960
12077
12028
12643
12263
12543
12580
12360
12593
12772
11962
12793
12671
12640
12099
12138
11869
11986
12579
12576
12495
13001
12964
12235
12762
12539
11972
12370
12367
12583
12452
12797
12656
12839
12998
12975
12574
12781
12459
12964
12315
12028
12100
12951
12244
12429
12987
12070
12787
12503
12402
12460
12668
12343
12499
12689
13031
11825
12919
12780
13000
12026
12347
12738
11915
12808
12713
12881
12224
12171
12296
12866
12234
12417
12096
11979
11932
12126
12309
12961
12427
12006
12864
11946
12964
12760
12280
12588
12861
12977
12126
12940
12611
11893
12463
12592
11847
12943
12920
12065
12560
12713
12129
12059
12334
12814
12139
11978
12017
12238
12119
11880
12141
12716
12831
12953
12735
12324
11949
12302
11966
12746
12498
12819
12149
12964
12092
12080
12951
12679
12515
12637
12924
12912
12316
12028
12554
12164
13052
12422
11991
12878
12541
12724
12118
12919
12621
12527
12443
12893
12802
12289
11884
13018
11927
11914
12978
12136
12363
11951
12763
12510
12104
12934
11877
12030
12521
12510
12704
12871
12187
12823
12074
12646
11887
12656
12128
12140
12700
12608
12194
12669
12119
12511
12034
12408
13012
12698
12194
12945
11957
12061
12053
12003
12216
12431
12786
12422
12712
12218
12659
12733
11943
12646
12654
12457
12146
12972
12952
12789
11893
13008
12681
11913
12749
12463
12959
12839
13007
12288
13009
12294
12809
12721
12457
12519
12424
12826
12012
11959
13004
11987
11875
12022
12423
12077
12260
12361
12230
12151
12403
12353
12722
12823
12243
12225
12349
11915
11964
12981
11982
12622
12916
12989
12754
12562
12913
12202
11935
13015
12748
12489
12288
12179
12196
12653
13041
12310
12497
12763
11967
12327
12534
12647
12533
11900
12811
12415
12414
12194
12432
12195
12119
11868
12854
12868
12187
12803
12862
12574
12920
11879
11877
12500
12004
12334
12216
12206
12742
12694
12839
12148
12655
12342
12570
12082
12236
12997
12274
11942
12513
13067
12798
11940
12682
12475
12792
12355
12896
12325
12671
12724
12628
12098
12034
11903
13016
12850
12257
12818
12177
12540
12629
12265
12452
12475
12841
12027
12212
12050
12874
12301
12559
12732
12717
12488
12226
12163
12474
12676
11878
12394
11831
12813
12409
12691
12291
12731
12506
12525
12677
12261
12876
12718
12984
12139
12395
12705
12293
13066
12760
12214
12520
12481
12802
12425
12461
12631
12588
12435
12653
11965
11905
12436
12340
11869
12493
12871
11899
12336
13015
12394
12359
12377
12370
12585
12252
12213
12987
12730
12182
13062
12523
12553
12691
12643
12019
12153
11890
12719
11995
12740
12788
12728
13023
12593
12854
12337
11856
12414
12223
12228
11838
12623
12988
12471
12184
12223
12505
11975
11902
12720
12858
12094
12837
12385
12392
12611
12231
12442
12229
12339
12394
12715
12375
11929
11828
12743
12610
12725
11971
12802
12529
12319
12607
12260
12678
11937
12555
11952
12261
12367
11863
12088
12845
12145
12218
11971
12920
12134
12913
12614
12766
12558
12263
12029
12975
12490
11848
12781
12418
12742
12670
12591
12539
12407
13042
11942
13058
12154
13002
12118
13027
12395
12505
11901
12034
12100
12767
11872
12200
12260
12030
12285
12614
12417
12840
12233
12038
12608
12074
12106
12624
12502
12639
12554
12950
11842
12057
12354
12622
11827
12240
12547
12689
12991
11825
12515
12097
13063
12626
12503
12034
12472
12523
12324
12709
12282
12359
12036
13065
12277
12919
12035
12696
11881
12993
12438
12319
12708
11861
11856
12248
12209
11856
12361
12579
12848
11951
13006
12984
12079
12296
12120
12212
12409
12131
12586
12232
11948
12867
12377
12604
12891
12111
12419
12409
11983
12714
12723
12713
12659
12549
12529
12522
12019
12318
12678
12414
12637
12422
12605
12404
12372
12419
12414
11919
12053
12819
12468
12953
12447
12342
12836
12145
12348
12401
11924
12962
11962
12750
12065
12258
12598
12088
12903
12655
12806
12255
12395
12630
13036
11972
12755
12980
12260
12704
12226
12197
12930
13050
12413
12803
12269
11946
12284
13029
12641
11898
11933
12986
12895
12889
11907
12531
13025
12379
12949
12456
12855
12242
12703
12765
11993
12270
12972
11998
12867
12984
12797
12518
12924
12401
12595
11958
12557
12487
12647
12143
12595
11852
11959
13032
12088
12466
12045
13057
12440
11923
12989
12096
12688
12707
12471
12427
12322
12473
12955
12191
11959
12058
12629
12662
12789
12689
12654
12467
11910
12503
12591
11878
12439
12605
12229
12209
12254
12937
11982
12692
12179
12494
12237
11858
12402
12272
12999
12436
12269
12333
12081
11998
11851
12341
12339
12854
12887
12145
12108
12127
12104
12396
12318
12305
12404
12377
12853
12203
12517
11883
12947
12392
12107
12836
12413
12391
12510
12482
12469
12853
11918
12444
12302
12369
12998
11879
12069
12607
11977
12358
12891
12610
13048
12612
12555
12665
12162
12650
11921
12426
12368
11893
12300
12884
13014
12360
12969
12151
12504
12917
11840
12344
11908
12350
12907
12808
12544
12743
12824
12309
