br_inst_retired.near_return
53360
54611
53594
54700
55940
56379
54706
57080
53643
54079
54532
55972
53352
52070
55419
55551
55822
51858
56472
56929
55228
55966
53596
54421
55408
52038
54890
55981
54305
53830
55668
53432
55722
54499
54798
54411
53229
54627
54538
55273
54257
54309
54665
54048
54634
56922
52681
57227
53781
54062
53006
56710
55795
55336
55927
54056
56670
56049
55601
57272
54734
54741
53620
56909
56331
54619
55653
56759
54018
55483
56438
53404
55946
53912
53646
54457
53257
56133
53183
54331
53850
56576
57033
53666
55783
56948
52344
55036
55471
55423
56859
55040
54355
55506
55766
55024
56839
54812
54886
54493
53975
57145
54984
56622
55978
54104
55521
55375
55463
53452
53855
54778
53291
54402
55014
52005
54285
54323
55422
55149
56706
54591
55427
54465
54662
55868
54948
55155
53873
55258
53487
55184
55425
53540
56705
56098
53841
56318
56126
56162
56506
56300
53253
56256
55465
55253
52847
54109
55392
55427
55227
53495
56659
56127
54553
54431
54276
54122
55691
53926
54380
54275
55837
54254
52829
53528
54088
54302
56267
55394
52989
54420
52777
53522
54180
55573
55771
54246
57169
54512
55059
56242
54116
55738
54948
53821
54204
56845
56010
52625
53179
52548
53843
54903
56580
52415
53519
54119
53811
53292
52992
55924
53664
53019
57102
53563
52487
53783
54558
54194
54300
53400
55121
54502
54313
54002
54748
53649
54978
54354
55505
55012
53701
54560
54582
55428
52665
54623
53331
54337
53778
54886
55826
55316
56902
57222
54145
55824
53993
55366
55307
56155
55189
54475
53748
56638
56684
53085
52411
55865
56838
53899
55768
54038
54364
55750
55664
54117
54654
54732
54577
56135
52809
52658
56466
54177
53035
54318
52925
53228
55284
54148
53146
53617
54437
53965
54496
55819
53936
56085
54930
53883
53297
54503
54074
53776
53173
54379
56695
56964
54336
54996
53915
54664
53245
51984
53974
53380
54292
57022
56141
53793
55414
55516
54646
55966
56518
52030
52397
55591
54985
56208
53647
54813
56340
54252
55548
53386
52475
54440
53836
57016
56263
54531
55243
54456
53647
55934
53916
52348
54922
52970
52800
55505
51970
54395
55033
54129
53119
54309
53517
53858
54824
54580
54253
54064
56627
53004
55562
53375
54149
53979
52150
51930
56857
54947
52169
54975
52898
56134
53586
52462
54298
56440
56671
52536
53606
53229
53752
56484
56135
52159
54769
55121
52673
55102
51981
56028
55050
55068
52747
53440
56462
53600
56713
56889
53954
56644
54621
52430
52548
56776
52957
54140
56073
52226
53686
52481
52826
53699
52860
54397
53358
52924
55429
53557
53554
56283
55566
53405
52823
57087
55135
54798
54232
56091
56335
55226
54876
54751
54848
56273
53750
52991
56120
53267
52492
55743
54719
53401
53172
53314
56615
54762
56863
54861
56436
53312
55858
52924
54835
53733
52721
51986
56765
53454
55910
55663
56116
53369
57002
54910
52135
56896
56983
55385
52648
51966
53648
54059
55776
52028
56866
54775
53556
54712
55809
52187
56598
55202
55018
52507
55298
53879
54033
54647
54730
52564
52501
53529
53164
56378
52858
52926
52763
53660
52267
52855
56017
57222
53323
52434
53665
57095
52294
53890
57235
52385
52970
53947
56854
55289
53389
55269
55425
55844
52272
54668
54535
54932
52781
56177
54375
52560
52493
53924
54101
52245
56098
53597
53159
54668
55297
53807
53248
55841
52298
56389
53375
52378
55272
53745
52286
53553
53352
55540
54308
53984
54595
53929
53697
54179
53684
54068
55460
53510
53867
55124
53251
54713
52171
52569
55757
56817
52312
52234
56424
55305
52872
54376
53759
53658
54524
52378
57150
53866
52530
54202
53807
54593
52692
53480
52866
54104
57060
52278
56731
54268
52733
54907
53402
54161
52689
54491
52443
56664
56279
53225
52543
55411
53768
57234
56384
54346
53330
52819
56747
57246
52887
54652
53303
55723
54650
54602
56915
57098
54821
56213
56537
56600
54867
55625
55888
57223
54507
56427
54559
56719
55733
55078
55369
56260
55723
56565
55408
54648
56186
54743
56690
55651
56319
56492
55229
56610
53009
53556
55776
54661
55720
56265
54389
55673
54406
56157
55173
55258
54052
53209
54227
53175
53692
56155
53227
55480
52239
53453
57244
55477
53641
54480
54026
54436
56294
55623
53027
53695
55188
55656
54864
54039
54726
55328
54548
53726
55372
53309
54535
54446
55484
54577
55476
54825
54739
53461
55384
56613
54738
53456
53416
55409
54110
54537
53149
54947
55624
55569
55725
54147
55845
55533
55980
54066
55680
55669
55087
52479
55048
56736
55204
53826
55234
54496
53835
54352
54679
54889
53009
54014
54909
55317
54441
54515
55019
56842
53283
53211
54005
54541
56664
55344
54445
55142
55549
53610
52289
56164
54582
56948
55541
55585
55305
55842
55268
55587
53769
54276
56765
56494
56102
57203
54881
56167
56916
55723
56045
56329
56366
56191
56225
54461
56965
55546
56027
55729
57096
57043
55806
54923
55451
54377
55559
55895
55050
52216
53282
55612
54124
55585
54966
56697
54531
56380
54799
55108
54268
53878
54544
56524
55685
57025
57014
55093
57035
54874
52929
55758
56374
54526
53756
54849
57141
52505
55326
56445
53499
53455
54278
54194
52144
54554
55102
55494
54554
54191
55937
57282
54488
56577
54736
54511
54594
55587
54986
53332
52552
55534
57283
53748
56370
56555
56100
53157
56770
53512
54477
56882
54650
54772
54599
54853
54712
54974
54938
56888
54933
53751
55754
52110
54564
53653
54201
55510
53759
54359
54610
56401
53116
55925
55613
57020
54485
53172
56126
53705
55702
57066
53766
55364
53873
53390
53618
56803
52943
55219
53170
51881
54707
55262
54181
55328
56508
54537
55246
56988
56298
56401
56900
57256
52409
55764
55708
54872
56181
55815
56031
56232
53491
54967
54474
52620
54212
55937
56668
54869
56673
57207
57091
55234
53944
56195
56991
54609
55399
57050
56490
56170
56290
56252
55940
55085
57092
56326
57093
55011
55819
55926
55772
55903
56095
54814
55529
56376
56686
56524
54980
57002
55587
54621
54761
55820
56122
54605
55502
55837
53485
56091
53780
55112
57051
54943
