frontend_retired.any_dsb_miss
222360
215917
213683
203955
210986
218874
211407
210911
210465
208740
212687
210277
212764
218479
207249
213562
211213
208783
214097
216566
214024
210948
211953
211653
211018
217844
210097
216853
209220
214894
212408
212651
209578
210693
214985
212299
212357
212776
211566
216114
210240
211389
214284
212093
211329
218967
209760
212216
213615
208802
211460
217043
211341
214698
212883
216080
209163
212951
216089
213829
206037
208621
215975
212319
209233
212632
210949
215849
216625
208817
214241
208338
209503
214000
209998
209528
217054
208213
208287
213111
210320
210339
209467
216969
209554
214101
209826
211710
208957
210424
210861
214014
210981
210645
213450
210328
214347
211647
206384
220962
208350
211918
207680
210665
211275
209609
214629
208974
215359
209792
213302
210978
208735
209117
209417
212258
208429
208797
214475
209662
212732
210865
215386
207738
209182
210419
207735
209185
211962
211290
212449
212544
215631
205795
208220
217246
210913
210369
210231
209503
215088
214314
210277
212781
209968
213358
208642
210036
209964
213211
205743
209483
212871
215444
212249
220902
211130
211309
208404
210847
209105
208074
217007
212150
213284
213081
213283
218395
215021
214839
216334
209817
211439
212895
214742
213735
210594
213826
213640
214000
210137
213642
210366
213968
212974
211862
213723
212735
210959
214990
213239
212566
213664
211586
216025
209953
209682
212877
211789
212157
215872
210145
213851
209069
210812
211257
214596
212100
211512
211043
212406
210241
215776
210536
210231
214763
209566
208582
211933
209421
209840
213417
212862
213530
214216
208810
211515
212465
206914
211877
210454
211763
210215
215029
207806
209683
214827
218426
208457
206283
206664
210229
211108
213859
211764
211410
207720
216035
212083
212373
211943
211180
209856
212707
208901
212742
204536
210912
215454
208743
211402
213897
214483
212402
209917
212988
218889
213348
208595
209855
213802
211377
210027
214358
210408
215277
211907
210910
207084
214733
211002
208876
209682
212435
213369
214270
212505
212433
208556
214123
212896
212895
211975
209015
210037
214871
209573
211991
212861
211794
214165
211377
209127
216121
213231
216741
211022
210235
212475
218614
210874
210118
208456
213528
212647
213801
214876
211158
218795
210409
220124
208700
210820
216129
210282
214659
209237
209781
209843
218350
208553
213415
210495
213577
211170
207617
210550
206942
209868
210539
213079
207027
218661
209593
211883
208535
209831
213068
210863
211590
211010
210825
208130
213316
210540
211856
213007
211974
216600
211110
213769
211078
209853
210324
209328
216151
209028
213606
209000
210415
217121
207089
211958
212647
210047
213536
214734
210388
215442
214046
212829
213655
212834
210111
213637
212105
214865
214381
209722
210336
221275
210451
212624
212066
209502
209635
208830
210558
210644
206211
209425
212825
214216
206968
217146
212522
218633
209557
211048
216296
209379
210520
211756
212555
210734
214865
208183
215765
213042
208848
218400
210638
209616
209098
209043
209666
219015
214710
223048
209102
214301
208715
209937
209953
211799
213866
206890
213063
215027
210416
212794
215379
209148
211368
206339
213579
211722
211140
218135
207620
214156
211199
215311
207612
206640
217238
206016
209283
210664
210424
212848
210318
216836
205074
207344
209872
211056
210376
214358
210913
215469
204551
215397
214525
210721
209472
210897
214763
211576
216694
214193
210134
212254
210663
211664
208940
212257
205967
212426
216928
210025
210535
211168
210896
218189
211998
215650
206600
210119
211100
207984
210519
205604
208085
211451
214879
209075
221628
211262
216222
211453
208057
211700
208995
208835
211543
212986
209406
216204
212172
209116
211678
210638
211387
210240
217206
214444
209976
216649
212142
212917
211173
209961
211072
210150
206710
208453
214715
210244
214590
214531
210569
216383
211856
210065
209406
214569
210758
214500
211924
210402
213077
215878
212763
209600
211966
211957
213499
214191
216823
211345
216018
206365
214286
216737
209872
211729
216668
209794
208475
210741
212482
208579
214832
212010
210680
218028
212231
216211
214635
210937
212913
210802
219135
212561
210545
211185
211774
214130
217107
211401
210132
212666
212216
210443
208314
212185
213232
212012
209362
212704
221123
208481
213538
206774
213505
209917
207827
206284
209451
207182
211254
208648
211534
212078
212075
207742
214375
215780
211027
206534
206034
211224
214670
208329
209702
213753
215374
216933
208810
216374
210070
217301
217200
209605
208540
210201
208469
209592
211907
208219
211608
209448
212184
207944
211967
212028
207350
218101
206462
210433
210552
211248
214563
207039
209920
207595
209274
211855
211876
209884
211266
210875
210679
210242
208042
211330
209867
208624
212591
205239
211040
211898
209560
212088
208240
212713
208597
206417
211246
213475
210309
212692
212765
218430
210537
211841
210650
209501
210484
207304
209988
209570
209468
214925
209857
214954
209828
216423
209736
209811
207928
212860
212418
214354
207287
208202
213396
208159
214492
216235
209980
211794
206914
212009
209116
205397
212177
208911
212765
210409
212359
206103
212117
208062
207348
224422
208757
209083
211097
211808
212044
211114
217288
214023
219956
208580
216376
211371
208066
208195
210870
212727
210534
211351
214536
208018
214934
212747
218046
207345
213327
208544
210945
208734
215145
210284
210221
208502
207568
209666
212834
211151
209882
206709
209753
217852
207051
213001
211911
209964
215595
207329
215546
213794
211199
209010
212508
211594
210083
210228
207737
216875
213661
212431
211556
209967
211573
208164
218688
211446
210637
210615
214754
209476
212781
