frontend_retired.l1i_miss
54200
51013
54478
54480
54231
53181
53046
53214
51216
55798
53047
52878
51975
55132
55172
55082
54664
54649
53934
52313
51825
53031
52340
55470
53822
53688
54025
53099
54712
54340
55330
53418
51255
52629
55442
51326
53179
53544
53830
55131
52807
51761
55319
53616
51262
51116
54288
52128
52705
53810
51823
52163
54831
54009
55788
51204
52119
53760
54907
54083
53748
51466
51537
52770
53916
51322
52355
54102
55388
50875
52884
53563
55628
53777
52972
55112
55154
54851
52757
52947
55699
54020
51657
51843
53199
53271
52471
53557
52518
51238
52408
53824
52684
54542
51363
54439
52686
52004
54466
54460
51204
53089
52770
54395
52777
54371
53793
51247
55693
53189
52644
54905
50798
52706
53809
52374
55648
53327
55824
52025
53305
53063
51824
53894
52365
52375
54810
51164
53181
53922
50711
52747
53910
54326
54546
51534
53638
51594
53719
53653
51889
55155
52512
52916
53203
51139
54108
54174
53769
52761
53764
54870
53389
51846
53116
55733
55125
55021
54669
55159
52168
55228
55697
52832
52357
52004
54204
54840
54301
55133
52490
54529
52127
53987
53488
55112
54180
53747
52377
55371
54247
55095
52845
55313
53175
53077
53379
50925
55366
51239
51975
54846
52318
52341
54108
54597
55725
53113
54390
53718
52729
55422
54894
55306
55496
51671
54271
53565
54102
52563
55898
52319
53922
55887
54340
52467
52768
53296
50696
54795
51335
51799
53315
54043
55845
53191
51385
55215
52944
53721
53115
53882
51731
52879
53926
52364
54612
51105
54005
54448
53338
54966
53213
53642
53391
53521
52467
53043
55750
51439
53229
50845
51849
51053
52841
53423
53383
51024
55903
53400
53462
55680
52790
50952
53519
51952
54681
54053
52751
53299
55924
55995
54659
54234
51448
53530
50851
52773
53915
54974
52046
54234
52216
55195
54248
53127
52020
54720
53770
54583
55760
55703
51407
53957
52822
55320
53660
53721
54021
53413
53592
54923
52770
54380
55166
54125
53124
55106
52289
53011
54842
52104
53983
53679
55268
51458
51920
53334
54532
54428
52265
54499
51314
54853
55484
55566
53845
54861
51168
52990
52668
52083
51513
54515
50745
52190
54837
52394
53098
52802
51795
52710
53276
55098
55976
53577
53502
51416
53794
51054
51287
55817
51523
52234
55709
53332
53211
55274
54442
54009
55116
53331
51946
54026
53189
52774
53773
52575
53652
53714
55569
53489
54364
53369
54829
53502
52247
55954
52731
52221
53644
52617
55787
55129
54479
53179
53758
53608
53087
54393
52521
54018
54723
53677
54693
53177
51439
53975
53242
54854
55083
51488
52566
54271
53212
53366
51874
54699
52845
53661
52874
55183
55294
53242
54232
54358
51317
52564
53922
51445
53974
52192
51801
55178
55489
53458
55268
52404
52681
55346
52995
53178
52391
52222
54774
52043
53873
51029
53125
53805
53278
52012
54702
52137
50905
50780
52707
50817
50688
52257
53099
53014
51766
52324
55282
55063
54637
51325
53539
52387
53453
51546
51347
51871
55168
50718
53403
53665
51310
53758
51073
53873
54727
52197
51165
53866
53442
54908
54384
53991
55419
54359
53730
51195
55259
54642
51437
54059
51901
51960
53558
53082
54489
53795
52481
51744
52311
53745
53668
55157
52554
53482
53581
55910
55302
54752
50743
52608
53428
53707
52582
53227
53021
52851
53598
55176
51743
50762
52875
53707
51895
54328
51659
55043
51219
55893
54661
53558
52547
51087
52044
50956
54361
52879
53763
54085
55798
55372
55231
55313
52571
51088
50992
53158
50947
54360
52159
53794
53125
54768
53679
52415
52266
51562
51714
52528
54523
52039
51988
54203
55122
50991
52257
52852
51892
53121
52760
54365
53444
54330
52565
54482
52387
51530
55269
54700
53182
54893
52881
52303
54259
51925
53416
52125
52254
50865
53409
52297
55871
52101
55854
55047
55344
54800
51681
53095
53850
54889
54189
51034
55310
53983
55680
53897
53977
55775
53977
54348
51647
51554
53974
51465
55300
53713
53369
52277
53681
54622
54610
51949
52532
55775
54073
53256
54480
53784
54688
55023
51785
53684
53209
50836
53034
54774
55494
52943
51177
53242
51280
53494
50930
55032
52723
53500
53260
53784
51935
52199
52368
51174
53819
54060
51355
54509
54521
52738
51563
55884
52923
52407
53169
52766
52507
52672
52000
52302
54817
54426
50866
51137
50869
51180
55214
54495
52442
52072
53458
55936
53322
52225
55608
54125
53426
51430
53737
55084
54881
54628
55439
53732
54901
52798
53388
54397
52946
51496
52547
53753
54505
53231
55877
54938
53323
54563
53376
54842
53406
54787
53937
51357
52734
53989
52939
54344
54767
53340
52803
51811
53345
55194
55428
54097
54567
53558
55433
52551
53818
51059
55611
50997
52000
53155
52435
52450
55361
54445
55182
53370
55227
53521
52610
55790
54322
53399
51611
54846
54362
53743
54998
52378
55174
55638
53334
54333
55512
54639
54285
54431
55047
52224
53120
53508
53481
53552
52607
52589
54155
52392
52660
54973
52327
51038
52556
51516
53800
54460
51617
55547
54657
54794
51411
55434
53747
53028
51808
53063
52683
52936
53768
53966
51036
55800
54598
52069
55277
53338
54327
50682
51377
53802
55201
51460
55511
51973
54601
51585
55315
51845
52036
51768
52500
52363
55331
52311
53385
51472
53839
55721
51134
52464
51321
52938
54055
55095
53797
51080
54204
55340
51056
51137
51976
51322
55427
51954
55399
51210
54362
51732
53895
52376
54537
54965
54111
51691
51163
52069
53033
51550
52636
53456
51719
53143
54443
52103
50819
53368
51804
55182
52119
52657
55988
54638
52254
53067
50963
54541
54747
53191
53296
51837
55613
53098
53683
51411
54391
53685
50776
53688
54915
55190
53154
54147
54580
52696
52352
52270
54598
51119
53467
54866
52623
55278
54507
52041
52195
54726
52394
52232
50786
52204
51470
55734
52629
51515
53034
53054
54784
52746
51799
51921
53491
52800
54436
50809
54743
53215
55771
54660
52078
53928
51977
53845
53609
55216
52158
53332
52430
52982
53353
52456
51653
52684
52673
55318
53219
52087
53393
52097
54892
53535
55500
51000
54587
53933
53848
53207
53639
54362
52599
52465
55750
54113
55581
52321
52470
52176
51118
54779
52705
51288
53088
55994
53874
53076
55378
52211
53120
54756
53210
54893
53669
52066
53317
54105
54173
54586
51357
51514
55185
52635
54543
52974
53913
52063
51446
52129
55890
55046
53896
54269
53959
55672
55909
53451
54123
55729
52190
50707
52718
52883
55533
53279
54199
53120
54553
55268
51312
52140
51697
52316
51599
55944
53159
54081
54240
52527
52859
52193
53002
54584
55542
52330
55825
51818
55380
51639
55408
52926
53905
52620
53191
55740
52146
54532
55112
54215
54193
50735
53778
53516
53714
51019
51512
53667
54370
55280
54603
53067
55525
53346
54792
55866
51331
52740
52812
54709
52151
53797
53800
54835
53267
53806
53747
51872
53726
55737
53648
51587
52578
51025
51468
55736
52299
54197
50876
54536
53297
54292
52826
52069
53865
52852
55149
51492
55068
52253
52361
55902
55979
53398
54247
54977
51960
55124
54372
50822
52014
53306
53537
51932
53758
51154
53660
52790
54250
51286
50878
54285
53756
54399
55567
52277
55610
51472
54232
52499
53460
53810
54867
52256
53371
55934
51449
53271
52999
52602
53604
54983
53914
54265
52260
53654
53092
53401
52895
52749
51410
55144
52508
51817
54303
53332
52995
52882
51912
55170
54113
54955
51805
52573
55903
53822
52177
51044
53013
50873
54561
54947
53435
53271
52128
53739
51032
52992
51802
51659
54785
51562
53581
55875
51324
54715
55742
54334
53161
50827
54855
53502
53610
51385
53483
53153
50715
51707
53046
51321
52939
54546
53939
54441
51988
52352
51179
52737
54728
52895
51159
54276
52128
54890
53322
54985
52976
54236
54803
54665
54849
51000
51971
51258
50870
55548
51418
52468
52148
54849
54213
53725
53108
51331
52176
51814
53890
51046
54801
54652
54336
53117
50796
55371
51045
51626
52197
52272
55628
53846
52694
50773
52837
52612
55001
53722
51456
51526
52370
51974
53860
54606
53741
55898
55368
54839
52110
54896
54434
54025
52852
52347
53791
51129
51843
50862
52694
51730
51091
53173
53210
52837
53665
52379
52587
52055
53940
52616
52083
54357
52873
53674
50695
53243
55955
51181
53262
54378
52961
53009
55258
52735
55420
53099
52854
53100
51196
53452
52348
50967
54256
52680
50763
54722
54386
51605
53536
50954
54670
53635
52681
52505
55696
54455
51973
51542
53510
52527
51800
55632
53953
53642
54796
55618
50937
53611
52924
52245
54185
52445
53446
52039
53954
53752
51337
55584
53997
51200
51508
55245
52338
53819
51506
54967
52117
52298
52848
52257
55322
53291
54000
53066
55026
53760
55334
51714
54393
54307
54552
52320
54381
51654
55062
55823
54994
55079
52607
51982
55511
54048
52891
52439
54038
53938
53367
54418
50865
52704
52760
53467
54290
53500
55184
54315
53144
52614
51651
54110
53836
55645
53033
53687
51763
53714
52222
54145
53175
52034
54592
55745
51907
54494
54750
54860
54760
52770
54348
54760
52249
53640
53713
54501
51867
55246
53107
53795
53826
54523
52757
54067
53432
53131
55382
55262
52268
54322
54367
52933
52833
55368
54590
55847
53939
53526
52742
55518
51461
50684
53312
54077
53410
54217
52126
53134
55650
53261
52190
53847
52716
55045
52944
50884
51375
55577
54873
52528
52404
54150
54688
51448
52954
54177
53996
51757
51329
52606
53789
53649
52002
53497
52674
53966
51564
51660
53268
51336
51618
54233
53570
54011
55223
52770
52069
53250
52747
52812
51995
52609
54615
55435
54721
53901
53564
53569
54018
55195
54192
53184
53093
53510
55088
51564
53130
51324
53863
52788
54755
53215
52855
55488
