machine_clears.count
135
135
127
129
135
125
132
125
127
135
135
127
135
135
135
135
130
127
135
127
124
127
135
127
127
135
135
135
135
127
133
135
135
135
132
135
135
135
127
127
127
135
135
127
127
135
127
127
135
135
127
132
135
135
127
135
124
135
127
127
127
135
135
127
127
136
127
135
127
127
127
135
127
132
127
135
127
127
135
135
127
127
135
125
127
127
127
135
135
135
135
127
135
127
127
135
135
135
127
135
127
127
130
127
127
135
135
127
135
127
127
127
127
127
127
127
127
135
135
127
127
127
127
127
127
127
135
135
135
127
127
135
136
131
127
135
135
127
135
135
135
127
135
135
127
135
127
134
124
127
135
135
135
127
125
129
127
134
135
127
127
135
135
127
127
136
127
135
134
131
135
135
127
135
135
135
127
127
127
135
127
127
127
135
135
135
132
129
127
135
135
134
135
127
135
136
135
135
135
126
127
135
135
127
135
135
131
135
127
135
129
135
127
134
135
135
135
135
127
135
135
127
135
135
127
135
135
135
135
127
135
127
135
127
135
127
135
135
134
135
130
136
135
135
127
135
135
127
127
131
127
135
127
127
135
135
135
135
127
127
127
135
135
135
135
129
127
135
135
134
127
135
131
135
135
127
127
135
127
127
135
127
127
127
127
129
127
127
124
135
127
135
131
135
135
127
126
132
135
135
135
135
127
131
135
127
135
135
135
127
127
136
136
135
127
135
135
135
135
127
133
129
135
136
135
130
127
135
135
127
127
129
127
127
135
128
135
135
135
135
135
135
135
134
127
133
134
127
127
127
135
135
131
127
127
132
135
135
129
127
127
127
133
127
134
127
135
135
127
127
135
134
135
127
127
127
127
135
135
127
131
127
127
135
127
135
127
127
135
135
132
127
127
135
135
129
135
127
127
135
129
127
135
135
127
127
127
135
127
134
127
127
127
127
130
133
135
135
130
126
125
135
127
127
127
127
127
127
127
135
134
135
135
127
135
127
135
132
135
127
135
135
127
130
127
127
135
127
127
135
125
135
135
127
136
136
135
127
127
127
135
135
127
129
127
127
135
127
135
136
127
127
135
127
127
135
135
134
135
127
135
135
127
127
127
127
135
135
128
135
127
135
127
127
134
134
127
127
133
135
127
135
127
135
135
127
135
135
127
133
135
127
127
127
135
135
127
135
127
135
127
135
135
135
127
135
135
127
127
135
135
127
135
127
135
127
127
135
135
135
127
135
135
127
135
135
127
127
135
127
128
127
135
128
135
135
126
132
136
127
127
127
131
135
135
127
127
127
127
127
135
135
131
127
135
135
135
135
125
135
135
135
135
130
135
127
127
127
135
135
126
132
127
135
135
127
127
132
135
127
135
134
127
135
135
127
135
135
127
127
132
127
127
127
135
135
133
135
135
127
135
127
127
135
135
130
127
129
127
135
127
135
127
136
135
135
135
127
135
135
127
127
127
127
127
128
127
135
135
128
127
128
127
135
130
127
127
135
128
127
127
135
126
135
127
127
135
135
127
135
127
127
125
127
132
127
135
127
135
127
132
135
127
135
135
127
127
135
135
135
130
132
127
135
136
127
127
135
127
135
131
134
128
128
124
135
127
127
127
127
127
135
135
136
127
127
127
135
135
135
135
127
135
127
130
135
127
127
127
132
127
135
135
127
127
127
127
135
127
135
127
127
135
127
127
125
127
125
131
125
135
127
127
135
134
127
135
127
136
134
127
127
135
135
135
135
135
127
127
135
127
127
127
127
127
135
135
132
135
135
135
127
135
135
134
127
135
127
135
127
135
127
135
127
127
127
135
131
130
127
135
135
135
127
127
127
127
124
135
135
134
127
127
135
127
127
127
136
124
135
127
135
127
127
127
127
135
135
127
135
127
127
135
125
124
135
127
127
135
127
127
129
132
135
127
135
128
127
135
135
135
134
127
135
135
136
132
127
127
127
127
135
127
135
127
129
127
135
135
134
135
135
127
133
127
135
127
135
128
127
127
127
127
127
127
127
135
127
125
135
135
127
127
135
135
135
127
132
134
127
134
127
135
135
127
127
127
127
136
134
127
135
127
134
127
135
127
127
135
128
135
135
135
127
127
127
136
135
135
135
127
127
127
135
135
127
127
135
127
127
127
135
135
131
130
127
135
135
127
135
133
135
135
135
134
135
127
127
135
127
135
127
135
135
135
127
125
126
135
135
135
127
127
127
127
135
135
135
127
127
127
135
133
127
126
127
135
127
135
124
135
127
128
135
135
127
127
135
135
127
136
135
127
135
127
127
127
124
127
134
127
127
133
127
135
135
135
127
127
127
127
127
127
127
127
127
136
127
127
127
124
127
127
135
127
127
127
127
127
127
127
125
127
127
127
133
127
127
128
135
135
127
133
135
127
135
127
136
135
135
127
135
135
127
135
135
127
127
133
127
127
127
127
127
134
127
134
135
127
127
127
127
135
135
135
135
127
127
135
127
135
127
135
127
135
127
126
135
127
127
129
127
132
135
127
127
127
133
128
135
135
127
134
127
127
135
135
127
136
127
127
127
127
127
134
135
127
127
127
135
135
127
135
127
127
135
135
135
127
135
127
129
127
127
127
135
127
127
127
135
127
127
127
127
127
127
134
135
135
135
128
135
135
135
127
127
127
133
127
135
135
135
135
135
134
135
127
135
135
132
127
135
135
135
127
130
135
127
135
127
135
127
127
127
135
135
135
135
135
127
127
135
135
134
135
124
135
135
135
131
127
135
135
135
135
124
135
127
135
127
