topdown.slots
11003661
11117920
11369259
11465548
11403689
11219254
10983423
11722197
11278735
11436706
11689916
11285375
11254255
11468815
11231293
11886144
11674871
11946056
11488480
11211564
11633837
11141321
11011958
10930198
11816054
11429919
11669443
11831368
11560782
11132026
10995928
11139802
11545451
11709654
10911884
11845826
11573952
11118124
11615457
11291025
11845682
11334294
11477936
11766895
11687036
11108449
11456872
11068133
11506576
11937965
11943644
11048304
11715850
10914247
11470000
11418768
11251051
11079601
11087966
11220816
10938784
11169751
11274733
11767902
11414141
11501913
10921429
11783579
11498129
11243930
11002371
11888254
11297694
11349760
11770693
11886834
11114392
11271386
11147297
11715537
11710214
11421754
11108632
11327382
11137707
11413845
11708688
11843168
11657535
11323607
11163308
11437931
11409741
11316798
11520155
11381918
10954570
11161258
11132512
11707834
11118363
11646865
11663315
11056888
11036309
10916591
11058110
11468981
10941519
11632240
11269132
11826130
11680268
11429835
11427371
11550523
10907911
11122785
11670899
11639407
11492952
11884701
11083029
11337605
11842584
10972089
10990899
11537562
11468568
11230516
10910353
11190093
11274410
11670184
11728766
11842381
11653253
11540828
11701161
11340718
11417090
11140774
11062439
11250287
11237985
11040256
10931431
11655048
12010775
11502943
11114444
11582260
11579349
11705786
11098522
11116470
11584809
11635062
11649438
11319105
11498503
11159440
11196013
11215943
11236642
11530282
11090022
11642721
11186875
11030075
11187468
11170962
11073692
11156625
11480150
11698080
10917293
11648432
11845534
11336960
11737117
11478934
11741960
11805594
12013400
10924645
11337772
11356380
11186594
11913616
11399930
12015793
11823528
11304168
11308912
11675482
11500755
11723700
11937719
11072845
11614818
11886058
11878652
11148377
11107087
11109688
11777200
11490933
11792653
11522453
11529047
11623849
11051610
11868634
11692697
11885560
11903141
10952915
10907494
11909733
11161058
11596213
11705719
11179013
11369086
11388084
11227245
11456800
11470491
11649234
10918032
11369577
10957287
10951777
11005898
11058171
11414298
11470473
11584501
11901028
10962608
11199568
11465591
11542795
11479662
11254986
11106334
11566104
11232751
11377297
11218421
11085667
10921124
10940469
10967780
11456433
11209871
10966424
11044407
11910419
11641325
11469802
11228199
11756337
11499763
10913821
10999273
12015562
11309465
11469516
11067208
11647964
11013289
11178676
11301764
11210131
11370098
11650204
11151138
11034637
11232052
11516071
11457207
11703581
11223182
11275475
11996443
11927013
11858511
11030012
11930228
11858690
11748235
11434705
11070446
11713223
11200664
11359197
11472601
11354751
11693785
11228372
11633247
11650262
11578430
11471477
11745889
11442640
10928318
11964740
11213869
11113630
12001608
11386628
12036747
10927281
10942057
11695362
11192878
11824570
10906689
11784638
11503515
11904153
11391943
10986147
11301051
11345948
11318157
11714463
11498753
11678172
11395250
11544542
11138178
11849375
11032395
11157401
11812542
11019798
11390644
11315772
11499575
11168948
11015853
11305479
11252921
11499348
11573687
11776993
11268767
11953738
11104019
11008907
12038156
11735472
11440768
11505236
12026465
12019752
11735321
11644899
11505415
11034321
11350989
11521697
11883507
11854869
11435460
11192151
11485116
11175061
11276032
11746026
10987752
11334807
11311494
12023066
11824310
11184269
11375919
11660570
11122164
11813173
11905130
11466254
10899351
11058669
11119482
11776575
11624637
11039929
11545177
11173338
11104965
11174163
11015680
11495206
11229229
11041364
11204829
11996674
11200996
11911342
11470072
11894953
11397181
11271434
11781668
11005752
10898105
10988043
11615507
11444225
11376629
11680677
11156579
11884191
11661533
11430205
11039007
11502921
11560631
11289288
11148506
11391252
11043855
11082647
11236101
11710394
11038545
11635018
11171982
10964007
11950123
11156330
11935094
11720362
11188495
11880567
10985436
11063068
11924091
11213728
11979629
11186134
11658577
11056251
12013048
11008486
11119669
11433389
12022430
11222019
11590679
12044209
11899282
11187992
11100334
11649739
11242297
11362697
11875134
11678815
11237139
11753157
10957477
10915879
11621285
11504945
11215036
11682543
11246683
12002672
11598345
11051475
11909577
11629934
11210140
11819405
11985995
11751613
11572436
11338989
11130301
11926852
10995019
11433800
11427085
11466346
11577384
11685474
11730165
11528347
11082533
11067368
11164310
11532347
11001977
11279129
11409194
11049018
11967791
11697899
11593056
11347699
11418909
10961260
10996226
11724003
11348433
11451816
11805549
11241594
11485719
11162695
11077923
10978198
10908230
11544077
11016882
11239902
10947965
10937851
11374145
11616047
11245906
11530097
10983408
11569705
11524423
11700566
11491184
10977302
11658482
10964131
11906076
11024172
11175625
11245118
11204979
11807741
10968086
11368373
11411003
11308699
11597861
11970148
11508289
11810749
11266270
11676311
11033432
11027754
11641130
11071936
11571179
11166069
11652628
11217020
11893575
11717273
11501471
11711714
11686904
11561173
11371913
11417310
11307674
11067825
11136489
10987286
11464043
11664154
10942703
11002187
11177105
11235950
10983453
11032491
11731501
11456598
11006733
11080483
11182974
10910556
11972194
11516925
11563002
11605541
11496207
11885286
10996187
10917834
11883269
11259348
10998712
11052079
11735000
11487272
11120973
11471443
10991450
11901975
11004735
11461041
11431689
11925332
11121290
11002742
11665201
11781800
11136073
11328693
11128406
11522396
11288798
11308919
11627040
11026701
10943825
11211607
11644381
11022992
11496454
10940402
11514240
11819744
11676081
10945935
11676244
11729931
11970690
11539290
11736391
11475083
11242853
11647668
11089971
11412674
11579447
12005932
10933754
11395378
11487926
11961512
11881256
11367799
11691419
11820669
11904407
11281955
11448211
11987794
11180831
12026294
11730677
10958201
12013445
11106278
10909521
11458667
11463634
11403217
10994988
11025870
11580412
11554814
11688145
11591806
11056640
11056356
11663809
10969332
11411678
11938930
11646725
11559335
11470940
11414056
10911976
11350341
11466770
11580606
11920105
11491578
11284139
11132298
11704759
11876782
11607456
11671896
11985789
11800617
11215587
12044286
11678814
11783559
10929952
11901740
11327229
11176832
11204725
11429211
11231606
11282948
11231934
11234307
11703264
11026651
11873334
11977459
11016269
11289772
11349905
11809717
11814110
11963266
11238886
11253869
11918716
11434776
11414217
11722245
11902032
11738571
11925439
11874052
11782016
11268237
10986971
11514512
12044433
11184986
11708191
11246177
11133026
11532438
11588392
11859302
11712714
11335851
11904742
11608740
11902958
11880649
11324909
10955836
11205255
11279624
11243973
10962058
11317994
11772727
11035252
11952745
11540639
11158160
11130470
11962471
11065237
10931589
10939538
11653796
11396792
11102168
11083102
10935213
11711938
10981831
11414660
11185345
11345629
11805081
11470530
11201667
11620393
11247823
11321095
12006416
11515278
12024223
11389292
11678122
11725381
11279680
11521259
11340731
11989786
11577045
11308190
11980292
10951039
11860417
10999776
11499557
11144806
11180694
11952222
11309683
11432964
