Value
20014
20911
20108
19600
20079
21148
20815
20444
20021
21405
20121
20770
20587
20950
21406
19541
20550
19790
20385
20162
19483
20957
20330
20597
21053
20079
19971
20045
20448
20756
21085
20939
20154
19439
20351
19711
21443
19615
20584
20457
19783
20303
20451
21068
20562
20702
21144
20191
19955
20406
20115
20199
21114
20340
19671
19597
19507
20341
19577
21200
20528
21170
19635
19766
21400
21446
20252
20103
20677
20036
19890
19990
19782
19445
21471
20544
20169
