br_misp_retired.cond_ntaken
102
112
109
103
108
106
112
107
111
110
102
102
103
104
108
110
102
108
104
110
107
108
110
103
102
109
105
112
112
107
111
111
112
111
108
105
111
105
110
102
103
110
102
112
112
105
102
110
106
111
102
110
102
103
110
108
110
104
110
110
112
107
102
107
111
107
105
105
107
108
112
103
110
112
112
112
107
105
107
111
110
112
102
108
104
106
111
104
109
112
112
108
111
112
107
110
110
110
105
112
111
109
109
112
112
111
111
110
111
111
110
105
103
112
106
107
108
102
111
105
103
107
112
109
110
102
109
111
103
112
102
110
111
108
102
108
105
112
108
102
103
109
106
109
109
110
109
107
111
103
107
111
109
112
107
108
104
107
107
105
111
112
103
112
112
109
105
109
110
104
105
109
102
108
106
108
112
103
107
107
108
107
107
102
102
103
112
110
107
103
103
106
102
108
107
108
106
106
108
110
107
104
109
106
102
102
106
108
103
102
106
111
108
102
105
108
111
111
112
107
106
105
107
110
103
102
111
105
104
112
106
106
105
110
112
105
105
102
111
111
107
107
107
104
107
105
112
102
106
106
108
111
110
110
110
105
110
103
112
110
109
110
103
103
107
102
105
111
112
102
108
111
102
105
107
105
109
106
106
108
106
105
103
109
111
111
102
102
109
103
102
104
107
108
103
103
104
108
105
108
105
104
104
106
108
111
105
108
102
102
112
108
108
109
112
112
106
102
107
106
104
112
106
106
104
106
109
107
110
112
112
102
112
103
107
112
106
107
110
112
109
105
110
107
103
106
106
103
106
108
103
110
103
109
102
107
102
102
106
110
102
105
108
110
112
107
110
102
110
108
108
102
110
112
102
107
108
106
108
109
110
109
104
104
103
110
112
103
108
110
104
112
102
107
110
106
104
112
107
110
108
110
111
106
110
102
111
112
102
102
