Value
90460
87280
89991
85660
87524
85025
88073
91595
89418
89287
91179
91565
86996
88575
88321
89822
91489
89735
91339
90862
86577
85467
88046
87445
92998
89555
92272
88714
86398
86159
92757
88085
87877
85030
90991
90480
85395
90341
85783
88694
90607
93297
86161
88257
86263
91401
87373
90132
87291
84700
91201
93467
91430
88970
92722
89011
91161
87011
93116
91977
88694
91477
87222
91132
92986
88880
91052
88104
86729
87278
90632
89632
87006
88541
85224
93063
86550
89687
85284
88769
92538
91624
93564
86229
89210
90225
89831
87094
87850
88900
90428
92190
92455
87513
92513
88408
86777
91096
87412
93100
89792
91523
92402
91091
93238
89573
90777
88065
90851
88705
88649
87110
87481
86727
87643
88711
91143
87454
91206
93209
92018
91463
89763
91308
85896
92168
90331
87959
88963
87602
88640
89875
87164
88500
87063
90645
86135
87150
88058
86542
89329
93062
89752
93241
85728
87989
93214
89174
87878
90134
89604
85820
87052
84949
88975
90123
85316
88706
86670
89531
90005
87105
92387
87727
91008
90308
86153
85811
91902
88161
89399
93473
87029
86554
84791
92757
86113
92913
91971
87671
90325
91761
92068
87318
86998
89742
87989
90057
88014
85280
89136
92500
89732
85295
92599
87898
85903
86072
90500
88205
84958
85697
88769
85702
89415
92062
90215
85549
85999
85022
86920
89519
85517
91121
85343
92463
88245
89081
89952
86957
87402
91242
90324
89206
84696
88765
85009
92104
91873
89018
88637
86240
91857
85177
92213
90435
89038
93267
93467
86019
87167
91157
89515
88167
88707
85003
93324
89634
88540
84821
87253
86908
86439
86209
87017
93026
86479
88932
85426
89556
93191
93274
87646
89671
86692
86254
90525
85240
91079
89874
84744
91541
88575
84946
90310
