Value
78891
73929
80246
75540
76519
78450
75502
79890
74463
79491
77346
78703
79655
80133
76118
78520
80054
77970
75924
75007
77969
75474
76103
78438
76855
75808
74022
78664
73219
77247
74387
75087
76490
79689
75089
73854
79141
78498
74990
79720
74879
75699
79408
74166
80677
77374
73754
75952
74744
76450
77865
73833
79272
76198
79397
75443
74007
78958
77099
75890
78629
75583
77074
73316
75445
75654
74569
78329
77319
74660
73805
75746
78835
79175
77800
76374
74678
78364
78973
75277
75554
73979
74780
77573
77481
74546
76303
76629
78850
78797
73589
76114
77215
74700
77291
75150
76941
80477
76535
76081
75057
75432
78802
76118
75483
76793
79349
73094
80488
75046
77260
79536
76506
77136
78330
76770
74224
77662
75300
80455
76950
75744
75448
73981
79023
74417
80495
78839
77596
73169
76628
78052
78484
74505
76918
76789
79467
75976
75921
74527
78349
77626
76097
80788
77849
76113
76297
76710
76734
74382
79086
80326
75394
76195
79115
80030
73871
74211
77180
80396
78249
77321
75232
74758
76105
73189
75669
74685
80393
79570
76337
73109
75443
78121
79839
73698
73593
78398
76457
78525
75921
77745
73897
79200
77954
79831
80083
74287
75427
73720
73352
76167
75015
75141
78741
76208
78652
75502
74122
75663
77920
80782
79115
78834
79751
75281
75894
78958
80409
74284
79697
80724
79039
79414
79802
76804
76670
