Value
107495
108972
111083
108025
107231
111722
111631
109830
105124
102894
106418
108794
104161
101609
110383
107050
105566
112132
106795
102044
102502
109550
108716
104621
108285
108783
110697
105169
106582
106499
102434
106657
109796
105054
107905
106774
108986
103336
110395
108451
106001
105934
109284
111317
101553
103329
107571
106430
104497
102621
102964
106409
104753
102786
101694
103980
104272
106902
103868
106582
111658
108928
108604
107735
104123
104880
106493
104524
109945
104924
107025
105502
111043
102481
110532
104004
105346
106890
106215
107983
107115
110314
102610
104511
106233
104974
111942
109123
108564
109148
102820
106815
112153
106901
107620
103130
108186
101731
103629
103872
104005
104649
110001
104292
111946
109261
103488
107631
106631
105152
104502
109298
104257
110817
103721
103399
103687
104569
106944
101972
102166
106856
103057
104500
106517
104420
107316
112006
102481
108615
104831
108416
106922
110126
109593
105568
108421
102416
106857
103358
106515
105342
108141
111795
104932
109589
108887
104480
101950
106994
106768
104912
110677
111236
109172
107592
105611
102707
107866
106906
106745
111829
106282
104023
107303
107963
104412
104169
107625
109159
108369
106806
108511
104152
104002
107912
105656
108829
108651
106602
105577
102474
107486
107843
110175
106310
102229
103856
103250
106470
105672
108230
102032
104217
106612
103331
108784
104683
105317
102599
102824
106683
109993
105636
102447
110009
110687
110791
103814
103417
106280
107143
108327
102395
109397
107919
105476
109367
107835
103307
108302
106070
105076
107878
104413
107210
107977
105106
106873
110220
