Value
114295
118871
123342
120639
125779
115097
120168
119604
118678
118611
123896
119864
119706
120759
120469
117990
120151
116826
123030
114648
114202
124865
122863
119416
121754
118995
114159
114992
117784
122003
114629
115019
122196
118789
118497
115316
122897
116294
116725
123281
120552
116427
119079
114342
123570
125020
117806
115986
115763
115726
118989
122746
124025
121909
115504
114480
120564
121462
122538
125757
122614
115603
116428
115202
124095
114501
119830
117004
120337
122823
123473
118859
119451
114355
118934
119604
114188
114880
117690
117128
116879
120809
121196
125596
115880
121641
124045
122662
124874
118244
114975
117641
121777
118235
124534
121921
118049
115924
119582
125231
124881
123997
120091
124500
116863
117056
118605
116732
116699
119770
115783
124665
123581
124166
122450
114992
121172
120959
116362
125113
120272
120950
119196
116905
116527
125206
116207
118829
120685
121737
125195
118428
125875
125011
122611
119350
122495
119440
123992
124956
125618
116367
114465
120592
121426
122824
122572
117924
122856
114622
120029
120146
116093
122332
121606
118079
119012
122022
114260
123404
123542
121845
114297
122361
121878
117552
115788
118655
120205
119003
116581
125040
118017
121352
121115
122843
120815
120018
124913
126141
119873
123552
117233
115388
122307
120966
117676
117173
125330
117510
120179
117667
114318
122386
115808
119402
121953
125415
119013
114414
120473
119216
120969
125269
115645
123346
118693
116253
116008
114433
122287
117572
120441
122039
117244
116546
115189
119173
118800
118914
126147
123285
125215
122221
119098
121053
117981
121771
119039
123786
120806
117638
122199
114962
115205
117229
119865
122250
124226
121202
121081
119734
121249
120147
122171
123062
120949
122107
121364
120609
115332
122064
121743
122003
120619
118736
125245
122722
114712
118622
121393
126141
118348
115002
117344
122138
123318
122005
122317
117980
125741
120041
115018
121010
123056
119760
116536
