Value
91493
98162
98699
97029
92872
96986
96103
98940
91753
92198
99081
97076
96616
97612
91639
94422
95689
93967
98075
94483
89976
90518
98481
90356
90706
98082
94085
98189
90513
96471
97522
96146
94636
95333
91916
92843
91087
93918
94284
95453
93747
91500
95605
97364
92834
91322
91094
95031
96889
96693
92182
94099
94488
92325
95706
91353
94046
98419
91700
96714
94734
94928
93919
99022
90632
92575
94854
97769
95535
96368
92885
93027
91207
93879
92012
95693
94508
95597
90144
95906
97057
98385
92933
96257
92056
91587
91873
94532
96399
97458
93784
96247
93217
90524
92819
94190
96157
97350
95183
96604
95016
95172
93804
97832
94947
91011
97391
90738
92799
96933
96852
95417
90497
92889
90806
93311
98498
95858
93344
93065
97190
99098
98703
98981
96005
95688
93553
94158
91474
93585
92290
98467
97644
98714
91497
93017
94851
93917
93832
97113
98665
97669
98428
93121
96435
98855
92666
91006
90265
91038
98159
95747
97350
95243
99099
95520
93080
90578
94516
98811
95870
96015
95160
92893
92707
94397
94154
90924
93501
92948
98180
94536
92793
90233
96379
94511
91628
94048
97213
95834
96727
98057
91879
95208
98362
91783
90863
92137
95545
95407
96875
91862
90739
95569
92196
91682
90296
95603
92259
94797
97873
92092
93321
93964
98334
96089
97743
95315
96934
