cycle_activity.stalls_total
555281
541878
568821
575966
553396
558590
545228
537583
536338
537153
534619
564510
568448
574861
567499
559743
547625
540053
554334
554824
540048
531233
530163
542074
539275
552279
546473
565560
550822
552383
575356
579347
552675
574398
569774
581018
539454
534794
536892
565306
555032
568344
575719
563184
556372
577842
537864
574366
535210
577837
579798
575800
543252
549691
569883
558605
572722
550583
559330
571870
564033
552166
568360
562111
567364
533117
558471
541359
547007
561997
544568
562829
563708
535409
545680
544131
532768
554552
575934
566838
561130
537987
573170
579923
556482
547117
576732
556135
557891
539429
530717
574990
550288
537825
539363
552390
539376
549372
535044
539774
580619
582018
549082
580146
567174
549850
560006
559513
529331
570883
541151
583260
572194
541029
577712
535139
530117
548267
530240
569245
543558
556421
539103
555990
565164
553005
564017
540758
582131
560199
557066
528906
541044
565545
550416
546990
540780
547493
549701
579418
536721
533474
573799
540791
579773
553198
565072
536341
540666
575926
546017
554590
546217
529108
541541
532365
540786
553919
563056
562776
540159
528535
551253
535758
559567
532074
537028
574711
556338
577301
573256
566957
575491
534135
540125
582212
565979
536263
550236
529310
546645
576582
559262
537152
540689
561563
577317
536146
530105
553790
539599
574311
571202
533873
577732
547713
579270
544455
530772
571286
578637
559040
571705
582371
546024
553708
537470
530933
557184
560674
574297
552250
579351
560424
542556
553556
577002
557474
562702
562557
558396
533419
571226
540856
553002
566720
579955
557450
541198
544229
568859
541775
552419
573013
563482
531915
544437
553654
549345
581627
546269
580355
571446
553816
530771
547202
529866
569389
581928
546259
573044
556654
534948
539523
543671
555586
542996
571831
567601
544925
556570
555085
532010
559999
580511
545404
564629
574176
556504
579645
566196
533679
566242
546274
577791
572013
561232
563594
530050
547310
534730
545565
560842
560782
549962
568502
554907
538046
562894
554276
541548
564729
537526
537604
531363
542240
540862
563683
554946
534419
583135
544213
554189
562507
536557
544919
549868
537822
582552
579143
572405
582334
541574
571384
549293
554906
548312
540701
548034
539835
530329
546853
561338
547601
566873
580024
548478
541238
554791
545768
582396
554238
533166
561525
567568
558239
556012
558080
556433
563892
561404
565015
553162
556540
575143
550439
559096
559270
556173
541293
564097
559622
565280
545120
576534
549288
532304
532931
556901
543232
541284
541251
529844
536475
544852
550441
550294
528536
556830
535198
582007
546363
554322
536140
545337
562232
539901
528976
548051
568531
545045
528436
539322
545802
561923
548388
579348
531630
581477
564876
571035
538906
537906
553309
571551
532261
577575
549726
562076
544036
564961
562952
531551
554653
552076
550229
566374
535141
560040
568833
528803
547010
545272
555713
543882
576790
546964
563288
552434
576048
551180
553912
559409
554874
576792
532074
546198
576902
583781
566662
540792
541399
550853
552354
550306
573154
538500
550352
555416
538652
557913
542395
533277
547805
557987
537188
562664
534417
541508
580183
541067
542630
565815
538655
550926
549498
544065
550111
539697
536077
561556
573265
572810
544370
546382
541316
577147
575116
569479
581477
553744
563502
547298
570930
558847
551029
533311
581390
574340
582666
542026
551378
547801
583662
549591
560609
576601
577558
529668
537181
544642
535285
551698
583032
564480
580707
580016
534454
546406
577621
540769
551679
528914
536939
540432
548525
536640
573108
574097
545139
561693
533587
571903
540662
551942
569850
564121
535966
573135
545558
572476
570888
566631
567079
577797
561452
582048
571275
540693
557138
536408
543184
548465
554141
540514
567677
533688
535562
561554
543208
565384
536550
563376
544054
560147
534363
562610
574433
577706
541873
575730
539123
534116
558991
573375
556378
532632
561747
541691
546241
536385
573655
576855
536356
547185
537967
576268
537755
540142
579035
535893
546448
559005
561862
543986
534962
569770
573764
539887
570904
532630
560988
553325
529433
579050
539216
558047
581426
581064
582438
566483
529206
573128
579072
564043
543390
539229
576847
540916
539342
564507
559291
560232
534499
579804
530159
549023
554373
576940
546477
549425
549679
575529
564533
541416
568767
546021
532512
548504
570062
539436
583144
566960
565308
548766
541663
546291
579047
550049
536248
532435
579840
539091
533462
577643
579993
565654
540820
566088
574154
556769
538021
548837
561016
531818
535425
555654
568453
531381
543152
578600
537545
537312
562890
561617
582169
558674
566999
530082
552054
541689
569002
552180
572766
534861
566487
556698
581986
542135
