inst_retired.nop
21038
21678
21007
20622
21383
21021
21933
20359
21197
20809
20540
20801
20915
20326
20997
20809
20807
21490
21557
21141
21702
21353
21890
21023
22284
21830
20996
22241
21614
22275
21263
21636
20995
21114
21357
21383
21743
21383
22184
20836
21562
21710
22085
20996
22016
21457
21917
21966
21356
20917
21857
21679
21997
20994
20809
20808
21384
21957
21102
21003
20996
21042
21382
20691
21417
21093
20996
20895
21383
21023
21116
21891
20809
21710
21023
21917
21223
22250
21888
21356
21666
20836
21737
21076
21890
21356
21383
22198
21869
21262
21319
21262
20804
21123
20883
21001
20809
21623
21356
21503
20649
20649
21156
20815
21383
21917
21023
21831
21651
21604
20758
21483
20544
20804
22010
21994
21390
21730
20996
21456
22278
21009
20835
21373
21971
21251
20809
21023
21917
21023
20883
21897
20707
20996
20562
21670
22250
21349
20809
22278
21917
20836
22250
21703
22124
21066
21731
21383
21957
20996
21626
21356
21802
21023
21917
21022
21910
21002
21887
21023
21770
22170
20629
21890
21063
21769
20658
20901
20856
20950
21386
21490
20995
20789
21549
21103
21383
21409
20996
21664
20976
21153
21290
22084
21357
21356
21022
22014
21682
20997
22278
21092
20811
21317
21075
20810
21022
21830
21356
22251
20649
22004
21216
22044
21589
21156
21410
21182
20996
22129
20531
21062
22260
22070
21323
20682
20787
21078
20715
21023
20836
21737
22194
22211
21076
21030
21463
21340
20997
21063
21076
21157
20893
21783
22100
21703
21236
22251
21622
21005
21056
21082
21355
21890
21289
20809
21023
22148
20978
21429
21978
21356
21916
21576
20809
20996
22184
21023
22156
21857
21527
21082
22157
20653
21730
20444
21917
21416
21917
20809
21683
20396
21454
22029
21006
21730
21022
20935
21863
21650
22130
20996
21650
20996
21003
21260
21102
21003
21049
21035
21818
21103
22083
21320
22191
21123
21600
21229
21730
21210
21769
22264
21883
21282
22244
20889
21910
21590
21831
21383
20662
21103
21023
21730
21022
21354
22017
20836
22244
20996
21897
21116
21056
21031
21231
22251
21276
21343
21230
20823
20996
21630
21076
21890
21023
21062
21016
20832
21210
20835
21476
21263
20997
21059
21329
20647
20810
21830
22269
21709
20875
21917
21023
21904
20649
21897
21262
22250
21022
21249
20881
21730
21236
20809
21363
20996
21025
21631
21670
20559
21356
21276
21406
21643
21937
21302
21517
22115
21356
21927
21440
21917
20421
21550
21410
21357
20976
21376
20996
20649
21243
21483
20790
21049
21503
21390
21291
20842
21042
21689
21644
21517
21918
21691
21056
21184
21890
21807
21303
20555
21195
20762
20716
20689
20529
21149
21256
21063
21543
21383
21356
21383
20809
20916
21103
21918
21710
22197
21384
22011
20996
21643
21356
21723
21643
21171
22030
20969
20538
20209
21857
20622
21363
20996
21946
21861
20996
21383
20875
21704
21356
21670
20849
21023
21858
20809
22097
20996
22210
21022
22201
20836
20996
21383
21024
21022
21688
21356
21124
21856
21470
20788
21056
21356
21689
21343
21007
22250
21823
21343
22171
21003
21957
21023
21650
20929
21917
20809
21024
20838
20638
20997
21257
20937
20836
22057
21037
22144
20853
21911
21383
21543
20996
22251
21356
21029
21643
22094
20625
21356
22225
22010
22078
21670
20828
20996
22197
21383
21857
21616
21076
21357
22017
21849
22124
21288
22200
20809
21341
21616
20836
21236
20976
20622
21182
21897
21610
21964
21316
22190
21022
20816
21597
21362
22218
20996
21830
21349
21383
21022
20800
21350
21286
20624
21023
20996
20849
21677
20855
21730
22191
20996
22098
20655
22217
20683
21016
20809
21266
21644
21023
22224
21830
22036
21390
20823
21251
21743
21290
21793
21217
21851
21870
20836
21610
21220
21457
21276
22017
20836
21383
21637
21110
21623
21350
21917
21142
21289
22131
21883
21230
20445
21104
22177
21573
21363
20995
21483
21279
21030
22044
20809
21357
21977
21831
21229
22277
20815
21082
20894
22218
20561
21070
21390
21950
21877
20809
21289
21530
22184
20482
20996
20622
22070
21230
20469
20874
21831
22114
21023
20587
21004
21274
21670
21080
20486
21632
21997
21101
21003
21390
22184
21063
20623
21857
21477
20595
21075
21002
22037
20649
21023
21382
21977
20995
20809
21383
22204
21670
21103
21830
21121
21235
20625
21293
21500
20243
20982
20659
21023
20854
20936
21829
22238
21026
21356
21389
21938
20802
21023
20969
21830
21811
21263
21269
21263
21677
21256
22022
21518
20970
21357
20809
21532
21062
21290
20796
21116
21170
21917
21023
21136
21343
21811
20996
20815
22162
21483
21363
20207
20831
21377
20295
21890
20876
20808
21837
21916
21002
21477
22030
21563
20996
21168
22057
21650
21116
21830
21020
21022
21843
20360
21036
20991
21517
21030
21370
22190
20649
20809
20809
21504
21383
21650
21858
22117
20486
22184
20747
21043
21223
21857
22070
21036
21297
22191
21717
20655
21416
21383
20996
21036
21937
21629
21289
22017
21309
20577
21076
21920
21023
21670
20849
21312
21830
21856
21383
21530
21877
21643
20996
21890
20979
22015
21382
21009
21910
21677
21819
21203
21916
22267
20877
21369
21356
20455
21383
20418
20855
20447
20316
22069
22191
21306
22229
22114
20568
21116
21156
21770
21995
21022
21383
21930
21890
21356
21634
22277
22277
21658
21854
21356
21075
21692
21697
21012
20996
20869
21023
21030
20770
21536
21356
20809
21023
22238
21704
21737
20809
21757
21357
21033
21890
22278
21497
21022
21730
20669
20996
21516
21076
21382
22157
20943
21356
22280
20836
21011
21022
22251
21303
20980
20831
20837
21376
21623
21357
20809
21046
20835
20829
21278
21196
22250
20836
21083
21383
20810
20995
20621
22277
21650
20836
21002
21890
20809
22283
21810
21002
21273
21204
21910
21384
21022
21002
21704
21143
21017
20836
22003
21796
21623
21356
21705
21955
21287
22177
21356
21076
21622
22117
21383
21456
20856
20809
21283
21964
21263
20890
21483
21730
21703
22131
20809
22059
20337
21429
21229
21738
21670
21704
21316
20995
21730
21997
21256
21890
20849
21357
21129
21362
21103
20930
21035
21285
21590
21760
21399
21916
20696
20980
21090
21856
21109
20969
21643
20809
20809
22271
