decode.lcp,dsb2mite_switches.penalty_cycles,frontend_retired.any_dsb_miss,frontend_retired.dsb_miss,frontend_retired.itlb_miss,frontend_retired.l1i_miss,frontend_retired.l2_miss,frontend_retired.latency_ge_1,frontend_retired.latency_ge_128,frontend_retired.latency_ge_16,frontend_retired.latency_ge_2,frontend_retired.latency_ge_256,frontend_retired.latency_ge_2_bubbles_ge_1,frontend_retired.latency_ge_32,frontend_retired.latency_ge_4,frontend_retired.latency_ge_512,frontend_retired.latency_ge_64,frontend_retired.latency_ge_8,frontend_retired.stlb_miss,frontend_retired.unknown_branch,icache_data.stalls,icache_tag.stalls,idq.dsb_cycles_any,idq.dsb_cycles_ok,idq.dsb_uops,idq.mite_cycles_any,idq.mite_cycles_ok,idq.mite_uops,idq.ms_cycles_any,idq.ms_switches,idq.ms_uops,idq_uops_not_delivered.core,idq_uops_not_delivered.cycles_0_uops_deliv.core,idq_uops_not_delivered.cycles_fe_was_ok
29603,343934,2825479,2359074,62577,701735,0,833323,0,122826,600058,30,1628385,44130,282808,0,59,246039,0,69101,1696173,2557173,178254,54399,745396,4768490,674910,15314331,3537736,884337,9992324,76926134,9279425,5079596
29427,372033,2805325,2273680,63969,690900,0,845489,0,128681,563291,60,1643377,42850,285011,0,177,246834,0,69329,1706295,2518376,703392,244069,6438709,4823207,673694,15166083,3493626,881101,9970555,77957522,9370440,5539025
29385,367479,2759519,2234926,66712,710314,0,852084,0,123366,568665,29,1625677,44431,286259,30,119,251572,0,70978,1736319,2603665,216001,93397,1018730,4699062,644664,15023336,3517772,886020,10014876,77503271,9400158,5087302
29508,391622,2812230,2242652,65817,711014,0,855891,0,125960,561836,0,1635069,43928,286159,0,178,255351,0,70434,1727421,2634233,223381,96646,1043657,4685286,638892,14885772,3498875,870790,9882640,76889946,9425620,5925535
29470,362780,2769134,2299862,66396,694864,0,850897,0,127717,595772,0,1614794,45189,288836,29,331,257137,0,71986,1831223,2797906,1263507,494173,1057452,4691803,646756,15068015,3518382,877958,9980457,77268204,9377077,4883017
72675,440212,3975034,2283059,66146,704032,0,847172,0,125787,561949,0,1638886,44347,278199,0,183,257596,0,70185,1749497,2726258,230761,100276,1068545,4729181,644597,14998588,3762132,1070084,12677403,107783708,12994598,11843059
29623,382962,2771971,2306963,63937,705317,0,863197,0,131057,571479,0,1637318,43603,287724,0,299,255201,0,69612,1797657,2861039,744624,294307,3855889,4657864,633332,14809758,3463642,874768,9935996,78787402,9551339,5582871
29496,332468,2810875,2245425,65714,710501,0,1005584,0,131423,550234,0,1627925,43013,290486,0,120,254691,0,69596,1767690,2842591,212698,92050,1013120,4699407,641973,15001252,3537834,893561,10038806,78268237,9502775,5194864
29227,347465,2806681,2331420,65066,714757,0,851259,29,133180,551745,30,1640051,43924,283903,0,150,255466,0,71018,1775395,2754427,184307,56121,730524,4771851,677041,15180938,3459899,870663,9801605,78050445,9426889,5601503
29506,382969,2783083,2218633,64735,715214,0,854363,0,130472,568082,0,1666458,43301,280594,0,120,260781,0,67461,1731369,2726660,833414,285815,3810098,4734162,643834,15038085,3517054,883353,9966119,77854345,9482119,5119201
29350,346783,2803910,2281416,64406,735687,0,833433,0,132910,553855,0,1628252,43175,285797,0,180,249285,0,71563,1774001,2725177,211041,91076,983984,4694765,643332,14985054,3505137,880556,9908995,77850441,9373692,5564462
29365,384344,2783426,2242674,66144,701130,0,860291,0,133753,564577,0,1629337,44104,289906,0,209,256060,0,70909,1744543,2770091,214187,291361,3876216,4693293,640167,14818560,3462899,878041,9977607,78233951,9513212,5136418
29487,380206,2788107,2297689,64505,705508,0,866062,0,129666,605733,0,1638027,43920,291472,0,236,256266,0,69209,1727498,2733851,212409,90714,1007719,4676815,639955,14733357,3440868,874936,9929001,77594399,9441581,5093034
29322,387841,2791339,2315240,65721,717355,0,857183,0,129120,559525,0,1629431,43441,286594,0,120,254443,0,71333,1768796,2833759,220151,95501,4073006,4731870,645347,15074693,3508719,881337,10011204,79018934,9538768,5501885
29536,391718,2779827,2213376,64232,717585,0,880814,0,127783,562534,0,1605998,43677,291999,0,119,257083,0,70674,1756865,2823071,225784,95680,1043024,4692282,641806,14963930,3511130,884470,10017685,78280387,9525313,5115987
29122,382838,2773923,2219095,65014,710421,0,847771,0,128049,567362,0,1619667,43318,289162,0,121,253823,0,71278,1753933,2842345,225380,96561,1028312,4699403,646956,15004184,3468147,875832,9900780,77416328,9478836,5551912
29688,393208,2786063,2246483,64426,690969,0,846602,0,126091,560853,0,1623783,43709,295023,30,209,260924,0,70001,1754491,2865215,756836,293170,1041842,4731865,646934,15059950,3513732,884545,10035244,78730687,9583046,5159188
29323,393926,2789390,2280082,64331,717475,0,847328,0,128554,566429,0,1648825,43851,289680,0,213,259413,0,69978,1731775,2850089,214509,92212,1026080,4701737,643116,15050338,3511499,884735,9968168,78234175,9560408,5140138
