decode.lcp,dsb2mite_switches.penalty_cycles,frontend_retired.any_dsb_miss,frontend_retired.dsb_miss,frontend_retired.itlb_miss,frontend_retired.l1i_miss,frontend_retired.l2_miss,frontend_retired.latency_ge_1,frontend_retired.latency_ge_128,frontend_retired.latency_ge_16,frontend_retired.latency_ge_2,frontend_retired.latency_ge_256,frontend_retired.latency_ge_2_bubbles_ge_1,frontend_retired.latency_ge_32,frontend_retired.latency_ge_4,frontend_retired.latency_ge_512,frontend_retired.latency_ge_64,frontend_retired.latency_ge_8,frontend_retired.stlb_miss,frontend_retired.unknown_branch,icache_data.stalls,icache_tag.stalls,idq.dsb_cycles_any,idq.dsb_cycles_ok,idq.dsb_uops,idq.mite_cycles_any,idq.mite_cycles_ok,idq.mite_uops,idq.ms_cycles_any,idq.ms_switches,idq.ms_uops,idq_uops_not_delivered.core,idq_uops_not_delivered.cycles_0_uops_deliv.core,idq_uops_not_delivered.cycles_fe_was_ok
13358,57894,2298061,1091398,50229,476577,7668,892010,60,131242,574986,30,2158882,11227,283970,0,621,482727,0,126609,2610607,3902717,1585925,597033,1460121,4644199,614087,13733069,1289700,353936,3495506,23197569,2063580,11486405
25,50089,134544,32676,0,6215,5646,12162,1912,1981,6668,0,33156,840,3964,0,43,3904,0,390,28283,33521,8305,54400,847242,196542,24197,433479,71893,17454,156365,1440444,160849,1121521
78,5385,68774,674455,0,7590,300,12666,197,2162,7027,0,30029,630,3453,0,0,3003,0,360,334210,258227,550438,190048,18776,118500,17233,649271,88477,24326,207692,4453216,520472,886016
51,6825,69038,26436,0,7449,870,203446,60,1952,6157,30,31713,5564,6208,0,0,3303,0,480,29218,44456,6667,1201,23637,126679,18988,470693,73788,17823,166314,1602834,222830,251410
10730,132195,1292148,704608,23281,387916,5427,668608,2395,32140,222434,89,1632354,9531,143841,0,506,92724,0,35512,1219882,1920865,1993743,29767,8370858,3961145,575732,10777397,1861901,417781,3938058,26645192,3398812,4612944
14380,12722,2084062,841866,13812,232305,274,377748,2780,42268,169906,0,1194378,540,94312,119,0,91815,0,13605,518093,971844,1047171,215522,4043674,2563252,406957,11642805,3419527,894884,10565439,38155969,3518198,11268700
8731,19553,1569937,1525490,109247,559597,829,11258,121,41772,259518,36,1299431,1461,56369,0,119,39555,29,3127,767732,1666700,71968,6396,467767,3546867,574037,13409422,2213867,610707,5869442,27953017,2492494,8792930
14602,9118,1979673,1226074,26426,331731,0,376190,90,24535,151025,358,748231,4403,114343,0,4062,76470,60,9117,499590,1160275,518812,188684,5222763,3231180,348952,7345641,1890579,545664,7785626,32015446,3546571,13508051
14098,8284,2019148,797434,21067,79920,302,365235,1022,49173,234580,30,1315508,1851,70590,0,59,48195,59,9007,310763,1504338,227312,2491,342368,3121483,646661,16935697,4556347,875466,9219427,35068830,3147875,8725937
9271,19509,1549865,1512589,68853,316071,270,307008,30,42996,274044,29,714782,1774,22612,0,121,54811,119,6010,1053329,2207008,55237,2017,3433144,3869808,539521,13301665,2334369,614144,6295399,28909546,2744188,9064188
13683,10957,2014927,1284959,51383,308290,1378,443608,59,2042,61950,1316,1091108,8948,97718,90,352,66435,60,11165,585621,1219882,423735,2462,2375564,3428789,433528,7130302,1627446,530725,6864379,30911892,3299080,10781829
14401,25021,2182226,29436,1028,32045,3195,309443,59,45363,277170,0,1223026,4321,56891,0,30,67913,30,8504,338365,699542,277555,2115,250528,3715441,599259,12891802,3684504,769716,7452764,30817507,3294083,9789123
3465,4876,432059,513246,54678,286508,240,221519,120,15392,139124,59,1035094,779,38983,0,151,22860,272,5619,794054,1264903,620197,201667,402737,2148831,447914,14999293,2519482,511869,3442740,13443121,1357755,3932237
0,14288,98128,27447,0,5105,8979,10510,60,2012,8528,30,45082,540,4684,0,1217,2882,0,420,32639,65183,3483,1333,13648,140484,21087,477325,91197,22369,200899,1543593,186140,783803
23815,1434520,4271186,1196474,40312,373700,0,922817,51,141815,2134333,732,3292354,7784,126291,0,703,68585,78,36382,1290287,2735915,8174059,2121716,17757932,8132297,1138086,25207721,4598958,1087894,11484381,111252671,11241083,32578127
58448,694558,5666645,4565871,0,1250345,29,1629523,0,257864,1063813,0,3343435,22130,502890,0,7134,392963,300,86797,1861471,1845038,1363572,746800,4815432,6935027,1053351,24451243,6179726,1615238,18850840,129428249,15263543,10151777
42976,659283,4655381,4503434,0,1222195,0,1644453,0,249112,1085243,0,3370515,21742,504538,0,1472,453275,150,93131,2387416,3125647,5674630,2648133,27809862,7920272,1091127,25121435,5131141,1350439,14841285,112920864,12460593,16467617
20400,358465,3102057,2627486,31626,578297,0,1560138,479,92278,650176,29,2615419,13770,191355,0,2803,157780,0,30818,1100208,2169848,6414869,2484340,21778719,2452720,301194,5980679,603224,23924,2004905,20896122,2937376,3318977
16227,72637,2144171,724972,28352,428189,11529,781872,1741,163602,125638,30,933661,15975,339324,60,2164,79158,0,895,46951,63325,6318,2309,6869446,2481074,490776,11606628,3066130,758274,8895572,42948238,4543327,14132481
6152,157839,1175662,2199570,65934,951681,4320,1316421,1292,121478,241237,118,2013585,10698,127928,0,1373,122835,105,16586,1076810,800510,3287790,1683865,26340269,2019657,310460,7431443,1277073,389771,3882436,31580651,2932845,13088466
156936,450463,7663521,4891954,132186,1767145,0,1647973,1877,233987,1103423,2275,3629240,73007,503307,0,4116,408667,0,115006,3505988,4618353,273067,100284,1212479,13589393,1923147,43730341,5914094,1590473,16734528,154200032,18094757,19593568
50942,393593,3465569,4371797,33635,1581982,0,1479424,781,215224,953256,822,3211320,38875,447989,0,3929,372193,0,112517,2785067,3627965,848229,300842,4066299,10283174,1411195,30819239,4746963,1209695,12003409,103326874,12014706,9850307
29668,319367,2804376,2255555,69944,680102,0,885695,0,124332,571389,0,1673929,42239,283513,0,3187,246965,0,63922,1754963,2502225,211744,87819,967571,4742392,655423,15296011,3535636,873332,9946690,77353431,9376514,5052848
29601,335581,2828169,2278302,69155,676909,0,884061,0,124132,574178,0,1696625,45471,298696,0,2677,242750,0,62769,1743474,2506468,218919,87436,1000882,4717872,645395,15074461,3533261,880280,10000564,77520397,9431555,5567866
29429,326864,2785474,2252449,69452,686790,0,889963,0,125953,587633,0,1665250,45194,290794,0,2991,251048,0,63679,1802858,2699126,735195,286691,985535,4714290,647150,15019343,3452565,863301,9870678,76782589,9314243,5024640
29088,319097,2751512,2321381,69158,676669,0,879767,0,126762,568059,30,1660944,44373,277928,0,1556,234551,0,62903,1754029,2465148,216476,88556,1002185,4745569,654163,15125779,3524614,872874,9894323,76021711,9209124,4938907
29703,335859,2836831,2279030,68727,680791,0,879142,0,126347,575033,0,1640067,44168,279880,0,3450,249273,0,62356,1760939,2585280,752733,303813,4733517,4767568,648092,15269833,3508009,874227,10000499,79151872,9500181,5804822
29696,318239,2814131,2276132,69449,674760,0,1029249,0,122791,575686,59,1666639,46895,279580,0,3411,256243,0,60438,1735748,2489668,220088,87744,1018817,4745482,653708,15217744,3537213,882403,10011603,77341943,9365384,5040909
29218,327125,2791484,2248741,70189,674724,0,855562,0,127684,576290,0,1675417,46205,291859,0,2493,247643,148,62240,1739298,2510778,215223,85375,986008,4729033,649969,15113579,3507102,876050,9905944,77767976,9394366,5482680
29257,329550,2778288,2266271,70808,681401,0,874369,0,128188,579057,30,1661143,44177,289970,0,2860,247750,0,62118,1765138,2540269,744147,278662,3811450,4721241,639391,14986941,3516047,875704,9984354,77436857,9375323,5137975
29615,325197,2818645,2292996,70603,664171,0,877042,0,126153,570879,30,1639426,44268,283347,0,3369,245043,0,64476,1751072,2494292,211561,87846,994651,4773276,652132,15177808,3508675,870290,9926200,76468590,9304692,4996071
29595,327217,2816936,2292882,69176,676731,0,864601,0,124662,564492,30,1661500,43715,282215,0,2519,243317,0,65709,1763216,2508662,205923,447917,6586168,4772837,647348,14957913,3496270,874651,9976023,77937386,9382737,5568229
29544,327235,2808904,2286306,67972,681740,0,868247,0,129794,647510,61,1661210,45631,278092,0,2173,245860,0,62881,1796921,2596140,205392,89910,968616,4755730,649264,15053465,3513910,878777,10007357,77484561,9406195,5076008
29232,322286,2796922,2351999,69650,691372,0,863857,0,127162,560848,0,1656336,43869,270146,29,3474,240831,0,63034,1767778,2434415,200945,89710,3846458,4728251,650443,15186658,3508340,878049,9976986,77788639,9364303,5478408
29294,319594,2791559,2296100,68771,683257,0,843464,30,129862,608247,0,1662854,45796,280350,0,2838,235455,0,65294,1779446,2437674,178001,70076,829529,4774965,664281,15251867,3537933,872492,9901781,76740951,9320173,4907744
29434,329132,2835890,2237443,66008,682952,0,868227,0,127342,565813,0,1691669,44395,288178,0,3244,247766,0,62117,1781890,2521912,167453,48915,691666,4845857,685373,15375790,3493982,872167,9972919,77886148,9362238,5575868
29519,339880,2834458,2295017,67668,676531,0,868805,30,123520,575128,0,1701015,41874,279347,58,2910,238402,0,63707,1722276,2411409,167682,47293,679299,4808127,677983,15416876,3513107,882274,10029234,77738128,9402813,4979688
29257,349880,2842280,2293111,68282,652534,0,883556,0,125004,559011,0,1994098,44163,276652,30,2455,236062,0,63682,1743299,2355433,167966,52667,703624,4820930,681722,15398911,3519562,877783,9979084,76644987,9219684,5413819
29008,312237,2802560,2271972,67987,669352,116,1432937,659,170165,772723,600,1650302,42838,268901,0,2582,230494,0,62496,1745095,2339794,690579,223719,682150,4833451,684555,15529646,3501145,875577,9928737,75949109,9128984,4989942
29456,332810,2827923,2277804,68284,663267,0,867601,0,122525,557824,0,1657874,41807,271956,0,2339,235563,0,63318,1762207,2421324,163434,47910,679613,4817270,680822,15336907,3520502,872484,9822798,75775782,9180029,4934527
29292,346334,2844325,2275994,69046,661739,0,859768,0,124326,565421,0,1633413,43886,296165,0,3294,244263,0,63465,1721916,2441634,161786,46979,676060,4849907,683699,15457840,3496247,869846,9919042,77101796,9258546,5485837
29393,334642,2835051,2283130,67512,676215,0,873103,0,121621,585599,0,1579538,44741,279395,0,2939,233585,0,62164,1753710,2538175,697620,228869,3499487,4809168,678016,15376419,3518297,881342,9980610,76736841,9267785,5028178
29267,366012,2839331,2295497,65938,652119,0,863382,29,123189,566811,30,1664276,45653,273443,0,2635,232948,0,62850,1746989,2252786,161017,51425,678691,4828030,677260,15366532,3525482,876663,9988820,77528991,9301241,5494399
29754,338481,2859158,2317393,68349,682452,0,858736,0,123137,572414,30,1648918,45394,276202,0,2668,236168,0,63695,1750495,2384694,702256,232158,3883849,4899920,682071,15460983,3522803,885744,10063555,77228647,9354362,5128473
29393,332853,2827121,2324728,68265,679790,0,852608,30,121857,580449,30,1672203,45657,286424,0,2395,241404,0,63786,1783413,2444284,166986,50721,688208,4823173,674167,15314244,3507446,877638,9945747,76454912,9249397,5040655
29283,344415,2839657,2304902,67951,671310,0,858084,0,124371,565231,0,1677483,46471,269164,0,2036,238430,0,63639,1754101,2383673,163916,77113,3280708,4844453,678058,15292846,3514983,877757,9938754,77183088,9269707,5460604
29496,325129,2824813,2286482,68470,671735,0,835518,0,127730,605980,30,1653685,43891,272215,0,3208,229962,0,61508,1739615,2336842,160940,49540,671888,4838986,679671,15395690,3532426,885739,10030065,76511071,9219208,4968868
29353,352934,2875512,2281401,67018,673752,0,854238,0,123444,577202,0,1643060,42352,282200,0,2644,244553,0,63192,1764723,2462306,168743,54015,785139,4767322,659724,15178541,3446638,869451,9931066,78325001,9342795,6150641
29459,366484,2803650,2281072,67538,676241,0,871241,0,121708,581804,0,1947618,44803,283244,30,3323,252309,0,64645,1737242,2553391,205704,85033,977296,4693842,640562,14852380,3474902,871166,9944758,77106129,9351566,4950783
29439,369985,2809077,2248953,67360,662807,0,863540,30,123818,565954,0,1673823,44721,286214,0,3415,252985,0,62411,1745062,2607692,203181,85863,981539,4704295,640565,14949883,3490919,871542,9951219,77014110,9351426,5559659
29277,367114,2787014,2252846,66380,671841,0,843913,0,126077,586695,0,1633022,44194,281253,0,2618,241113,0,63693,1765594,2610703,728051,285090,970488,4706905,649673,15177487,3513128,879215,9959368,76978341,9316574,4940848
29254,376163,2811498,2272558,67854,663855,0,940731,0,119422,573222,30,1610392,44622,286938,30,2700,248309,0,64395,1741859,2525649,186146,257066,3615113,4725181,659643,15169480,3521824,883417,9956295,77078124,9312613,4910635
29393,381555,2840374,2319540,67812,644419,0,863911,29,124783,569790,0,1669828,43519,283149,0,2328,246274,0,64991,1736057,2443266,160131,46359,694040,4766170,677278,15607013,3495153,878872,9981539,78094720,9371054,5652524
29362,366517,2831856,2275089,66758,657971,0,847325,0,121707,583419,0,1675513,44454,288283,0,3315,235127,0,63260,1738810,2628729,871726,283470,3542021,4796475,677443,15245554,3483586,869610,9923162,76665902,9268514,4957829
38309,381317,2894890,2264482,68291,665675,0,845055,0,122432,542746,0,1694736,45359,288305,0,2041,230857,0,65675,1728518,2449068,160412,48541,766442,7052460,1136204,28559903,4491072,1080193,11034485,91227944,10709502,8451254
29235,341864,2804736,2338178,68380,679178,0,853134,30,129703,582226,30,1648083,41996,289524,30,2790,253172,0,62542,1801157,2774749,716954,244930,3700948,4813125,663972,15170500,3517754,875176,9946752,77716811,9430973,5101020
29482,359451,2803902,2269239,68727,676199,0,868272,0,128371,576342,30,1689387,42902,281612,0,2849,247935,0,61538,1754182,2675913,213714,87114,980046,4773697,655356,15096210,3508780,880037,9956652,77759229,9494714,5085758
29268,375139,2800316,2264721,68439,677176,0,865266,0,124532,572764,0,1660469,46652,285252,0,2409,245448,0,63891,1754130,2511752,207778,91172,5221686,4758357,653697,15169542,3530320,878417,9939417,77998448,9395032,5514798
29539,375048,2834046,2309176,65844,672020,0,862693,0,125388,665975,0,1641608,45601,292661,0,2939,241028,0,63975,1726578,2493045,183925,65040,837992,4748766,663127,15170843,3507032,876345,9978460,77305375,9350460,4931177
29056,384871,2799165,2291137,67915,672681,0,853952,0,123031,577787,0,1659067,43604,283754,0,2449,237057,0,62247,1742204,2479526,163250,49718,671493,4818423,675767,15294745,3486102,877274,9974539,78011431,9355452,5453960
29548,373794,2825692,2215385,68614,672988,0,860162,30,125133,573241,0,1894272,43583,287003,0,2816,246717,0,62407,1746440,2568806,212364,87702,989858,4712927,643528,14968808,3453383,870009,9866547,76382436,9284644,5125516
29256,380416,2792141,2244544,68952,663545,0,872772,60,123628,583845,0,1670580,44416,286782,0,3177,249155,0,63210,1723408,2587117,201760,83642,952787,4690938,644696,14943148,3518410,884840,9955561,77025883,9328166,5585111
29280,361210,2785033,2267565,68203,668140,0,879058,29,122443,576142,0,1698555,41170,283198,0,1738,236000,0,62254,1732139,2547384,709035,288875,980705,4684628,644678,14940081,3438732,867797,9873829,76592699,9268418,5061206
29273,380701,2803486,2345899,68878,655999,0,1189599,0,125319,574733,0,1668576,45036,287777,0,2614,249054,0,64050,1737215,2585461,215508,88641,983066,4754193,647814,15060564,3499853,872426,9970847,77219977,9322905,5081874
29311,361329,2804300,2272168,69291,670810,0,880198,0,121594,574166,0,1678188,43809,281993,0,2716,246663,0,63424,1748492,2699764,736738,289648,3800466,4739332,646209,15089903,3480294,873395,9899087,78030851,9397812,5941197
29406,354988,2802260,2263328,69229,679304,0,844774,0,123346,559157,0,1662907,44530,276507,0,2730,234962,0,62096,1751475,2413227,196053,88157,950898,4730987,646592,15088566,3502964,874462,9957891,76763289,9300112,5036399
29337,373290,2811987,2247989,67219,672598,0,857109,0,126030,567588,30,1671498,44821,299629,0,3369,248237,0,66518,1765904,2607463,202032,82971,956347,4726570,651145,15167711,3542013,886704,9934998,78034728,9404951,5511443
29253,358641,2785947,2270610,67575,668463,0,854790,0,122882,585877,0,1623690,45861,291852,0,2755,245582,0,62160,1735121,2614477,764229,275142,3824629,4745285,645389,15076481,3503918,875864,9902341,76649821,9293019,5026351
29121,385292,2851991,2272212,69772,678176,0,834800,0,123190,559257,0,1654581,42941,283343,30,2356,234986,0,60614,1728137,2467643,155789,45295,647011,4792525,676638,15327669,3517660,875136,9905505,77624462,9322884,5764988
29664,372781,2843571,2325011,68911,679652,0,855575,0,123906,561217,0,1654514,43719,282703,0,3037,237553,0,63366,1765457,2575638,736378,530320,5094362,4901725,681567,15280213,3499992,875512,9968129,77596908,9376798,4981325
29640,368097,2844587,2337949,68067,681476,0,833249,30,124701,574051,0,1650753,43460,274677,0,2682,231681,0,63075,1759505,2442211,157450,48136,658165,4805877,676418,15338988,3520090,882303,10002770,77110903,9295387,4999833
29314,349036,2838504,2250810,70290,681336,214,1996122,2908,218164,998708,718,1655546,44803,268627,0,3125,231868,0,63012,1748876,2313090,157810,49601,3498008,4822286,678419,15313898,3482695,873267,9863240,77108396,9288359,5463633
29259,323950,2816022,2355023,69785,674410,0,849280,0,126218,566289,30,1636722,45315,285051,0,3240,241096,0,60561,1748422,2537802,158233,44181,650370,4791648,677375,15308573,3506680,874496,9917536,76754558,9300927,5006498
29094,342551,2849652,2306277,67802,670377,0,842326,29,124481,565718,29,1658726,43558,279460,0,2982,244484,0,62508,1759544,2464625,159405,45110,645642,4805219,685771,15405773,3480985,872852,9859174,75935231,9297368,5776324
29513,330461,2829684,2325841,70468,678951,0,855114,30,124214,566950,29,1917679,43864,282228,0,3313,249161,0,61518,1764965,2604330,1216496,424703,648498,4810665,677121,15483455,3524821,885859,10047110,77175569,9281372,5039151
29511,343469,2851313,2309680,70378,670306,0,835386,0,125698,572485,0,1655000,42970,283559,0,3376,235949,0,62850,1755918,2413749,160722,45309,660551,4832560,681070,15401159,3529188,882230,10027996,77118702,9326095,5486553
29531,328388,2833623,2312516,68687,689195,0,846405,0,123708,562505,30,1630214,43823,276550,29,3305,235688,0,63622,1757221,2455927,679785,243345,678637,4837406,687334,15418985,3486904,878364,9888372,76190778,9183527,5104988
