br_inst_retired.indirect
9790
9279
9536
9442
9750
9879
9057
9690
9675
9678
9243
9753
9936
9677
9561
9238
9282
9471
9629
9197
9912
9499
9766
9955
9523
9846
9775
9800
9833
9592
10004
10006
9747
9182
9919
9757
9890
9933
9603
9919
9814
9864
9774
9505
9508
9879
9569
9591
9580
9537
9888
9911
9626
9909
9616
9904
9570
9915
9480
9534
9507
9255
9576
9553
9964
9582
9597
9785
9552
9723
9643
10003
9966
9949
9957
9562
9945
9963
9955
9639
9550
9538
9823
9840
9566
9622
9571
9825
9576
9572
9270
9796
9374
9549
9521
9588
9582
9640
9332
9868
9555
9610
9143
9573
9550
9519
9568
9787
9859
9606
9324
9743
9669
9973
9789
9542
9600
9797
9930
9879
9765
9692
9623
9755
9643
9632
9526
9543
9553
9529
9682
9869
9655
9654
9647
9572
9660
9176
9794
9543
9684
9508
9654
9553
9739
9525
9537
9542
9519
9562
9548
9585
9282
9836
9615
9753
9513
9688
9887
9932
9056
9529
9558
9415
9129
9653
9734
9545
9533
9856
9458
9461
9873
9827
9083
9363
9479
9924
9565
10005
9258
9355
9322
10003
9309
9243
9251
9561
9714
9840
9700
9701
9618
9823
9573
9719
9226
9934
9765
9853
9812
9824
9827
9598
9595
9860
9613
9919
9633
9539
9981
9501
9319
9899
9559
9940
9745
9493
9618
9621
9619
9519
9515
9613
9249
9494
9517
9811
9302
9549
9692
9635
9794
9674
9837
9795
9593
10007
9378
9685
9947
9791
9288
9775
9524
9934
9653
9882
9542
9525
9584
9878
9590
9553
9530
9664
9648
9709
9584
9578
9596
9522
9592
9629
9570
9734
9973
9613
9558
9732
9181
9765
9574
9754
9956
9573
9625
9600
9440
9236
9293
9856
9329
9479
9555
9707
9540
9440
9517
9690
9830
9535
9890
9686
9311
9336
9267
9502
9179
9218
9447
9272
9275
9806
9645
9292
9891
9296
9425
9534
9302
9642
9219
9264
9535
9297
9824
9599
9759
9264
9217
9540
9249
9276
9950
9270
9738
9345
9569
9526
9942
9451
9338
9497
9567
9805
9557
9708
9522
9266
9950
9388
9542
9195
9257
9990
9286
9129
9532
9397
9760
10007
9292
9230
9638
9553
9288
9228
9848
9222
9378
9689
9614
9137
9237
9549
9811
9732
9235
9245
9209
9562
9853
9514
9313
9586
9587
9640
9992
9628
9525
9580
9941
9274
9690
9284
9239
9562
9751
9245
9274
9505
9174
9659
9272
9409
9306
9118
9577
9842
9649
9604
9624
9210
9279
9265
10005
9710
9710
9350
9354
9316
9994
9330
9763
9210
9716
9457
9903
9311
9176
9134
9791
9068
9253
9189
9654
9087
9113
9148
9820
9123
9414
9187
9749
9500
9155
9554
9276
9840
9454
9442
9971
9388
9987
9236
9856
9898
9068
9604
9853
9532
9480
9712
9077
9529
9464
9228
9412
9718
9278
9260
9873
10003
9523
9137
9525
9551
9190
9469
9870
9081
9979
9764
9665
9727
9198
9162
9889
9403
9222
9115
9498
9786
9149
9274
9167
9202
9864
9175
9417
9588
9285
9412
9733
9672
9634
9576
9767
9659
9870
9345
9614
9201
9908
9192
9286
9220
9274
9282
9382
9263
10003
9899
9852
9203
9222
9267
9698
9240
9547
9823
9182
