br_inst_retired.near_taken
286738
274142
278713
279100
301616
285992
287867
291487
290966
294859
293267
298929
291238
290005
292408
291197
296700
277624
289478
289031
291657
289459
289691
289378
283288
300417
292099
296393
291505
289416
299680
290534
290908
301261
290193
276740
293225
294070
297777
289512
293922
287547
284515
291529
292897
288361
289852
285791
287843
300801
293053
283659
283797
298416
291846
295982
290905
289897
292911
293342
296297
293116
290229
289732
283102
294520
292781
296215
285472
291900
291852
297987
291090
290193
288960
291654
289296
298373
301551
291071
291350
297706
291445
296396
298388
274940
290654
292280
284238
289824
291089
292394
299286
292070
299836
294569
289145
292705
297956
300242
293552
295121
299473
291127
298519
289627
278259
296366
290709
291123
292208
298937
297216
289937
296577
297302
298729
288090
298542
291588
290858
289125
283266
292448
290517
291539
274332
299779
291106
286299
297950
291050
284256
293266
292059
292810
297722
299808
290986
298947
300984
291732
299002
284485
292066
294832
291638
290534
282222
292424
290000
293502
280746
288253
279563
290156
291275
290540
298596
284357
300662
291380
295236
288238
274536
290334
282192
298460
279698
296485
301541
293310
287947
287722
299914
294137
290297
287100
289887
294211
285340
279159
285335
289666
284736
298321
286602
300607
291766
294275
284540
283676
282041
273845
283553
301158
280422
291881
292271
292899
288023
276852
287820
282404
301043
282205
288296
288127
294178
287235
294467
293246
289178
294305
290575
289107
291677
290625
289604
287864
288424
288118
284555
288075
294056
288448
280626
291048
291517
288958
301363
291992
299605
292406
301558
289439
299574
300665
294632
290635
296433
289746
290757
298945
288951
289619
292331
292623
287248
296268
301262
293640
289743
290205
293247
301307
294202
293410
293288
281774
293145
293165
294557
293469
277873
300376
289533
289772
279466
290716
296820
292278
291071
301374
290105
296241
291483
291346
299917
279726
288732
298996
287237
290407
289846
294216
289063
293624
280452
294828
277721
291324
282328
301199
288650
292394
290004
295416
292211
290840
298665
274365
287221
286745
288654
290003
293467
288730
293691
292455
290260
293676
283493
285742
282943
301995
281202
289628
284769
298258
289784
293619
300320
297073
290825
289033
283302
284512
299471
289980
302133
282295
282768
301749
284390
282339
298921
282519
300087
287409
282590
298005
298651
289432
290295
285722
290820
282045
289033
284560
296721
285970
289600
300555
288435
289319
300180
286147
284104
293869
299971
290871
287091
290326
279931
283527
286374
278869
284343
283415
296252
299965
300157
286227
274818
289721
293622
295789
298143
277289
288195
282687
282523
288706
284220
298823
281695
296873
282739
289961
288706
276337
299875
285270
276057
282577
300926
300287
282642
289251
276405
275896
289236
297783
296281
292696
284154
283003
282232
289288
282260
285248
296760
288733
299490
285983
286348
297460
292965
290412
289878
300332
288906
283335
302064
282028
284493
283467
282575
275537
290231
281758
298346
291077
284543
283872
295509
290080
299082
296690
289133
295207
282840
293681
285708
283653
281226
296634
278088
300455
276752
291928
285289
279819
301964
287838
287416
301438
275568
286052
281895
291976
296572
281124
292925
284173
283515
294385
275819
281477
290548
278157
283145
287515
285212
279843
274395
283814
294353
280111
275338
289248
279902
291764
281855
274078
279721
274638
291178
273537
293038
274492
290948
275185
292759
288838
282820
299177
297150
279252
276020
292076
290399
280445
300531
274402
290877
295820
284360
298085
298222
290084
291962
290764
282677
295016
279277
299304
293904
278630
284185
278798
286945
301096
283608
282336
287432
286478
273821
293235
282723
280421
275349
281138
291420
280999
282871
291623
282091
295950
282078
296659
294112
284465
294244
281992
282888
293083
283020
279814
297545
294715
291575
295570
279591
289245
278928
282685
295916
283830
285504
295093
280627
295488
283679
284139
283987
280976
283635
279943
293257
274149
281748
278196
298353
281348
282637
283251
274275
281549
273672
298419
280748
281958
282530
283978
282339
285265
282215
289188
282101
281033
300318
282687
280169
277275
279981
298044
281247
276972
280984
299945
276265
288341
293056
285109
294464
280077
291188
289599
282981
300861
289533
299646
290447
291288
284023
287678
291112
294178
289138
295329
296850
298165
297004
296812
295676
294057
295368
295931
295606
298116
296008
297083
296286
297370
298188
302046
291029
294697
295381
298888
296108
297582
294652
292210
301670
294135
296234
293754
283886
294743
287217
294533
299222
295438
301884
293755
289845
286882
298303
295229
283754
299348
290519
291565
284812
289792
301028
292281
290434
290117
291948
291922
298232
292558
291212
288749
289821
281857
290820
274875
292682
282723
290080
289435
292193
287604
290927
289978
291260
288894
280343
292871
291432
290687
290669
290636
290568
278634
292110
296372
290243
287172
293460
292782
291397
297401
292791
275405
300319
296161
292103
291104
289798
290091
290574
294466
289974
276996
294692
293826
290196
292490
295072
289273
291365
290071
290509
289751
289180
290091
294214
288498
297954
299386
301383
289625
286965
284030
296102
289930
300736
291287
282071
291083
282868
294832
289950
286922
295527
289029
299241
296397
288223
293667
291332
291701
289819
290036
292007
290794
289500
285767
288744
291259
291450
288009
292452
289305
301905
296782
295384
293954
297598
299259
292144
296648
295924
298193
296512
297897
297984
296093
294037
295857
301686
295781
296161
297114
295569
294905
293706
296951
294397
294170
300965
294182
296480
295851
295491
277720
294684
296538
293995
295910
290501
299538
291992
299937
299132
291873
297846
302010
291402
296476
275516
290575
298902
291489
291844
290244
295299
291914
291202
291420
289395
290472
299553
288268
289948
290467
289992
290337
292238
290360
296639
281732
290007
301711
296498
292349
296739
298180
290719
288147
299786
290998
293544
300649
295568
290818
301952
290773
291630
296531
291594
284158
293383
290926
289752
278403
285880
290031
297300
300691
300904
291864
273873
290198
291569
290062
286010
288524
290422
296466
289933
298650
289787
289259
290881
291194
289275
289152
295599
290787
288740
292996
292523
298401
295521
291866
289294
289053
291208
274773
290020
285406
287197
300311
290579
297329
289266
299076
301121
289021
297075
291399
287190
289716
284085
289266
298312
296397
291426
299525
292575
285394
286897
290992
293950
286958
296890
298152
294195
289776
295942
296588
295027
295140
295399
298511
296707
295333
296560
296649
294833
294367
296189
293589
295453
294322
295499
293797
297597
285987
295578
293308
296669
289646
289197
290061
290817
288654
290887
291171
290609
290129
288463
288875
289857
279026
298624
292397
290287
293312
284128
297550
289097
288159
291515
288200
297980
288347
290772
290611
293279
