br_inst_retired.near_call
64621
66097
63935
70073
64892
64786
69643
64108
67125
67644
70261
68941
69452
69677
68352
68255
65331
68172
67445
66300
68138
69519
67610
67735
67680
68706
69180
67030
67944
69533
67749
67338
69098
67908
68430
67984
68034
67877
67662
64255
67965
69428
69224
68410
67983
67775
68821
67080
67795
67394
67941
66400
67858
67482
66066
68135
67778
69892
67963
69460
67989
68321
65852
68396
68238
68180
65359
68799
68934
66361
67887
69640
67901
67920
67273
67892
69500
67819
67693
70276
67810
67401
67982
69245
68211
67577
66258
67636
67366
68024
67784
66582
67769
66779
66001
70268
68285
69737
69225
68452
67862
69661
68486
67658
69236
69316
69152
68175
67570
68812
67458
68764
67598
67671
68096
68056
68333
68199
69304
67405
66351
68287
70010
67457
67626
67921
66473
67448
69525
68070
67655
68879
68008
70035
70103
67860
69782
69719
68193
69858
69359
67894
64493
68152
67541
68777
69088
67740
68351
67306
67315
67157
64901
67665
67414
67911
66531
67862
67488
67058
65858
66989
69764
67308
67376
67129
66762
65474
67106
65052
67426
67410
66699
67646
65071
70139
67793
66038
68551
69150
65658
67543
66888
66776
66134
70237
65976
66085
70251
65790
68332
66047
66405
69915
66686
67642
66644
65823
67164
69238
64263
68756
68424
70316
68573
68445
67636
68724
67381
68496
67735
63689
67775
67190
66498
67919
67337
68342
67613
68041
67838
67786
70093
63728
69044
67449
68065
70078
69762
67515
67085
67840
69778
65796
69050
66969
67252
63693
67642
67312
67289
66411
67427
68075
70080
68157
66919
67747
67588
67460
67967
68754
68475
70238
68091
67761
67999
70172
66000
68131
67315
67839
68066
69897
70100
67330
66870
69634
69144
67235
69018
67116
67031
68337
67514
67777
67971
67436
68316
64919
68832
68753
67574
67618
68804
68260
66663
64332
68036
68189
67450
65093
67912
67844
67518
68620
66211
67808
66130
66466
65916
66353
70239
66298
64605
67424
69231
67109
68618
65707
69923
66957
67559
67694
67117
67408
70274
67425
66071
70167
66138
67485
67107
67886
65661
70072
68656
66028
66069
67586
69359
68506
65632
66165
67456
66801
70232
67207
70288
65870
68656
68134
66494
68792
68128
67731
68693
69465
67525
69795
69259
65850
66243
65683
66191
64583
66032
69993
67011
66622
67510
66910
68598
68197
65564
69050
67782
68186
67042
69249
65696
67487
66165
66501
66582
64765
65458
69693
66045
66186
64359
67397
68253
67233
67609
68271
66694
66075
67263
69104
67455
65830
69821
66682
66805
69565
67606
67175
68564
66340
67452
65788
68973
65518
69406
66425
67249
67667
64242
69522
70300
70220
68289
69585
67366
65983
66134
66308
69685
64437
66403
67690
65993
65833
68417
66327
66024
69093
67229
69986
67559
69761
64727
65582
65739
66037
68417
64296
67830
64557
68452
64566
65947
68991
65021
67203
69473
67196
68323
67721
70260
66796
68379
65304
66932
67772
66746
66678
67149
64628
64118
66062
64987
68605
64157
66153
63835
69084
65213
66175
66670
65880
63879
64467
64841
65980
66111
64070
69839
68455
66554
65642
64923
64597
63641
65168
68654
68064
64352
68966
67534
68349
66391
65258
66813
70167
69640
64955
67991
66739
69087
66487
66708
68638
69780
67485
64918
67154
64479
65530
64037
66836
65093
69539
64365
68260
63828
64570
68506
68076
64980
66716
68159
66219
67359
64173
66104
68127
66214
64780
63684
68197
68297
64826
66737
67943
65281
64637
65388
64687
70153
65280
66142
65419
65105
65811
68483
65315
65882
68943
65870
66755
69173
66412
69201
65514
68344
65768
68015
69755
67026
64278
68521
65550
68514
65631
66604
65862
66572
65096
66164
66195
69994
65117
65767
65687
69433
67511
65596
70255
67608
65395
69300
65646
66204
69459
65736
65015
63857
67712
70022
65084
64101
65785
64604
67319
65684
66134
67237
68427
69510
68237
68199
68108
64525
69457
67879
69215
69673
69838
69398
69768
68752
69121
69308
69552
69902
70091
68953
64378
69485
68650
69111
68941
70143
69098
69613
69962
69708
67975
68751
69705
69102
68146
69422
69190
69135
65902
69258
67631
68739
69307
67896
68508
67915
68211
68612
67637
68008
67409
68490
68434
67820
69484
67858
67235
63648
68618
67826
67886
68518
70228
67685
67949
68368
67967
68819
67706
63699
67753
64945
67497
66303
66786
67519
66116
68054
67842
67952
69361
67678
67402
67897
69558
67639
68226
68850
68290
68152
67637
68034
64450
65862
67866
65327
68370
