br_misp_retired.near_taken
10963
10959
11713
11669
11062
11038
11893
11048
11087
11373
10954
11768
11807
11853
11025
11970
11077
11791
11947
11008
11136
11262
11236
11160
11690
11126
11164
11927
11747
11503
11505
11667
11883
11860
11654
11831
11479
11103
11555
11593
11599
11671
11833
11705
11904
11919
11774
11708
11979
11697
11774
11960
11322
11921
11903
11084
11756
11824
11142
11805
11882
11890
11092
11869
11256
11723
11258
11579
11775
11923
11624
11800
11606
11890
11941
11621
11111
11979
11947
11643
11765
11514
11913
11157
11710
11380
11843
11657
11725
11739
11606
11389
11882
11830
11800
11837
11792
11967
11635
11466
11212
11621
11821
11676
11799
11821
11052
11816
11851
11696
11503
11612
11895
11734
11854
11709
11712
11488
11668
11841
11967
11565
11384
11684
11753
11407
11788
11891
11782
11661
11626
11825
11329
11975
11140
11932
11118
11204
11880
11332
11901
11391
11922
11794
11427
11570
11513
11145
11256
11541
11290
11269
11730
11798
11248
11394
11715
11345
11527
11080
11831
11208
11385
11925
11669
11934
11151
11932
11023
11850
11950
11934
11469
11525
11537
11352
11855
10962
11812
11599
11485
11465
11602
11304
11615
11831
11293
11609
11628
11788
11697
11854
11725
11150
11244
11288
11877
11248
11768
11452
11193
11256
10925
10864
11931
11022
11930
11766
11805
11960
11734
11874
11497
11712
11614
11829
11078
11416
11969
11187
11558
11490
11649
11038
11633
11497
11163
11678
11847
11137
11938
11762
11269
11300
11306
11951
11094
11604
11106
11910
11245
11407
11563
11728
11779
11900
11593
11803
11680
11593
11307
11772
11217
11527
11762
11761
11688
11943
11981
11923
10914
11978
11905
11517
11857
11758
11444
11356
11865
11414
11064
11618
11556
11599
11549
11779
11230
11960
11575
11689
11588
11669
11717
11336
11676
11926
11450
11552
11379
11938
11721
11987
11718
11339
11493
11458
11575
11727
11432
11699
11441
11146
11216
11273
11464
11254
11790
11868
11138
11954
11650
11467
11772
11707
11854
11140
11645
11576
11672
11472
11325
11664
11548
11727
11915
11953
11429
11732
11702
11795
11830
11770
10999
11354
11520
11960
11769
11920
11301
11715
11756
11458
11193
11957
11751
11272
11435
11781
11442
11641
11574
11013
11121
11734
11850
11129
11742
11559
11786
11701
11154
11582
11958
11356
11512
11500
11625
11236
11899
11936
11862
11774
11229
11701
11243
11801
11129
11428
11519
11479
11650
11481
11738
11843
11964
11549
11355
11831
11173
11199
11499
11939
11475
11506
11434
11242
11224
11530
11462
11086
11789
11265
11692
11836
11472
11452
11482
11561
10965
11329
11674
11666
11855
11977
11195
11299
11319
11871
11368
11407
11573
11765
11299
11554
11859
11706
11789
11264
11806
11894
11960
11793
11783
11863
11635
11831
11235
11669
11625
11629
11882
11807
11740
11929
11684
11597
11008
11192
11971
10871
11185
11824
11884
11444
11591
11972
11387
11479
11348
11202
11465
11123
11555
11219
10988
11209
11636
11945
11420
11623
11671
11879
11586
11798
11703
11777
11606
11238
11662
11887
11482
11756
11314
11637
11517
11484
11132
11519
11173
11492
11773
11005
11914
11736
11611
11671
11031
11917
11392
11783
11693
11940
11499
11455
11675
11909
11151
11542
11546
10963
11489
11757
11418
11695
11456
11736
11302
11720
11532
11841
11942
11340
11762
11217
11500
11802
11727
11752
10847
11868
11261
11138
11767
11350
11883
10971
11926
11887
11751
11543
11617
11757
11700
11928
11300
11406
11532
11401
11844
11650
11871
11351
11453
11976
11843
11442
11812
11687
11141
10894
11743
11103
11957
11530
11397
11759
11954
11523
11580
11887
11637
11560
11732
10949
11714
11650
11671
11987
11235
11492
11834
11814
11744
11300
11803
11499
11855
11532
11627
11941
11906
11880
11306
11359
11518
11555
11659
11833
11798
11903
11408
11785
11639
10904
11556
11581
11031
11520
11670
11803
11670
11954
11913
11982
11872
11475
11794
11830
11372
11672
11775
11697
11784
11559
11725
11825
11646
11544
11122
11437
11295
11900
11987
10938
11950
11588
11612
11827
11980
11172
11413
11642
11565
11074
11630
11628
11947
11967
11720
11915
11818
11579
11901
11729
11250
11818
11664
11449
11775
11944
11735
11955
11515
11557
11734
11513
11820
11385
11857
11348
11811
11767
11556
11760
11557
11739
11961
11889
11978
11409
11862
11753
11538
11686
11957
11274
11822
11922
11482
11304
11561
11671
11824
11316
11146
11679
11714
11293
11455
11483
11414
11780
11866
11722
11815
11385
11511
11600
11977
11525
11779
11210
11660
11693
11498
11986
11241
11728
11502
11633
11694
11709
11331
11232
11471
11942
11888
11440
11870
11775
11581
11825
11956
11445
11863
11927
10919
11717
11732
11810
11856
11535
11922
11401
11985
11511
11537
11683
11605
11688
11485
11985
11513
11408
11883
11918
11944
11782
11528
10966
11750
11583
11843
11914
11953
11847
11837
11681
11850
11818
11499
11904
11648
11724
11577
11753
11801
10984
11235
11893
11935
11267
11295
11751
11736
11609
11541
11470
11542
11483
11775
11736
11976
11876
11847
11379
11528
11853
11592
11309
11970
11518
11539
11896
11686
11792
11583
11555
11764
11624
11729
11695
11238
11894
11499
11759
11945
11595
11591
11657
11856
11775
11740
11865
11622
11823
11058
11492
11764
11525
11510
11968
11861
11648
11441
11557
11952
11882
11212
11808
11822
11904
11537
11874
11954
11974
11682
11575
11375
