arith.div_active
12207
13040
12010
12280
12058
12594
12903
12899
12884
12478
12493
12526
12156
13269
12133
12613
12943
12275
12373
12360
13017
12161
13227
13009
12778
12942
13114
12924
12508
12411
12589
12304
13142
12597
13271
12569
12303
12146
12779
12922
13170
12600
12793
12464
12242
12445
12740
12654
12975
12093
12881
12368
12102
12899
12974
12763
12713
13151
12152
12137
12570
12290
12382
12437
12273
12806
12396
12469
12022
12689
13007
12578
12607
12637
12675
13184
12350
12492
12788
12186
12663
12051
12917
12813
12592
12161
12907
12897
12236
13080
12427
12636
12032
12123
12545
12720
12670
12416
12602
12605
12975
12154
12520
12666
12214
12024
13092
12557
12571
12771
12096
13261
12629
13055
12089
12898
13237
12760
12870
13214
12848
12301
13187
12461
12435
12259
12751
12201
12200
13269
12820
12581
12947
12704
12062
12731
12491
12372
13086
13215
12472
12148
12913
12466
13059
12247
13134
12476
13100
13021
12510
12470
12275
12820
13159
12818
12819
12707
13026
12203
12982
12638
12902
12360
12673
12418
13093
12083
12505
12132
12317
12415
12676
12888
12707
12436
12496
12452
12581
13259
12682
13272
12567
13106
12580
12613
13127
13117
12111
12884
12389
12784
12997
12691
12103
12947
12383
12896
12639
12373
13007
12190
12360
12446
12337
13205
12890
13015
12822
12564
12924
12850
13254
12575
12736
12431
12342
12612
12443
12479
12483
13127
13064
12819
13125
12438
12943
13241
12328
12788
12377
12651
12663
12986
12380
12514
12364
12817
12766
12783
12378
13054
12610
12276
12055
12608
12083
12976
13209
12523
12649
12818
12609
12397
12630
12175
12123
12805
12678
12108
12142
12679
12572
12939
12760
13173
12505
12800
12306
12476
13060
12134
13174
12393
12700
12470
12252
13228
12092
13149
12207
12468
12370
13254
12529
12816
12943
12645
12846
12380
12320
12685
12958
12691
12179
13156
12784
12755
13273
13018
12326
12684
12383
12031
13239
12817
12538
13207
12735
13016
12375
12068
12268
12212
12827
13231
12291
12682
12984
12966
12373
13019
12298
13066
12668
12418
13142
12584
12913
12681
13062
13005
12617
12970
12250
12529
13008
12804
13064
12237
12457
12552
12753
12377
12414
12450
12493
12713
13069
12778
12068
13162
12212
12102
13076
12586
12600
12153
12869
13036
12800
12213
12513
12616
13207
12736
12483
12310
12524
12662
12864
12670
12729
12610
12977
12764
12773
13220
13189
13044
12341
13025
12197
12967
12265
12561
12545
12705
12740
12025
12466
12859
13214
12393
12588
13258
12155
12993
12785
12484
12073
12078
12884
12020
13008
12813
12793
12211
12465
12774
12688
12717
12905
12327
13015
12489
12559
12902
13239
12724
12393
12057
12362
12965
12970
13099
12060
13187
12673
12877
12312
12932
12341
12494
12872
12634
12692
13037
12826
12924
12876
12745
12140
12407
12369
12746
12735
12389
12791
12030
12169
13225
12904
12337
12555
12802
12572
12483
12796
12310
12493
12892
12229
13150
12014
12043
12890
12285
13046
