frontend_retired.l1i_miss
15616
16800
16002
15857
16807
16391
15482
16967
16668
15916
16637
17057
15976
15496
16024
16428
16998
16337
17058
15883
16878
15495
16641
16157
15616
15855
15917
16936
16007
15916
16757
16517
16336
16968
17057
16517
16938
16637
17058
17028
16763
16816
16848
15456
16394
16576
15976
16661
15436
16364
15706
16307
15529
15496
16343
16532
16337
16096
16156
16005
15617
16908
16665
15616
15734
16217
15616
15915
15978
16757
15735
16216
15887
15676
15796
16187
15846
16367
16367
15736
16818
15826
15677
15557
15609
15737
16187
15571
16128
15763
15975
16457
15556
15946
16934
15666
15585
16246
16577
16928
16217
16216
15811
15766
16272
16208
15917
16006
16697
16292
16577
15501
16593
16257
15739
16936
16899
16728
16398
16989
16875
16937
16547
16719
16730
16952
16816
16683
16577
16007
16700
15466
16333
16216
15785
16424
16337
16458
16578
16517
16629
16967
16638
16458
15665
16006
16508
17059
16549
16896
16096
16036
15616
15436
16335
16218
16326
16187
15516
16699
16097
16397
16488
15796
16517
15857
15495
16277
16157
15856
16056
16427
16157
15664
16457
16128
15946
16637
15574
16487
15916
15766
15937
16879
16157
15493
15766
15887
16096
15527
17058
16093
16096
15737
16398
16845
16590
16488
16156
15845
16067
15977
16951
15673
16607
17044
16248
15496
16998
16246
16006
16448
17056
16546
16007
15616
16457
16890
16096
15998
15734
16035
16727
16788
16006
16354
16458
15976
16247
16756
15711
16644
15694
16039
16402
15969
16336
15463
15645
15693
15675
16155
16478
16035
15616
15526
16457
16337
16128
15796
15767
15766
16625
15796
16277
15949
15496
15610
17058
15825
16487
17051
16127
16247
16026
15948
16763
16547
17057
16608
16399
16670
15486
16094
16036
16158
15899
15466
15764
16757
16990
16546
16277
15637
15586
16261
16997
15459
16216
15647
15661
16457
16509
15706
16142
16065
15557
16639
16082
15917
16937
16006
16816
16607
16758
16667
16996
16121
15677
16757
16754
16520
16509
16697
16938
16273
16337
15936
16999
17026
16700
16746
16668
16905
16877
16728
16277
16455
16910
16608
16458
16727
16817
16006
16573
16998
16813
16938
16758
17057
16523
16455
15555
15797
16067
15495
15797
15996
15616
16036
15857
16697
16427
16877
15886
16487
15676
15856
16265
16850
15646
16098
15510
15796
16697
16156
16158
16837
15646
16607
16758
15526
15856
15826
16818
15797
16907
16877
16999
16936
16636
15916
16998
16551
16549
16699
16941
16217
16249
16337
15662
16007
15974
15977
15706
16367
16396
15586
15856
15737
16953
16576
16998
16483
16338
16880
16306
16571
17000
16998
16216
16818
16878
16667
16936
17027
16371
16426
16637
16546
16814
16757
16910
16681
16817
16872
16877
16574
16907
16575
16333
16337
16487
16726
16939
16848
16298
16667
16426
15544
15497
16277
16036
16156
16425
16473
16937
15496
15784
16034
16637
15616
15766
15646
15436
15559
16067
16263
16519
16547
15918
16156
16517
16276
16697
16635
16698
16998
16906
16926
16305
16027
15888
16006
15676
15617
