idq.mite_uops
590019
601867
604623
586566
618644
598163
588625
591846
598797
615205
586402
608530
583707
584477
585730
597769
608590
613646
618700
609401
603436
588411
589129
592102
584651
587359
602472
575451
579122
571130
571544
574796
571743
594638
617860
622247
576132
577087
593498
567140
591612
582021
579928
618313
617123
585204
577550
610824
614653
604396
574152
602095
612561
565998
577429
619131
574701
590398
573525
574477
576489
588467
587993
575561
569580
604306
589228
584266
580301
588142
584888
593836
616788
589107
572292
577665
594059
577346
585263
591835
589412
596471
578730
601315
605309
570351
587515
610077
614466
591763
588767
621966
597678
583268
602359
616502
572134
572962
582182
611805
582843
620449
604533
571705
588601
605497
568692
591210
600101
596005
587099
611676
585528
588533
594713
569581
582890
618049
621611
621544
570773
576031
577639
599614
608659
579118
604146
589304
572281
605660
580054
580124
601471
584299
597245
591435
584875
603486
604914
592424
585659
590188
604792
614243
572119
580980
575052
605090
603338
615999
572928
572085
568043
578196
599279
594808
602065
572784
620232
605622
622569
581330
596396
568160
577328
587917
595435
618311
579436
595090
581131
570127
609275
577603
593647
611540
622154
597280
575493
598637
577035
619762
597102
587589
572905
576437
595415
587464
580351
596288
578910
572179
615620
610505
584406
594752
599142
620494
600916
578045
583879
569158
586442
577040
593394
589278
620802
574701
566066
569864
615420
618099
594209
596357
600574
596696
569916
581488
592619
611550
601584
582557
603419
574907
576966
565448
588128
570995
564921
568318
584993
573688
616247
592800
589002
568133
586484
576141
568438
581816
596303
620422
595445
595549
606012
579199
609723
578730
603705
575711
577255
599352
614158
583340
581421
569773
590123
588183
582897
599801
599949
579310
610030
608267
586863
594778
577926
606631
574530
606217
613807
592146
581083
587485
587198
578809
608612
592745
596239
599432
571461
606758
594974
589694
597812
578170
585356
583198
565969
581781
598083
578944
581051
609236
577379
589109
593904
576217
611697
592596
593846
601490
582274
576108
600289
575381
594673
599374
588861
607578
589058
607241
603432
586440
600733
590605
581693
577874
569791
579090
610903
570629
593342
594950
566821
599566
588165
618567
622044
571212
606384
615741
577419
585808
573213
567986
573007
576854
587205
608135
580490
576594
599166
576853
578430
574676
585707
594996
592028
616343
570921
569261
613000
608017
573539
603239
577938
612882
592740
575530
603467
618015
585319
622954
594774
597102
582861
610936
576284
619537
605341
576067
611396
608373
573443
588731
613479
591842
572533
582089
607032
579649
571096
575064
613520
597313
605666
594282
592970
596560
584686
620790
610263
579852
599120
608133
576367
580534
596829
581600
575973
581393
580546
578538
602260
583042
586418
593242
578174
586567
592436
567164
616333
599809
582679
602414
584163
575392
589310
580651
590640
578403
602274
577007
597662
564826
587801
615268
593520
575142
569911
575673
579879
568204
569075
601943
569487
572808
619656
567444
598439
583554
621441
617768
590278
574041
585291
580515
575406
620004
598222
621231
593754
614548
607620
579182
579157
574629
592446
586446
596332
579703
610256
583028
583048
592251
597629
582170
569729
586217
569720
574927
607136
587653
570896
570396
594590
578177
582332
570195
582404
604094
586519
614458
569729
577333
583266
598513
588845
598649
605093
619452
584597
587379
601333
598308
582067
610370
576039
592379
616393
598301
588546
587836
590306
589310
576123
614920
575567
599598
598133
571612
572729
589217
607557
593500
614184
611097
615336
579406
594206
587998
596129
586892
580630
575810
602825
569742
622115
595453
591620
617517
595618
612161
580196
575041
573001
597609
572347
616912
596519
583449
619574
573916
605671
572300
573294
574342
603088
568416
607503
575834
564565
605615
619022
574177
601799
588390
591686
564835
604350
609947
589170
573676
568436
564456
599225
581886
586092
612773
612785
602358
607352
588139
618174
611583
616672
609264
576258
594469
593949
576653
606696
622211
601818
595819
573030
572702
572106
575769
623118
583899
610290
573970
622696
590546
622925
582985
595106
579879
573181
622457
576471
611770
597714
586626
574888
600841
574326
606370
612648
595407
587530
569254
566707
590569
575579
566776
577374
577239
608796
575550
568174
574238
583218
586740
595427
576691
607652
581577
584679
591245
572845
584664
616118
582565
569678
577596
572582
577114
577704
589800
586000
599692
620021
576123
569722
570965
570372
568094
569185
572954
580056
576437
607697
579815
570907
594582
576123
573023
580524
569497
596997
566236
580262
568062
591648
580139
590514
603922
599810
582378
587042
566840
596676
578825
610000
608790
608632
612989
579286
565338
608326
577283
583568
599567
580798
584629
614445
597000
612678
617170
593498
590092
573366
586979
576481
580321
573129
589957
595377
590466
601917
616832
595956
619017
594484
605315
613417
586751
564747
582590
601883
620932
582725
609693
621677
614427
596643
607808
612716
583371
570502
587396
610460
570753
586558
578051
606096
585070
578813
581595
583097
618190
580686
601623
585024
588355
574224
599980
580593
608080
577553
612482
608521
583495
599055
603705
602180
622385
617356
587562
587543
592737
582988
612898
588717
599611
576651
565416
587850
577979
567050
602915
577871
584201
563925
589151
593670
576790
590527
581378
568637
579091
584153
575542
594272
573983
570716
614876
613567
575362
570865
580586
606813
610215
613033
616165
607976
574810
576186
605795
584547
618526
570007
595620
621627
574391
607892
605386
583420
581413
620485
594472
592406
601073
585556
575317
571530
606125
592079
615350
586349
573598
574611
593017
580688
572614
574464
614579
620735
619774
617484
603876
587049
610721
599847
579545
590901
619462
583768
581020
597825
588288
613038
593655
587684
579160
612311
585927
606096
580981
579137
590178
580968
621006
611758
575567
579352
578382
581472
571852
593217
591606
593921
577577
605893
584570
590241
593705
570383
585691
596073
