idq_uops_not_delivered.cycles_fe_was_ok
256538
255502
252782
266299
268052
262607
249339
249822
268098
246831
262714
245981
251912
248643
252585
251131
256225
250626
269963
252102
265342
250708
249009
246056
252384
251250
256851
253819
249013
257009
246675
249649
246700
257955
258951
256602
246840
262227
245594
262314
248493
264877
263568
252499
270070
256507
266536
246888
259876
258204
247926
257119
257984
250408
260450
252008
252421
250120
261975
265795
266500
246558
252401
249667
245069
270011
249219
253110
260463
245365
264088
262313
257655
258670
260724
253107
268197
251089
247261
265332
247482
245324
246640
251416
254151
268909
257682
262040
246433
248708
249152
269614
246588
254157
246476
264826
246579
265040
245141
254929
247789
255575
251312
253106
246290
246730
268403
256397
258989
251692
258358
259930
246772
259831
244905
257146
250237
253860
265976
246833
246677
262170
249051
257069
260574
270543
270466
258921
262712
263086
261359
244919
257147
255638
257326
253996
250226
247368
247087
258092
260837
262074
261152
266621
250486
245152
258704
264322
249172
245501
268060
249284
258938
253864
249134
258736
248240
247632
251393
252903
265169
250764
270324
257850
261310
249075
263674
263000
259670
255182
255036
251929
259939
261513
266934
250591
256820
255889
261454
269688
251776
269660
254595
253174
265164
252839
249211
253112
253137
256466
259055
248707
248304
256153
265008
259049
245509
263613
262192
245299
245963
252288
259908
258064
258513
248473
255541
253439
249366
263302
257838
260604
245951
253070
247128
256399
269827
256232
267494
256570
259506
246878
252186
246759
268028
247686
261315
248043
261240
257853
251802
250301
251242
265635
249549
263883
268925
244924
255304
251053
261215
260935
249395
264702
256965
251993
263031
251288
247273
249857
250444
248932
246869
251711
252191
258705
260650
247632
265214
248532
256968
249746
262674
246777
254295
260841
258043
264655
250293
248542
247941
259517
258222
254143
252475
250246
244958
269398
258885
255381
259603
267626
254860
254462
264882
255347
255527
268083
270001
270294
247049
268698
245890
255057
262624
261194
247222
267060
262533
257537
262082
246280
270238
253600
263176
246170
256611
254403
255905
262960
249013
265376
249559
256030
258662
252655
256294
249782
257394
250121
256825
246041
253625
248060
250897
264408
258209
248093
260313
250421
260687
251931
245465
248092
248919
254130
247577
247210
252040
245949
254092
249124
263012
254365
268058
266733
245908
249397
259203
252705
252100
262193
256762
249409
245680
266139
251668
251118
249240
249951
258526
265145
247802
248618
262591
269604
245444
245599
248916
261148
269408
256242
252499
261391
252208
251646
264835
257508
270110
256074
268779
256667
266244
257672
263289
247328
262793
250689
266434
254476
263110
259680
269349
263668
253007
255979
261602
248740
257636
267700
258137
247346
259083
256480
247543
248023
259486
248770
264251
268220
256872
249215
252295
245557
249094
266160
245560
245537
244913
264570
270598
259685
257300
257148
265006
263899
248786
246352
256894
263214
264701
258314
247325
254784
265775
247394
261969
265759
263958
250210
251946
265673
256414
264525
258758
247552
267894
247707
249924
247685
249855
245672
251114
247194
267184
264063
245047
250479
268082
247606
244936
266627
247739
248396
267180
259750
257845
255075
267365
245765
270228
262313
262827
257726
246562
251905
254214
248772
258518
263713
263823
248129
258533
249406
249721
253313
265675
250443
249144
264703
262333
260724
247367
250415
248878
265684
249138
264167
260508
251001
255531
246990
257496
258000
254122
246337
247808
254184
259949
261112
248541
249792
257757
260420
247265
261124
253855
250255
250405
252509
258015
264787
259292
258862
257806
252201
259322
269209
263848
246595
244946
248328
260114
254031
245974
248090
261780
247039
246157
245973
263943
252283
258642
270107
248228
255251
255672
255706
260194
270270
247471
248932
255557
255273
257689
268850
252031
255624
249774
265126
253865
248499
267072
253578
249868
267808
258455
266003
259730
270089
259151
260779
265390
261447
247626
261243
258360
256073
265323
259551
