icache_tag.stalls
29718
30028
29506
29382
29278
29377
30076
29107
27957
29662
28215
29862
29457
28147
28746
29498
30247
30687
28317
28677
30628
28326
29396
29584
28271
30629
28145
30778
28664
29737
29695
30086
30537
29183
29379
28847
29640
28929
29530
29192
29910
30604
29774
29354
28804
30416
28581
30008
29217
28787
28886
29207
30815
29232
30672
28976
30618
28676
30768
30217
29206
29194
28817
29277
28764
29547
29416
28996
29828
30226
29627
28245
28697
28507
28534
29248
29908
29426
30578
29397
29364
28124
30418
29302
29227
29409
28796
29247
28591
30798
28186
29437
30324
30788
28801
28380
29086
28085
28766
30330
30302
28508
28427
30230
29267
27954
29387
30077
27932
28126
30089
28069
28841
29437
29827
29140
28650
28367
30512
30307
30028
30186
30387
28346
29788
28336
29460
27976
29049
28039
30331
30568
28778
30770
28467
30591
29166
30067
29125
30449
28698
29496
28242
29708
28276
29717
28767
29768
28987
28868
29306
29436
29415
28735
28900
29027
29473
28332
29625
30025
29096
30168
28601
29408
28998
29856
27966
30478
27921
30762
30758
28519
28077
28316
29337
30068
30159
29408
30387
29039
27957
29697
28899
28447
28666
29998
29186
28006
29981
28607
29798
29250
29237
28126
30001
28368
27926
28256
28927
29428
29166
30210
28391
29096
30215
29038
27931
28047
30619
29134
28576
28335
28320
29769
29776
28156
28767
28746
28170
27946
30430
28657
29207
28375
29180
30194
29049
29047
29256
29330
30011
30628
30397
28065
29755
29608
28035
28225
28957
29885
28795
30652
28644
30401
30442
30078
29297
27945
28707
28466
30188
28238
29585
29747
30300
28487
27941
28566
29727
29855
