mem_load_l3_hit_retired.xsnp_fwd
157
165
165
165
157
157
157
172
165
157
157
172
157
157
165
165
172
157
165
157
157
165
165
172
172
165
156
156
163
156
163
163
165
156
170
172
172
165
157
165
157
172
172
157
165
172
172
172
157
157
165
172
157
165
157
157
157
157
157
172
172
157
157
172
165
172
165
157
165
172
157
172
157
171
171
165
165
157
157
157
165
165
172
157
172
172
172
157
172
157
172
157
157
165
165
165
172
157
157
172
157
157
157
165
157
157
165
157
171
156
172
172
163
156
165
165
172
165
165
172
163
163
156
171
163
171
156
156
171
156
157
157
157
157
172
157
172
172
157
165
165
157
157
172
165
165
172
172
157
172
157
172
172
157
172
165
157
157
165
165
172
172
157
172
157
172
172
172
157
172
157
157
157
157
163
171
164
156
156
156
171
157
157
157
165
165
165
172
157
165
157
165
157
157
157
172
157
157
165
172
157
157
165
165
157
172
157
157
157
157
165
164
157
171
171
157
156
163
157
157
157
172
172
172
165
172
165
172
157
165
165
172
157
172
157
157
156
170
157
172
157
157
165
165
172
172
165
165
165
165
165
165
165
172
165
158
164
157
172
157
157
157
165
164
172
157
172
165
166
165
157
157
157
157
157
165
157
157
165
157
172
157
165
165
172
172
157
172
172
165
165
157
172
172
165
157
157
157
157
172
165
165
157
157
163
171
165
165
171
156
163
163
157
165
164
157
172
157
165
157
157
157
165
165
165
172
165
172
157
156
163
156
172
171
169
172
172
165
163
157
172
165
157
165
157
165
165
157
165
157
165
172
172
172
165
172
172
157
165
172
165
165
172
165
157
172
165
165
157
165
165
157
165
172
157
172
172
157
165
157
157
172
157
165
172
165
172
165
165
157
157
157
165
172
172
157
157
157
165
157
157
165
172
165
163
171
156
171
171
156
165
172
157
165
157
172
172
157
157
165
165
172
157
172
165
172
172
172
172
165
172
157
157
165
157
157
172
172
172
172
165
172
157
172
172
172
165
172
157
157
165
165
157
157
172
157
172
172
164
157
165
172
172
165
172
172
165
172
172
172
156
171
156
171
172
156
157
165
172
172
165
157
172
165
165
164
156
171
156
164
156
156
157
172
157
157
172
157
172
157
158
172
165
157
157
157
157
157
172
157
172
165
157
157
172
165
157
165
157
157
157
157
157
165
157
157
157
165
165
172
165
157
165
172
172
172
157
165
157
165
163
156
163
171
163
156
163
163
157
156
156
165
172
157
172
171
172
172
157
172
164
172
165
172
157
157
157
157
165
172
165
172
172
165
165
157
157
156
157
164
164
156
156
156
171
163
163
157
157
157
157
165
172
157
157
157
172
165
172
165
165
157
165
172
165
165
172
165
165
157
157
172
157
165
157
157
157
157
164
172
157
157
157
157
165
172
165
172
165
172
165
165
157
165
172
157
165
165
172
172
172
165
157
157
157
165
172
157
157
157
172
172
157
165
165
157
172
157
172
165
157
172
171
163
172
157
165
165
157
165
165
172
165
165
165
172
172
172
165
165
165
157
172
157
157
165
157
172
172
172
172
172
165
165
172
172
157
157
172
172
165
172
157
172
164
165
172
157
157
157
165
165
158
165
172
172
165
157
164
165
165
165
172
165
157
172
165
157
165
172
165
172
164
172
172
172
157
157
172
157
165
157
165
172
165
157
157
172
157
157
157
172
157
157
172
172
157
172
157
172
163
171
156
165
165
165
165
157
157
165
165
165
165
172
172
157
165
165
157
172
157
172
165
165
157
171
165
172
172
157
157
165
157
