mem_load_l3_hit_retired.xsnp_fwd
169
157
157
157
158
164
157
164
164
165
164
165
156
156
156
172
165
171
171
165
172
157
172
165
165
165
165
156
172
172
165
165
157
165
156
171
156
163
171
163
171
172
157
157
157
158
165
172
157
157
172
165
157
165
157
165
157
165
157
172
157
172
157
157
172
165
172
165
165
165
157
157
157
157
157
157
157
157
165
172
172
157
172
172
157
172
172
157
165
172
165
157
165
157
165
165
157
165
157
165
157
172
172
172
165
165
157
172
172
157
165
157
172
172
165
172
165
172
165
172
157
165
165
157
157
165
172
157
172
157
163
163
163
156
171
163
156
163
171
163
163
163
157
157
172
157
165
165
157
157
165
165
165
172
165
165
157
157
172
172
157
157
157
157
172
165
172
157
157
172
157
165
172
172
165
165
157
172
172
172
157
172
172
157
172
157
165
157
157
165
157
172
156
171
172
172
157
172
164
172
172
172
165
157
172
157
157
157
172
172
157
172
157
172
157
172
157
156
171
157
157
165
165
172
165
157
157
157
165
172
165
157
165
165
172
157
157
172
157
172
165
165
172
157
158
157
157
172
165
172
157
165
157
157
165
172
157
157
165
157
172
165
165
157
172
172
165
165
172
165
157
165
165
172
172
172
157
165
165
157
172
165
164
165
165
172
172
157
157
165
172
172
172
157
165
165
165
165
157
165
165
163
171
156
156
156
156
172
171
163
156
164
172
165
165
157
165
172
157
157
165
165
172
172
165
172
172
172
172
165
165
165
165
165
157
172
165
165
157
157
157
165
172
165
156
171
172
156
171
156
163
171
156
156
157
165
157
157
157
157
165
172
157
157
165
157
165
157
165
172
165
165
165
157
172
171
163
163
164
156
171
165
157
172
157
172
165
172
165
172
157
172
165
172
172
157
157
172
165
172
157
164
157
172
165
172
165
165
165
157
172
172
165
165
165
157
165
157
165
172
165
157
165
165
157
165
157
157
165
171
157
157
165
165
172
165
165
172
172
165
165
165
165
172
165
157
156
156
156
171
163
165
157
172
165
157
165
172
157
157
157
172
157
172
157
172
165
172
165
157
157
165
165
172
165
157
172
165
172
157
158
172
171
156
164
163
156
171
156
163
163
156
171
171
171
165
157
157
157
157
172
172
165
157
157
165
165
172
165
172
165
157
172
165
172
165
172
172
172
157
172
172
165
172
165
165
165
157
165
157
165
157
165
172
157
165
157
172
165
172
165
157
165
157
172
157
172
157
165
172
157
157
172
157
157
172
172
157
172
172
165
157
157
157
171
156
170
165
165
157
165
172
172
165
165
165
172
172
165
165
165
157
157
165
165
157
165
157
172
157
172
157
165
165
157
157
165
172
157
165
165
172
165
157
158
157
157
172
165
165
172
157
165
172
165
172
165
163
163
163
172
157
157
156
163
163
171
156
163
163
164
165
172
157
172
157
172
165
172
158
157
172
157
157
165
165
172
157
165
157
157
157
157
157
157
165
172
157
172
172
165
165
172
172
172
172
165
165
157
157
157
165
172
165
172
157
165
157
165
157
157
165
157
172
172
165
172
165
165
172
172
172
165
165
172
165
172
157
165
172
172
157
163
163
163
171
163
156
163
156
157
157
165
157
172
157
165
157
172
165
172
165
158
157
172
172
157
157
171
163
156
165
157
165
172
172
172
157
165
172
157
165
157
172
157
165
172
172
163
171
171
165
165
165
165
165
172
165
157
165
157
165
157
165
165
157
165
164
165
165
172
157
165
165
157
157
165
165
165
157
172
165
157
163
156
157
157
172
165
172
157
165
157
157
157
157
165
157
172
172
163
156
171
156
156
156
156
171
171
171
172
163
171
164
165
172
172
165
165
172
172
157
172
157
172
165
165
157
165
165
172
165
157
165
165
165
172
157
157
172
172
165
157
157
172
157
172
172
172
165
165
165
172
157
157
165
172
157
157
157
172
172
165
172
172
157
165
157
165
172
157
172
157
172
