mem_load_l3_hit_retired.xsnp_no_fwd
97
96
97
97
97
92
97
97
97
97
96
96
96
97
97
97
97
97
97
97
97
97
97
96
96
96
96
96
96
96
97
97
97
97
97
97
97
97
94
96
97
97
97
97
97
96
97
97
96
96
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
96
97
97
96
97
97
97
97
97
96
96
96
97
97
97
97
96
97
97
97
97
97
97
97
97
97
97
96
97
97
97
97
97
97
97
97
97
97
96
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
96
96
97
97
96
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
96
96
97
97
97
97
97
97
96
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
97
96
97
97
97
97
97
97
96
97
97
97
97
97
97
97
96
97
97
97
97
97
97
97
97
97
96
97
97
97
97
97
96
97
97
97
97
96
97
97
97
97
97
