idq.ms_cycles_any
162379
161113
153658
161939
157277
154352
158933
160004
161989
156289
153601
147827
152341
157788
162654
151653
150898
153265
149860
160397
159895
153232
148751
154128
149140
150169
148830
157929
153316
153177
158019
152958
155366
154712
156247
156446
159300
157952
148040
152074
153494
152220
154116
147708
147679
156186
153760
158230
149135
154445
159789
159980
157654
161442
154830
150723
160861
159426
154496
154594
155349
151371
154056
147942
160972
153515
162157
153887
155964
158295
154898
156110
153926
150468
147923
155359
160350
154564
151348
155065
160394
160431
154292
153997
151075
162360
150582
154727
159206
160412
151093
150810
151342
158488
160131
154230
151822
157644
148593
160256
152778
160682
154448
153933
159181
153236
159493
149527
162056
151578
153126
150654
153915
152179
154563
154822
151958
153060
161804
153113
148355
153450
153844
147777
155488
154523
155354
159687
159472
148122
155805
156880
151450
156459
149004
161196
154307
151669
159954
153373
153126
150294
160055
154333
156503
158873
149021
152867
153733
156658
147785
160409
154744
152777
155317
154721
158128
153504
154311
161298
149903
148103
152629
152492
148229
160858
155727
161266
159142
155665
153821
160831
160610
157498
150768
154757
157872
160223
159075
150951
156558
150875
156822
158724
149526
149168
159278
155690
155699
154505
154918
156751
150915
160634
150587
160901
148038
153952
147639
153205
153792
151792
151836
152526
154620
159995
161422
160434
154812
150673
157367
152560
154403
154686
156088
151647
159115
150014
158411
159208
155097
153623
152381
162173
153833
154810
147670
161573
156736
160937
149939
162160
149159
158874
151396
155993
153828
160343
154001
148887
157811
149138
157241
160555
147938
159306
156777
158737
156699
149646
151712
158922
152689
155365
156371
159445
154210
149650
148790
147913
153975
158137
154592
150326
152195
162013
153826
155192
158868
155416
158611
155213
151635
152414
152859
153615
150323
158685
158406
162249
147798
155473
155301
147548
156791
151643
153828
149818
157837
154152
162123
154995
154769
152382
151432
158061
154736
157270
152760
150442
150957
153429
156921
153935
152532
160052
153492
153752
158879
153469
154165
156915
155568
155512
148012
156869
154112
158058
155668
155851
158739
159640
153889
156073
149366
148748
154289
158819
159697
154836
160970
153462
154577
150300
155876
161959
148236
162603
161522
151413
161537
154070
155571
161174
156127
150642
155528
156136
158019
162208
147765
151633
149749
156065
155102
161669
159571
154679
152143
155668
153041
160520
150564
160099
162080
156268
151861
151984
155635
157947
155206
158550
149808
157475
148208
154722
153753
160702
154412
152156
156325
162276
150504
155211
149117
155700
156468
159461
157144
153226
152062
152506
153455
156437
151780
149009
153704
151800
154856
150073
159087
152562
147602
161585
154054
161871
157151
156311
151798
153276
154224
159049
156122
155858
159035
150460
152466
147690
153580
153043
152738
161100
158155
158975
150452
148171
154068
154667
153197
160570
161210
152971
150414
156804
149483
155009
150394
153613
153147
153426
154107
153981
157458
161956
161087
153983
152995
153311
152849
147780
159302
154409
148023
154941
157465
154392
151538
148647
161080
157162
148589
154448
158325
162799
151241
153866
155455
159849
157315
151107
149320
154776
151659
152638
163056
152103
151291
151689
151274
154931
149000
156407
156985
155386
154828
159228
155045
162131
154796
153169
156294
154241
153727
149562
150349
158582
154432
151921
152627
161343
148590
153673
160166
155838
148782
162946
157754
161236
156014
148603
154197
152029
154476
149521
153732
151612
151101
155800
149900
158873
155146
154218
148302
159796
162271
151745
157334
161207
