dsb2mite_switches.penalty_cycles
14880
14716
15255
14839
15126
14593
15284
14160
15429
14741
14815
14203
14747
14098
14101
14090
14075
14910
14296
14567
14949
14703
14090
14587
14292
14983
14811
14678
14050
14038
14570
15165
15115
14823
14614
14176
14554
15305
14162
14378
14116
14374
13994
14444
14784
14352
14207
13985
14510
14652
14017
14811
14464
14370
14238
15248
14105
14649
14039
14576
14925
14285
14126
14310
14392
14034
14378
14055
14495
14909
14453
14145
14755
14431
14391
14875
14930
14710
14015
14482
15393
14063
14264
14830
14266
14461
14118
14305
14404
15009
14478
14249
15408
13994
14905
14234
15252
14946
15116
14403
14061
14528
14626
15164
14535
14482
14502
14359
14565
14733
15325
15045
15403
15332
14501
14719
14945
14939
14067
14262
14544
15215
15289
14553
15373
14351
14333
14588
15412
14553
14683
14811
14272
14566
14566
14682
15074
14710
15120
14007
14820
14504
15150
14782
14767
14334
14518
14568
14651
14924
14048
15042
14372
14962
14408
14634
14731
14062
14528
14638
14780
14595
14175
14994
14108
13984
14103
14824
15418
15378
14722
14517
14254
15215
14100
14878
14256
15019
14991
14911
14210
14624
14638
14925
14870
15133
14293
15258
13992
14720
14099
14301
14181
14409
14030
14029
14247
14250
14876
14491
14297
15278
13982
14191
14714
14062
15049
14387
14051
15079
14459
14936
13979
14868
14759
14082
14166
14341
14785
14334
15239
15032
14332
14055
14264
14656
14805
13996
14170
15382
14069
14261
14947
14465
14354
14596
14079
14139
14914
14125
14615
14400
14006
14367
15414
14452
15330
14503
14199
14685
14625
14120
14368
14978
14444
14499
14616
14352
14330
14310
14487
14115
14345
14564
14434
14817
14159
14718
14544
15219
14526
14539
15175
14108
14057
13983
14184
14757
14074
14553
15115
14815
14556
15416
14948
14680
15072
15168
14570
14987
14999
14369
14431
15067
14379
14223
14413
15075
15278
14422
14622
14917
14227
14632
14462
15158
14485
14211
14175
14165
14835
14112
14272
14483
15036
15022
14192
14818
14247
14326
14920
15138
14262
14272
14972
14953
14232
15400
14055
14391
14066
14465
14732
15112
15440
14766
15144
14935
14928
14723
14667
14051
14195
15101
14993
14197
13991
15254
14224
15435
14154
14267
14460
14117
15020
14229
14682
15339
14973
14124
14352
14496
14090
14183
14854
14090
14148
14296
14242
14391
14206
14491
14742
15444
14040
14744
14457
14201
14401
14805
14783
14347
14264
14516
14166
14752
15008
14441
14834
14934
14672
15149
15332
14679
14291
14673
14013
14108
14590
14267
14606
14833
13987
14408
15203
14048
14154
14352
14683
14080
14223
15374
14722
14808
14300
15349
14781
13988
15188
14659
14505
14567
14258
14826
14771
14392
14256
14178
15412
14336
14481
14518
14328
14288
14524
14667
14482
15096
14329
14313
14826
14163
14381
15009
14502
14241
14439
14314
14972
15014
14104
14346
14397
14242
14762
14165
14662
14969
14210
14127
15238
14135
15170
14009
15262
14297
14095
13993
14458
15265
14659
14108
15145
14429
14861
14542
14341
14182
15230
14649
14490
15132
15255
14016
14590
14622
14339
14007
14733
14947
14829
14005
14000
14205
14339
14998
14890
14654
15442
15381
14035
15155
14155
14211
14965
14975
14343
14028
14911
14131
14197
14774
14088
14162
14434
14860
14508
14656
14188
15433
14161
14080
14325
14546
14334
14752
14080
14853
14350
14334
14455
14182
14935
14571
15229
14473
14436
14912
14791
14276
14793
15240
14069
14091
14673
14821
15002
15286
15264
14394
14204
14371
14427
14675
14038
14728
14155
14413
14503
14485
14536
14941
14979
14017
14903
14361
14268
15336
14573
15408
14173
14919
14805
14853
14439
14986
14102
14050
15319
14952
14238
14282
15044
14181
14332
14450
14854
15425
14186
14504
15432
15360
14833
14341
14026
14839
14073
15176
14350
14104
14428
14947
14700
14125
14344
14959
15444
14271
14129
14013
14111
14229
14948
15377
15408
14933
14602
15201
15335
15182
14812
14445
14082
14308
15114
14547
14288
14720
14004
14488
14224
14897
14313
14245
15393
15029
15338
14023
14615
14510
14013
14988
14100
14925
15040
15438
14176
14387
14374
14813
15246
14556
15095
14002
14077
15346
14142
14943
14360
14240
14499
14143
14357
14847
14145
15060
14461
14326
14381
13992
14421
14124
14044
15083
15122
14198
14066
14387
14376
14173
14158
14614
15316
14597
14302
15081
14481
14164
14999
14178
14693
15052
14867
14838
14900
14598
14306
15290
14617
15045
15207
14141
14927
15100
14152
14604
14335
14994
14339
14752
15194
14332
14968
14316
15325
14839
14980
15245
14968
14630
15064
14119
14918
14817
14437
14130
14115
15206
15323
14522
15063
14942
14392
14742
14694
14913
14491
14624
15151
15447
14405
14764
15048
14876
14648
14772
15441
14251
15351
14436
14184
14186
14739
15011
14527
13979
14334
14348
14736
15062
14307
14218
15353
15106
14644
15142
14851
14798
14239
14861
14673
14329
14198
14394
14554
14177
14075
14537
14648
15255
14369
14160
14544
14871
14694
14003
15184
14315
14194
14879
14453
15180
14534
14027
15196
14689
14541
15365
14709
14221
14319
14386
14121
14623
14848
14439
14020
14441
14712
14318
14111
14244
14784
14867
15380
14571
14232
14097
14833
14452
15253
14015
15030
14806
14508
14479
14802
14946
14671
14813
14437
14344
14063
14632
14642
14209
14879
14607
14341
14379
14540
14623
14249
14615
15130
14474
14036
14040
14972
14486
14988
14956
14087
15262
14645
15180
14585
14303
14725
14525
14480
15364
15003
14371
15427
14952
14119
14296
15274
14714
15154
15068
14573
14226
14428
14742
15333
14229
