idq_uops_not_delivered.cycles_fe_was_ok
454469
420486
417701
439712
431866
453640
431297
459780
425234
432535
445700
435071
427987
424945
457062
447434
427533
440896
440740
428221
433229
417603
426783
436992
425948
431736
446852
426893
442770
419874
424419
433956
431618
419722
420040
455175
442978
423372
428702
433380
418632
433677
429147
427694
449766
423185
437542
436305
429932
429761
423876
423639
437708
432929
434861
428111
427259
426843
418145
420178
426814
436257
432575
430267
421990
432047
427091
420789
417909
446068
433155
441788
443526
426579
417471
420283
430467
419025
453026
418451
423596
452833
420824
435559
417548
447507
436786
438577
431649
420018
437653
443484
423108
428870
433256
444973
438113
430053
427918
441429
417756
431817
442682
453774
431680
427057
429239
430885
422201
425280
457913
450771
444172
426121
430837
424967
417543
445733
423664
432491
430334
419219
447690
451465
441625
425472
433215
423765
442211
425037
428146
418351
426749
435877
417786
425374
435057
418366
452026
450767
435703
439074
427854
424450
418795
444494
449359
450655
435807
422364
425386
426384
444665
429626
452714
424965
460192
422197
441307
437367
448572
430805
416921
454547
430900
426658
442599
442974
422677
421514
438379
446324
421001
433773
438876
426631
458488
436114
441152
425731
439768
418652
426516
423270
439928
430732
427849
447337
424344
419739
445182
425959
455918
433604
425917
419477
443393
423998
432829
440051
455956
421337
432429
440756
450314
424114
441924
435394
420863
442274
458346
439310
432676
437858
426744
423502
418682
437284
429336
432218
425615
453254
418356
424098
442884
419472
422740
440408
447255
421358
435205
453806
434989
435121
431036
420395
435957
434690
427963
443902
417683
422957
457535
442584
418269
434162
441151
424114
421878
437703
442325
428689
436029
433412
456165
420898
459084
419271
443176
434872
429098
445699
440657
432225
416633
435412
457311
421743
419674
444965
425921
430878
426672
419264
416616
435629
455948
437028
442245
436611
424540
433068
439615
423793
427777
417669
441829
445131
428327
452621
423422
426406
423072
433555
441265
423456
441290
420442
454863
434674
418563
432136
426903
417205
440387
443965
423050
440885
416743
443384
430118
419459
419654
420413
444459
420383
418982
419353
432787
422184
424529
428685
417947
431314
434991
418865
446365
428907
426596
420696
447318
424292
435621
419197
434184
426341
429572
422051
418161
447967
458172
420902
434288
418646
424797
430161
452977
439989
420119
449515
423742
427452
430365
419455
439917
417336
427854
421713
430637
434111
447515
458958
450365
433428
429303
418846
425982
424868
429154
416684
452403
436295
426664
428330
428881
431498
419361
417025
435676
430212
459128
436957
425776
434894
449998
427248
424753
446087
421404
424758
431038
427734
452303
417921
420038
444364
421567
440603
416847
417151
422948
454421
437353
440662
421726
422206
428819
430132
417295
435096
426306
430930
420861
442520
446993
425938
427263
416846
426515
428774
438195
435101
443579
434768
431808
419977
438304
420863
449668
422116
448004
418915
443005
423624
425059
423633
438103
427244
427466
432938
435124
445465
422834
448910
434277
424388
443691
425535
420066
456192
444655
436661
437562
440398
446791
417355
424120
450890
433506
421423
416810
419664
425295
440006
435788
451559
420011
425431
440431
450523
419676
424672
428323
434514
449539
451213
416619
423376
417316
452253
432410
439589
438517
436223
424988
417727
418642
443668
427551
428273
434205
456283
432018
427878
444283
431780
432248
431340
434383
429362
428067
440477
422348
441510
426729
438724
429028
421987
420274
436673
417655
427335
427202
456567
418936
427740
419827
430551
442687
434017
423579
457227
425808
456308
423366
420721
426179
444350
421243
427069
420240
436597
434351
421621
436483
422347
419926
429186
430927
416631
417863
422013
424706
431603
439166
426488
432969
454963
424316
455168
422384
443634
416844
433049
419416
430368
439362
418153
436048
441633
430823
426928
431855
433549
441220
457937
459063
452479
431254
454561
449096
428756
430201
427258
439449
431001
424060
453538
429388
422266
421365
435269
431216
419683
431759
430056
426998
456420
429822
439774
425125
455489
417041
455484
431685
457031
431127
433752
445352
421192
425854
417998
422044
443570
429711
442869
440570
420647
456070
420035
438739
437923
449761
440303
439366
418450
445964
428060
431988
439538
437914
422402
440108
421936
426242
429309
442651
439640
440087
416856
426466
445448
440598
416750
455965
437123
417086
449014
424278
459341
432450
420949
434633
422752
447743
421695
425422
430546
449901
429855
417269
423110
444858
429333
428027
427810
422236
422563
431513
450736
450542
434140
417873
417030
420842
429951
441352
420525
432358
427403
428489
421334
420278
422906
417645
419852
426138
429054
429482
432766
418053
419220
428796
455226
443669
442341
452322
433883
456804
430396
416977
438588
451241
417025
423313
434587
430756
430203
418710
441432
440730
419104
423201
425863
421680
433521
442142
432229
437803
427141
430924
436791
435173
433931
425732
417890
438485
438379
427500
422473
419233
428130
436187
425306
435553
428637
417302
429577
439585
436150
421907
423184
437225
423455
443031
419601
422115
444719
437304
427135
440994
424209
416801
444983
422368
420238
443479
455154
446822
418551
441190
417504
434249
448575
457401
418308
459556
445999
417050
438067
453347
452640
418666
424492
440774
424362
453133
441567
439018
433045
421008
426882
439432
453298
422712
418482
440030
424625
423995
429275
431016
423338
430032
441182
426303
443878
438797
452385
416944
418086
445125
438537
426867
430452
434492
425008
454998
448783
427594
452140
447264
445409
417387
420079
421213
441372
417689
426420
434166
417750
419248
446739
442715
417415
421823
437051
416568
419360
430216
426687
424725
417484
419024
418832
443253
426686
452648
430899
440424
430877
419557
434275
452228
426608
426766
433159
423485
443157
437156
442769
448656
437464
427800
430056
416627
425934
424261
427159
453909
420044
417565
420217
436312
417242
418095
422006
456127
433185
446658
438654
438626
430923
425636
435857
430294
426718
455679
449970
460167
448233
457719
430778
429106
426452
448867
431710
423784
417165
416939
437393
425980
450635
424514
440916
