uops_executed.cycles_ge_1
319075
313137
309100
312577
324934
299909
303463
317068
310197
323398
327821
312965
322850
310438
312273
322103
313322
315743
312721
321646
314884
314345
305650
308757
309871
315234
320284
317693
324002
306077
303269
299148
312869
302038
322679
320982
305893
315665
327980
303854
307174
318187
323988
300523
305746
322439
311302
321730
304833
307817
305827
312265
312119
318298
316536
307355
306821
300815
310438
317317
322784
311650
303948
316682
318072
301769
316908
311329
312337
313989
310302
314727
312608
318607
311045
298723
310940
306734
321377
326345
309745
310102
327270
305604
308425
312913
298999
311107
322173
317394
303037
309733
315871
315163
307628
306448
305173
317041
312409
321661
320785
312718
309535
300708
315307
312022
314837
319074
306180
305965
301461
298243
317658
303414
304378
314997
309067
318733
315374
311434
304086
317481
309084
304498
312675
319136
312464
308944
319351
307665
301657
312843
320112
316854
303408
310953
302659
304777
322020
316232
317576
313296
322141
303209
305808
309332
309848
329182
319232
316491
322330
306390
314422
313088
311914
325370
303082
305714
313356
319707
315433
321770
306985
320569
315457
302721
325666
311934
304540
299842
304375
308954
306523
322718
320982
314076
307647
308692
299608
308597
329324
319823
304345
305584
304640
308998
313264
308925
305751
325758
309950
301118
307584
316839
310455
307444
322532
313007
312114
321057
306891
303248
308782
320517
310068
311553
317042
313701
315423
303174
312882
316046
313016
309950
307790
304898
317664
319564
303916
308704
301410
304792
311107
314240
316398
313657
306690
298994
307919
304292
318112
312288
306095
307170
298204
325451
313523
302214
315448
307100
305198
317662
313347
321997
305372
308853
309636
322164
309183
318404
313619
298700
328076
299803
308618
306984
302248
321279
329063
322678
298483
306553
314601
305594
309290
317713
317225
311956
309496
298092
301749
316584
314960
306675
319714
312303
312071
314098
311785
310112
311048
316138
319395
322991
306502
308334
319025
300765
325439
312860
307355
299319
312180
310267
312377
305344
319020
308915
314126
299288
316852
305657
305530
308892
304506
308842
311968
304415
300238
308701
314326
328510
311830
306751
317037
307802
315555
311719
318000
300931
304157
309719
310019
305330
317291
313049
311199
311353
306675
308753
313899
316680
306418
307107
323819
306467
299529
305312
316100
321145
326627
324406
315045
314830
305654
323912
306795
316811
311063
310746
307618
308420
303586
310834
304862
307299
313230
327765
305136
311764
299473
316634
318193
308247
305627
308399
321669
313378
303215
300167
312395
299925
313418
316401
316446
303521
303588
306052
310088
308733
314132
320268
326319
312667
315373
312435
321294
313043
307908
308432
316885
313046
304708
306802
300423
302911
306590
308407
307751
327052
302956
301208
326262
317841
322678
315774
305197
304044
314077
316463
317104
315168
315611
313426
315973
311133
301790
313203
311956
314228
310458
307503
323004
299570
304400
312161
310340
311713
302394
315499
299925
304793
312180
306488
307625
315431
305618
311832
321864
309782
321954
320492
313275
301489
304626
319505
322048
307218
311141
310480
307811
310027
306602
306695
318747
308142
307989
316670
326784
318124
319361
299659
306230
301597
304254
319140
315733
317194
321866
314053
309709
304681
314024
309126
311295
304503
298315
308921
310673
307449
313002
324202
319956
300425
311962
322764
319876
298918
300811
309500
306486
310200
326381
313123
307102
307090
304920
316571
314000
305035
303422
300511
317272
306851
306366
319213
309735
299899
327953
310481
308866
303067
309545
304025
303640
314201
310647
309344
311824
300349
312572
321206
312380
305950
298235
310728
301640
310349
312666
308600
313886
320923
309836
318854
313665
312859
317461
299663
307397
298581
310688
308186
314226
304091
307076
299142
304515
307057
321736
316491
315666
311570
303458
305608
310469
317189
328697
323279
310631
306211
303341
318253
308176
307587
308245
303530
313418
308307
313879
307872
314994
312362
312506
320124
315657
324855
310896
306315
317826
315114
313306
308753
313125
319721
308037
313707
323372
308338
309055
306174
308807
328846
317080
313148
306525
301542
315868
313559
321389
320250
306037
313123
303603
314792
322814
313375
307961
304809
319884
299206
300991
314061
311882
311399
306415
302697
304516
319701
313144
306448
312531
311921
309250
317284
316024
298768
318699
299420
319905
309581
323123
304996
303914
304464
306239
322947
304139
303524
315846
305524
300101
309381
299212
318143
310212
315545
314869
302834
299587
311966
311729
312686
304702
319173
319059
312512
317007
305400
319337
306191
305987
322810
313226
309326
323559
309946
322837
307630
303098
300056
307243
314212
319969
308287
308327
309806
307067
300421
309894
308677
310889
306086
310685
324287
315820
308152
308478
312003
306847
316103
322831
304680
312726
325181
304929
320612
317124
322138
301138
312646
328393
309246
308117
313910
310603
317204
310537
315567
302320
315490
302942
310112
310173
313513
310446
319881
314817
312972
310757
313219
310054
317567
314607
305245
298615
314009
309704
323348
327219
312344
307207
303891
305805
322270
321920
304464
305212
317428
322783
309500
307533
319679
309739
317293
309446
302317
311978
327289
308105
305721
305145
301558
312204
316458
307561
319313
311872
314819
303003
306719
316852
316910
316248
314584
312262
316577
310074
315575
315775
308908
302816
301187
302548
317937
303124
304023
302950
316826
321196
318762
308525
310550
307599
327121
311343
312080
305013
304532
301724
303341
310493
305835
308120
305951
305242
316180
308638
310936
302258
314746
322610
308571
315225
312319
299798
308842
311427
313441
307274
299157
317896
308844
314190
317302
313563
309714
302626
301379
320727
314012
316235
306667
317553
298141
321816
305395
323891
314229
313793
307253
316261
311994
312998
311226
320622
315518
317595
298733
307679
307531
314252
314432
303941
314663
317102
325092
306588
317786
312468
301917
309218
301246
324801
303298
298827
306737
308036
308078
308314
313624
304883
324665
308827
308067
319483
311426
310184
305909
317328
298316
306543
311879
303264
303558
306391
303835
306314
322672
305621
308669
299914
304392
311680
312398
314847
304898
312403
306123
302783
304555
320377
317475
310758
299972
303178
316266
311874
315224
308652
306855
311223
308783
327480
311691
309918
306658
317904
302474
322684
323241
301032
307542
300737
308687
313881
310364
304856
303976
308211
320351
312612
314452
298178
309864
300654
310686
309984
318716
310460
303395
303384
311783
306188
321391
300263
306661
299932
306393
313679
303535
304155
317693
306530
305720
315215
316191
319167
320383
327567
308431
315585
310388
304019
305141
316786
310966
307818
308913
309183
314651
327520
301120
299266
313506
313429
320896
314324
311352
316399
321321
311987
308653
309986
308683
299408
302943
303839
318831
325232
304149
307182
320167
312022
320264
307386
302200
312425
301111
322186
314095
314424
316196
319300
305687
304137
316399
320132
310135
308738
310824
310831
323867
317456
307797
308005
305053
307142
316872
304655
316691
320101
315050
305924
307488
310923
324668
313645
313359
306845
315181
313330
318947
311267
299155
310553
306177
301804
306811
300233
312251
315302
304841
316576
319005
321356
314097
306646
304289
302762
311496
304027
305696
310298
316579
308802
314149
312607
311235
315380
307233
299057
305712
308370
313891
311866
312427
315344
324840
303609
304978
305999
312537
311096
320033
315182
309489
306027
308045
304005
319156
307425
309803
319035
304491
326532
310623
313268
307130
306264
304254
323704
307308
307355
304912
315479
305939
309729
316674
327719
327451
300721
315539
313142
308781
320211
313469
303928
308652
303551
314607
326293
304500
304770
304293
318529
308829
315165
316292
325201
315067
312472
308346
311146
306889
313252
308422
308227
305502
317190
305295
310152
300176
312491
321662
311691
323484
315747
299790
311371
313598
318049
304539
308490
300515
311930
316116
318204
309668
302133
310598
304663
325453
303346
302216
298505
306382
322244
315113
320831
323941
304684
315048
300649
310119
304457
315191
307928
304762
309473
301770
307546
318896
316703
313986
307612
302062
313155
318043
305471
325354
316409
305169
298229
306644
300256
323867
321229
306388
299794
305820
316031
315187
320169
328687
308563
307092
306829
303252
303015
309907
299411
307189
315357
310768
302636
323505
307275
304882
299235
305862
311975
313325
303064
301909
307566
319198
299617
306944
311890
318898
317224
327468
313218
313251
312577
301647
322673
309538
319402
316052
310958
307178
315032
320180
309025
317642
302708
313433
308645
298487
311412
325923
311600
312884
321147
314762
308367
311950
305525
318072
302568
318022
317138
323050
311676
321316
303613
305762
312269
308778
315560
310111
318227
314795
305244
328351
316769
312914
298913
326134
309285
323237
307576
301570
300380
304540
320863
306607
303302
305548
302978
307916
314314
319664
301701
301009
319737
310746
315939
317438
309711
311838
307037
315530
321772
303039
309838
308565
304868
311723
312313
311127
315037
311934
323074
316062
302483
307076
306298
314321
309578
320540
305151
310936
312860
326065
313466
304381
309199
314807
305684
307463
312856
309964
315793
313051
311668
306478
305714
311352
301632
313772
318302
308692
306855
328355
301465
315886
310694
319075
307400
313462
306894
314517
305895
305611
319239
314314
319994
307167
317621
321864
308016
314262
310687
309049
316348
318059
319111
313996
299769
310006
315341
322665
326975
305123
320272
309923
311363
306373
311878
318218
320682
310906
307448
305073
303912
319395
304289
306383
302239
302423
312918
316317
313494
299884
313023
311139
311341
322205
307223
303966
308741
314792
312544
308352
320128
312218
317427
312992
325887
313177
303077
309903
311754
323049
313259
304701
302499
319223
312449
309276
321346
302734
311254
311254
314590
298696
305943
309783
320279
328024
303647
316353
302395
309263
313219
304354
314589
310929
308859
313315
317137
317865
308700
299220
309813
307904
321565
309937
302138
318654
310852
310628
303759
312140
303514
306870
311723
305613
314350
319060
307678
303542
314584
307396
304548
308963
313554
318687
312162
298282
303830
298231
323700
311818
309903
303364
304800
324424
301485
306256
309543
301076
312549
317013
312114
298567
312886
302759
314273
322401
311106
305907
323271
302394
312824
316787
306855
314221
304711
309432
319159
314038
324591
310931
312886
305985
307539
319410
308116
312329
323512
320078
326827
306596
303874
305121
320863
314210
313946
315712
323040
311317
312770
312946
304642
302221
311744
314437
311136
308083
321341
312729
306534
312548
306362
306945
308673
316152
308412
313034
305292
317758
310132
314433
321742
298416
310090
309954
309875
316867
321503
302262
316763
314515
316772
302168
303121
308596
316872
307029
317589
305102
309732
308766
310203
321056
319752
308729
301794
306457
307605
311231
308241
301086
309945
316425
312736
308063
315402
311748
314266
315544
305403
309346
315192
314066
310832
310712
304415
308579
310102
309600
308755
317914
308934
304882
307182
303902
312846
315722
301213
298993
326604
317083
311479
308646
303889
321186
320831
314182
307970
303387
310260
321856
317806
304653
306052
320393
321120
314516
316491
306935
301005
321287
326413
309900
311086
305718
305644
326077
316631
312619
318929
313074
307596
314675
309819
311216
309344
311593
304930
314529
312920
317303
319080
308574
306989
305058
307380
309178
315591
312838
314719
320569
312843
301576
309410
314061
315415
316893
319699
302149
313637
310244
306255
327295
305275
311009
318101
300317
321447
322407
310472
302241
298606
314690
303467
319874
312687
303304
298590
315401
319449
318527
328866
306712
302489
301593
299299
312270
323512
310789
302864
320745
305564
300162
318256
306701
312329
302910
316397
314508
316509
307436
302852
325701
315688
315348
317556
319511
304248
311215
303998
303142
308463
317653
307630
302747
304868
302879
303256
306901
310354
310714
298225
301835
309794
298428
310558
317029
319043
310845
304602
303672
308797
308842
301797
323571
323525
299759
312454
308681
306240
307672
324238
312711
309101
309365
306799
306320
323050
318921
304207
316239
309351
306341
325801
323513
307488
315931
308775
312290
315359
319173
316864
316959
310047
300836
318597
312883
314854
322190
300295
305899
320977
311935
316954
313886
319626
303834
303167
302298
316076
303081
316959
311936
318143
313141
311946
300766
322064
301536
301283
324354
312781
313203
302715
308064
305955
304517
323584
309121
313628
304817
304867
309587
306429
319922
320418
306997
301594
300229
305829
315624
308394
302153
315667
315756
322585
310254
309832
309696
303109
302156
298699
315502
317735
301572
301313
304137
305689
326521
306464
298994
317395
301333
307202
314785
307113
300668
306784
306106
311432
317114
307499
312867
303250
317822
324396
315822
314249
319231
320915
304675
304676
315029
298957
299141
306692
310892
309383
308611
305192
314416
305314
302944
304203
317246
321687
304815
307522
314479
320674
323858
303028
302298
307985
316778
312661
314295
306495
307648
309628
305770
315420
305325
302633
310237
305793
309288
307114
320490
312048
310372
312410
316971
309630
324742
307518
303163
312885
305339
317438
303442
312356
312594
305454
302406
308787
312628
312576
299377
307453
317053
312901
312937
311837
306849
301119
313849
311586
303961
306451
312307
309625
303163
307337
317435
312055
307908
309210
320710
318369
305676
298603
307532
308796
309416
328666
310940
304569
302651
307275
307473
313924
316543
313738
307987
307407
303827
306775
311949
304695
302341
305445
304029
307653
325862
321234
310189
301388
304675
312956
306971
324242
319364
301741
307635
310900
314371
318136
316479
305241
311770
311429
302007
311082
317903
300038
311036
303042
314282
304336
308917
311168
304641
304812
307044
308267
311174
305340
299379
305162
300796
311458
322537
313653
306430
312131
318873
307598
311627
308271
309507
319015
319640
313210
305023
307820
315324
311982
316433
326992
326690
305121
314135
315032
325326
306608
301357
321602
323764
308649
319883
301125
307343
300781
323870
321615
306183
299822
305716
303186
306938
317484
314277
320355
318971
314940
309486
316038
307959
317398
314274
315596
308704
302035
304458
314016
323860
323718
311439
308004
309185
301341
309439
321649
313727
319353
300126
307286
309476
327503
314284
312150
315688
308530
303504
304905
319754
315413
314904
301658
310826
309641
323028
315833
318737
314787
305291
312622
304574
312577
301425
301837
314735
324437
313941
314863
320658
316736
307025
316211
319644
316816
312686
305469
314611
321375
320388
318776
318754
316809
318293
319730
310306
322132
309684
328255
317934
308441
314145
318586
312588
318892
318257
303206
302039
312981
309042
312908
307172
315089
300064
318396
317118
301133
312681
310050
327956
299079
317855
303356
319383
315218
314344
308367
308169
318495
315572
308473
314304
311058
302420
314763
308821
308458
313775
304469
323251
308688
323669
315216
308607
308559
308435
321677
308194
307218
308820
312564
311707
323456
314660
301331
313177
301813
310949
306317
324106
317532
304791
312431
310497
321659
319647
311838
311037
315948
300791
309074
312022
321387
305237
298671
305169
306720
308404
306462
301358
309889
302520
318540
325562
324509
306101
307431
309313
300250
313562
320351
307941
311677
301272
300633
319112
313348
309448
302345
328724
322205
306363
308846
306995
312610
302943
301922
314589
314438
311381
319833
308388
300906
314751
318547
319577
313407
322618
307399
307464
301728
306581
304036
315213
320467
311368
307696
306190
312887
308306
310232
313219
321285
312185
307048
302683
318899
323653
298622
309164
304063
299958
322616
311108
308313
311855
313743
306539
310740
310358
310907
313295
320437
306308
308533
302312
323254
311611
305802
307433
314503
302426
315558
309274
310206
320497
309211
316565
315411
318209
318334
320229
303331
324517
303480
308807
308428
313540
316693
303105
322094
311856
309829
310542
320980
324551
309186
301463
316421
321324
310890
300606
309586
305319
302517
316787
309195
304954
309545
320372
304360
311115
323470
315314
312877
308845
312557
311061
313612
307454
310278
316343
316061
304887
312567
316708
302054
301976
308634
309773
328581
315411
305713
306986
301646
316493
309177
322886
305102
313227
302140
321860
317692
319220
314377
310783
304373
305912
315384
324465
313726
308440
312025
308784
308246
320040
314367
309166
298799
303591
311086
306217
314471
314160
307863
307207
307833
325382
316107
304227
306021
304986
302311
300278
315077
327652
311622
308208
303852
307488
313096
303054
306849
307884
300633
316004
315121
309039
305186
311447
317151
307929
306296
309081
306143
317935
324783
313610
305659
316052
320246
307154
299516
308819
314924
306599
316450
313843
307258
309056
311330
308883
313255
301454
312200
310590
316723
323438
321671
327469
313779
309928
308774
303429
313649
318156
310469
306905
311806
314573
318750
302837
304396
304201
326149
310646
310613
316834
307636
302227
307695
324771
310742
308725
321002
307803
308202
319607
313573
325187
304890
300879
308528
317192
306804
306321
316434
310296
309226
314965
302569
302609
320197
313949
306521
305792
314096
319558
304546
302755
302417
309041
305086
312657
322503
313662
307859
300230
314548
322610
313877
303344
314522
314002
303649
304039
312173
307659
303947
322673
320979
319825
302502
310550
312159
327147
309094
307697
305473
312756
316484
310852
327367
308200
306536
299430
318007
302271
312085
322063
298433
308851
305478
300390
312654
309326
313098
301846
312235
322118
311183
323718
307942
299780
314194
303261
298572
300965
320740
319744
305023
320992
304902
309394
323285
320456
301780
322687
309788
311812
314869
310768
305399
315499
317251
313886
314817
308510
316855
311072
305913
317982
320388
304610
305988
317142
312230
317681
313625
313358
327544
311415
307740
309475
302411
319636
312917
314096
311278
306890
318603
315454
318049
318487
316977
324484
326868
306838
314467
302803
313041
298355
313472
319126
310024
311771
303496
307383
304537
310486
316886
311793
310944
298297
308488
312196
308416
308574
299896
303209
320452
318104
308774
313909
306393
301919
308483
300437
319049
328416
299946
306812
312696
309653
325024
317093
315101
300331
300044
308891
314464
309857
299365
311096
313358
307046
326363
312954
312305
312532
306526
304675
309320
319946
313636
316654
304469
313647
308992
309664
315685
303356
309242
316439
317353
312551
300868
302189
303611
320995
327063
319100
313994
314921
314757
309858
308033
311792
306630
321760
310639
318284
324513
314885
303943
316133
300332
306959
305281
311953
302944
317175
320597
319164
314632
326257
313824
316967
309929
306685
307260
310550
312240
299794
316144
307213
314851
311915
315185
319107
305774
307195
306645
312591
316908
312492
299996
311256
317834
300362
307743
310323
328720
305615
313174
306553
318598
318818
318265
322190
324838
303682
303269
311162
324307
319491
309711
311939
311182
311315
325524
314791
319664
316818
313334
304823
311075
320317
307716
314548
306624
309583
316973
304121
310041
314823
304756
314804
310063
322522
309762
311021
309999
305380
318220
326301
318358
308559
306526
307322
298103
308140
308563
306810
310697
303053
312218
308241
319875
316524
306694
306166
305744
318233
320473
306243
299615
314751
314565
320820
302946
307028
306849
309068
315087
322225
309099
304417
320096
309416
304236
327395
321560
308305
319590
314611
315990
310862
312724
314799
323300
313231
309571
303638
318497
312156
328665
317387
300783
312269
311288
312086
312564
310863
315430
323802
320861
307166
302318
303670
304610
321118
308758
316646
309438
303670
307613
327607
315595
303256
318784
305688
308483
317397
307273
313651
300474
305730
325422
318750
314256
324484
306606
313135
320648
313844
315259
303326
299519
317000
315359
313504
313608
307050
303424
