uops_retired.stall_cycles
713201
743234
734552
707624
745198
733896
766293
766460
711716
727468
764951
711359
773729
755325
751593
708842
761275
733658
727583
736916
739347
737962
742752
730738
738148
729288
743096
742203
744425
719629
759056
722315
719286
724129
713315
710095
724355
714904
727176
780825
779533
771252
733743
729863
737537
721879
719863
756003
723160
722550
714939
733253
739393
741642
722254
733340
725745
724965
750999
722129
715799
720131
724253
732200
723298
710182
718925
716533
718859
723116
741048
718019
754121
715699
713348
742278
707770
709132
713882
764130
779190
751705
772710
774852
751067
750886
718705
712965
758349
740608
730395
743907
716910
728093
716678
730375
716417
723264
713633
710774
764232
760732
779050
780813
768071
780381
731849
727849
732772
726064
719506
714391
716127
714309
744057
724376
723585
719586
746700
712634
714524
718329
717771
735057
768585
715378
711065
725194
729513
732299
715988
719847
734034
759453
731451
730254
750077
724900
772609
753086
729164
738717
741408
736238
737029
725037
757431
710134
732304
763277
715467
718732
737135
719078
715807
769060
725139
762427
763710
757813
760944
751311
713705
708704
714675
725157
757209
718031
728286
730335
739802
735208
738337
764687
739135
734913
750931
719801
720782
708380
716719
724341
713089
711878
722481
762472
707939
721382
731761
718941
709793
727812
726272
708850
717096
721900
739785
732683
738974
774648
780244
780455
775147
732719
707399
717153
720860
728275
732323
733992
720899
738391
731431
753233
746275
762196
780734
720796
737304
744611
749395
739727
750973
756572
781324
773068
746926
759705
764068
773107
769539
713122
717440
739260
721965
733663
758467
757543
773934
774122
780449
777737
780008
757837
746672
780009
765075
732754
771502
768728
779232
747438
742536
770912
756271
767303
735319
715266
737573
780209
778365
767946
726943
713327
716147
727034
720366
713163
741489
751067
754710
768592
759402
734058
722837
725086
762038
710838
751743
721511
719884
763974
759289
772960
777866
765412
770884
777565
724940
723943
725187
724597
723386
722161
715654
722427
757434
718904
779431
778772
765676
763942
750817
750366
777071
737335
758310
772416
767560
776247
722894
716599
720118
708666
723027
708461
719758
715868
731778
732674
764749
754690
718400
756589
743953
758718
773855
770808
755392
772632
768697
767089
728946
723153
741731
736145
724639
734375
734218
756335
771478
737348
750085
756964
740091
763178
759627
779175
764641
721621
713675
713819
722002
729142
712906
723899
729153
710903
707349
709547
717064
717625
749765
728659
765840
734432
749654
737002
781393
774871
767307
779771
768374
747599
722378
738916
713649
723321
753826
734081
722447
741513
728045
729118
735678
739719
735186
712889
719170
719583
722183
713583
707089
752196
761984
758275
772866
751335
726269
734497
735139
730520
736021
738988
711707
716033
727182
725160
720666
761582
758158
780441
722536
779175
720461
709829
710629
768118
723272
722510
737038
717092
710989
736405
737835
780062
778920
747168
712359
749845
777972
778159
775959
781470
769982
765299
764125
775426
763130
776628
777613
760894
758123
772714
764417
758467
764346
770397
779167
740665
773335
759138
772367
755180
721204
719336
708103
719493
720100
723194
712553
776575
746873
710457
720294
733045
733845
713613
734834
753245
720966
747528
740183
773507
763934
710771
727730
707706
712521
714345
740237
715886
707935
732854
734493
735959
731621
738820
730442
765114
733678
742106
734105
749440
726199
761259
721736
739100
715529
772986
751303
772563
749449
768137
731142
762771
720261
717776
756019
715647
708196
727601
768088
709094
733014
711193
741899
723441
726100
720378
747731
738206
772275
758812
722352
730536
756789
780242
757654
734416
737970
725539
727254
741899
718068
731836
722784
756655
710731
735492
765093
716429
713045
714784
740586
714777
724783
723876
722089
715932
713449
719119
721559
729426
748605
737862
738902
717920
729721
746378
749947
745139
743164
723378
725677
739640
724033
775453
768613
775835
770568
758203
733187
722900
723401
710354
736392
724739
730341
748519
766676
735329
739491
720686
712216
724852
720752
723637
721817
715332
774908
781061
775475
731190
725956
737794
749199
714803
729834
726158
727559
714975
736564
742247
736677
714796
717990
742156
730487
760862
735432
747950
732874
733440
760887
710217
742248
719862
715543
737889
746765
709001
738424
725176
707548
720192
707599
757166
720313
719178
726881
758660
742159
736136
752459
707102
711231
740441
759450
737555
763848
770808
776439
776788
757737
722101
718310
711525
737637
765210
715860
726426
737509
715324
713463
710428
740815
753799
726706
736550
722650
707257
714782
731034
721705
730494
738709
735923
722940
728538
731889
729918
742842
710406
728513
721083
707118
728884
720612
718523
721620
755334
772563
768603
736422
776912
734315
715794
726933
728082
723025
713468
734087
707893
733232
733431
726961
724260
725296
721932
727735
748640
776836
750070
749399
758305
727681
777112
748877
752074
758151
775414
772452
777722
752923
772395
760275
758659
756825
774883
767258
771732
715559
752985
779994
721230
766955
708777
719475
734622
734786
708742
722473
739841
742981
717238
736894
733474
713774
729703
709953
771714
765937
770837
778256
755372
780544
735524
738139
707440
716213
736878
733804
725473
760207
718842
715700
720369
724467
734631
729857
714432
707247
716549
710877
752606
732256
780498
729615
744333
711875
746290
765762
716253
720458
715998
751309
746921
736883
744982
731663
729072
730323
730854
725539
729018
764537
712294
716454
764076
743768
761273
762904
710261
733037
761863
778186
750445
774043
764667
731096
761753
778616
724897
730097
742925
732538
773167
716615
717132
712620
721320
728256
715394
724622
729394
740012
726644
711809
712186
742313
724957
727758
755166
764197
750236
733388
743026
721212
727451
721784
751608
733046
725103
725131
709606
714222
710134
708149
777228
772425
779926
747297
753616
755400
771114
766300
716188
713129
731181
766614
720682
713231
724345
776482
747282
720128
731079
773533
766552
776709
780799
743419
762450
741231
713837
714381
726188
731006
741405
716865
770200
739142
728728
712195
721728
735602
715229
718730
751768
736614
724482
728005
724586
727628
730965
726007
731917
739056
754510
708476
713262
721102
721623
715144
733709
732839
731612
739604
714285
715654
740782
733445
718170
720201
772449
735750
715954
720530
731779
708791
723483
737584
725892
728854
718211
729829
713211
732896
731031
736696
713854
729806
724436
729621
730046
732746
736918
719556
724168
743415
711358
728960
711131
707459
710881
732098
708657
727651
723638
719402
781237
741636
747319
779199
773474
733882
761180
753881
772544
777917
777613
766822
756002
779054
780910
768235
745877
738754
756854
712693
763938
732843
716824
722501
714048
713169
723398
732457
732868
733991
723349
742647
738316
752329
749421
724900
721239
716104
713416
714166
759374
748774
731266
774156
752796
761873
751221
777392
756173
737098
718732
739961
709449
722451
725175
716654
755705
720954
722839
740266
726245
772118
739017
745898
728232
725189
732606
717916
777841
750291
759591
765297
775569
710455
718045
777558
738272
720961
718080
715675
728597
719720
742413
748310
728419
709637
722343
718869
717740
744037
730385
722385
765833
746487
757211
776517
769235
767595
780684
777380
781071
767942
750896
712429
722720
764804
732652
731203
716890
737509
768101
729694
724562
720991
717233
714433
739139
725453
739714
775076
743170
741334
738101
729548
755373
738449
748009
714166
741302
760367
751671
721832
716535
721398
734755
752799
725208
757564
771197
770992
777262
769943
778401
722898
727273
743780
756865
720189
723131
726858
749945
744364
743740
762918
751052
736122
746833
736358
721704
711118
741725
719919
757049
715157
763279
750066
718386
727667
738461
746505
757514
714812
727533
721031
727778
715935
716602
773473
759111
758521
746504
717233
735443
731975
736011
751781
742754
732048
736813
730812
774988
772646
771497
763252
769862
757970
763786
775131
724606
719331
715868
710739
714285
736233
743841
715440
722131
720504
710781
762123
714570
740559
754292
732512
745792
740512
738419
777733
742336
736125
712141
721252
709788
760661
720569
716784
720816
721422
722879
708057
746252
713357
728080
724476
721181
719500
734877
745994
732893
727218
748404
726494
727917
731645
715177
741260
738597
764543
746460
752578
741430
745712
729421
741402
728478
750567
738966
761888
740772
718798
710225
710120
737716
735444
716627
729925
721452
718042
734068
750166
730152
759049
763450
715126
716179
728535
726783
719182
758707
719376
748622
715498
753321
741180
725395
729709
732475
722525
721132
741114
727212
769596
712748
719014
712856
735003
719216
737789
745175
728637
737276
730345
722924
735680
728375
731604
773847
750422
733979
769626
732724
718482
729809
748976
708909
729702
727826
775085
717911
758085
725851
758383
722874
713567
750321
727631
760187
730404
728472
750181
766044
724140
718573
730748
721285
731868
739743
720807
709139
724861
751297
718852
718516
724403
714240
