idq.dsb_uops
13394
12786
12794
12869
13761
12830
12958
13717
13131
13528
13423
13574
13965
13581
13071
13454
13664
13252
13031
12883
13316
14024
12788
13850
13394
13424
13594
14077
13687
13723
13245
13259
13297
13969
14014
14107
13049
13296
13589
13671
12973
13303
13170
13081
13305
14002
14047
13979
12771
13169
12928
13429
13987
13169
12929
13935
13139
13537
13612
12915
13049
13303
13244
13800
13156
13574
14013
13881
14062
13972
12989
13912
13529
12924
13574
13522
13558
13762
13461
13547
13101
12846
13027
12959
13694
13267
14024
13995
13815
13518
13649
13499
13897
14085
13074
13920
13740
12903
13100
13702
12966
13005
12876
13694
13965
13829
13430
13251
13742
13702
14040
13334
13927
13831
13747
13800
12967
13439
14032
13094
14063
13912
12943
13492
13740
13458
12770
13233
13252
13036
13850
12868
13101
13304
13875
12917
14020
13152
12824
12959
13807
13515
14054
12960
13048
13289
13249
13694
13860
13858
13004
14062
13403
13849
13838
12793
12901
13949
13724
13469
13717
13799
13943
12953
12868
12793
13102
12842
13335
14070
13318
13094
12828
13601
13011
13062
14043
12782
13026
12808
12936
13236
12891
13417
12916
13011
13101
13927
13410
13529
13267
13600
13475
13439
12838
13154
13619
13801
12772
13274
12959
12831
12948
13605
12846
13895
12802
13121
13823
13796
12868
13409
12821
13694
12974
13519
13049
12831
13981
12891
12771
14101
13370
14048
14002
14075
12899
13665
13832
13784
13018
13169
13134
13957
12854
12767
13755
12775
13451
14002
13019
13785
12816
13559
12883
13296
12891
13214
12936
13296
13126
13774
12937
13918
12853
13161
12853
13237
12936
13124
12981
13869
13761
13153
13041
13394
12875
13734
13262
13832
12768
13056
13274
13454
13056
13521
13691
13564
13378
13560
14005
13161
12838
12946
13476
13049
14002
13973
13688
13799
13364
13415
13394
13284
13845
12914
13731
12988
12883
12808
12816
13967
12788
13949
13830
13959
13833
13221
13401
13801
12981
13142
14040
13619
13605
13582
13362
12778
13653
13270
13882
13312
12785
13897
13124
13274
13649
13573
12816
13312
13229
12808
13581
13544
13620
12948
13680
13507
13661
13661
14017
12846
13902
12856
13109
13514
13679
13934
13431
14032
14002
13980
13987
13313
13829
12906
13064
13111
13132
13974
13755
13116
13845
13304
14025
13183
13797
13742
13651
13874
13326
13785
13343
13515
12950
12869
13274
13053
13086
13874
12996
13244
13259
13161
12960
12779
13138
12771
13101
13300
13042
13778
12770
12820
13790
12831
13034
12786
12977
13093
12778
13643
14050
13101
