frontend_retired.itlb_miss
2235
2405
2342
2432
2432
2433
2432
2432
2402
2403
2372
2432
2282
2372
2282
2282
2312
2372
2343
2402
2402
2372
2402
2342
2402
2402
2402
2342
2432
2401
2432
2402
2402
2342
2342
2312
2311
2401
2402
2402
2432
2342
2252
2342
2402
2372
2342
2402
2312
2267
2432
2342
2372
2402
2432
2282
2402
2402
2402
2372
2412
2372
2402
2432
2402
2342
2432
2341
2402
2342
2433
2342
2402
2372
2402
2400
2372
2401
2432
2343
2342
2342
2402
2372
2372
2342
2312
2282
2372
2342
2312
2373
2342
2432
2432
2402
2402
2372
2432
2342
2402
2372
2401
2282
2342
2282
2429
2342
2432
2342
2400
2342
2372
2342
2342
2402
2432
2372
2402
2432
2372
2454
2432
2281
2368
2342
2400
2312
2402
2402
2381
2312
2430
2402
2402
2402
2402
2312
2372
2402
2372
2342
2370
2403
2433
2398
2402
2402
2432
2402
2372
2402
2430
2402
2432
2430
2402
2372
2432
2342
2403
2432
2402
2402
2402
2372
2312
2342
2400
2432
2403
2432
2432
2432
2402
2402
2282
2372
2432
2403
2342
2342
2342
2372
2342
2402
2402
2402
2402
2342
2402
2402
2432
2402
2342
2432
2432
2372
2342
2402
2432
2401
2372
2457
2311
2372
2342
2402
2341
2283
2371
2307
2252
2372
2402
2342
2372
2432
2432
2372
2432
2432
2431
2402
2402
2342
2282
2312
2342
2371
2433
2282
2341
2342
2372
2432
2431
2402
2402
2252
2402
2432
2312
2372
2312
2372
2432
2372
2372
2372
2402
2372
2402
2432
2402
2402
2372
2282
2391
2433
2372
2432
2372
2402
2430
2342
2372
2432
2432
2401
2432
2371
2403
2432
2372
2402
2372
2402
2342
2402
2432
2431
2402
2432
2402
2432
2372
2402
2432
2372
2372
2432
2432
2432
2402
2281
2311
2402
2433
2372
2447
2372
2432
2402
2281
2281
2252
2312
2433
2431
2372
2402
2252
2402
2432
2341
2372
2342
2282
2342
2342
2282
2312
2342
2432
2252
2402
2402
2372
2372
2342
2372
2402
2432
2342
2342
2312
2372
2402
2402
2432
2403
2342
2342
2402
2312
2282
2342
2312
2402
2282
2312
2432
2372
2402
2342
2402
2312
2402
2282
2282
2312
2312
2342
2372
2282
2282
2376
2372
2372
2342
2402
2372
2400
2312
2250
2282
2282
2342
2342
2340
2342
2342
2432
2403
2402
2282
2342
2400
2342
2402
2282
2402
2430
2280
2342
2280
2342
2311
2282
2342
2312
2343
2372
2402
2252
2402
