frontend_retired.latency_ge_2_bubbles_ge_1
59583
56420
60358
60687
58704
59944
57327
60004
59380
59198
58080
60413
58986
61506
61390
61553
59993
60858
61351
59879
59898
59313
59378
60667
60661
60937
60068
61093
60754
59495
60586
61502
60013
58808
58233
59565
60996
58925
59580
61568
57543
59070
60575
59100
60357
59584
61285
56707
59408
60695
60759
59582
58361
61303
58387
59760
61626
60069
61153
60401
58706
60518
59778
59736
58984
59701
60293
60887
61692
60335
58197
61100
61113
61645
61508
60413
61400
60902
60116
58657
59852
59552
60781
59496
60816
57305
61027
60185
60559
58380
59841
61085
61717
60316
59644
61009
57780
58924
60784
60632
59258
59439
59695
60117
60387
60972
59755
59109
61435
60872
59592
61385
56282
61229
59702
59085
58446
59854
59887
58803
56588
59404
59620
60997
58019
56551
59944
58501
58770
59946
61101
56885
59558
59828
60282
60998
58324
59655
59980
58928
59226
56822
60246
61561
61056
61655
58898
59226
60203
60305
59468
61023
58989
59640
59257
58867
59139
61425
61632
59224
60333
58863
58985
57279
60896
60606
58384
59688
57999
60360
61090
60693
60368
59620
59943
59053
59937
59852
59806
61639
60694
59465
60052
60367
61536
59378
61381
57719
59975
59159
57122
57904
58512
58921
57270
60324
60608
61208
58932
58735
58918
56825
58592
57939
58498
57164
58082
61061
58614
59820
60522
59709
60730
58977
59013
56788
59074
58382
58446
60756
60071
60485
58414
58326
60404
59263
58574
58711
58915
60429
60335
59813
60553
61026
59308
61213
61328
60183
59857
60504
56534
59161
61748
60470
58320
61418
58270
59313
60596
60303
57896
59525
59518
61115
59761
60339
59879
59361
59858
60483
58319
59583
60397
61057
60488
58566
61050
59711
60695
59108
59217
61115
60822
57891
60364
57147
59347
61412
61051
59229
60774
61452
60645
60974
59881
60276
60003
60152
57659
59647
59225
60895
58980
59971
58960
58981
60788
60114
59732
59769
60947
59614
59224
60248
60811
60278
60036
59163
60633
57795
60100
58772
60784
59759
59731
60388
57801
60187
61157
59794
60774
60090
60306
60750
56613
60129
60227
58977
59513
59612
59396
60182
60065
61350
57752
58008
59770
60159
60764
61054
59127
58830
58982
60037
57703
59700
61254
60305
59466
59033
59230
59339
60315
59707
61500
60365
61087
60809
59441
59173
57421
57820
60125
59042
59010
58379
58503
59278
60048
58689
59214
59660
59733
57866
60292
59153
58559
56551
60040
58570
59639
59317
58474
59977
57929
59041
58891
58859
57730
58259
56743
57574
59167
58382
58856
56400
59028
58684
56943
58622
60390
59339
59527
58211
58743
59203
60091
60532
59914
57538
59245
59707
59568
59318
60240
61123
60563
58759
60505
60032
58086
59313
60403
60710
60156
60296
59793
59489
58782
59759
60589
60726
59822
59849
59146
59375
61210
58748
59882
59255
59479
59936
58866
59973
59421
58203
60756
61020
59354
60946
60556
60153
60343
57638
58125
57722
60085
58559
58988
60038
60606
58862
58736
58559
59047
59045
57608
57612
56460
59405
59555
57811
60921
61599
57278
58170
56313
55978
58410
58288
59696
58593
57801
57846
58893
57896
56761
57755
59204
57719
57108
58921
57530
58775
58811
57996
58983
58133
58413
58073
56819
57391
59191
58500
57568
59551
56868
59973
57020
57597
57719
58087
58414
58408
61688
57867
59119
58114
61577
57030
57727
58803
59890
58894
58838
57654
57495
59944
57966
59372
57479
57361
58632
56348
58702
58444
59046
59193
59045
58032
56758
58902
57964
57968
57361
58439
57834
57235
58321
60083
57665
58649
55955
58403
57057
58563
56039
58477
58289
57483
57935
