idq.ms_uops
257800
254559
251779
257133
263062
261205
271951
265968
265010
273568
259079
261609
263829
272781
254507
260674
270975
256580
270692
254924
255828
255843
259146
257616
258023
272159
256830
263058
257489
255860
258703
265618
270182
258096
256212
257064
259089
266398
256272
271551
270324
272073
259483
254903
253205
259508
253954
255615
266438
254835
270337
258591
258022
258934
257692
264279
270877
268957
255936
256770
256432
260768
254937
253065
271978
269494
255285
258333
257225
273496
260774
266911
270249
253449
256760
259994
259308
255153
257449
271625
273423
256055
269008
255430
259515
257194
256979
255450
257752
258969
256349
266342
255422
254957
258932
255171
256281
270924
257163
257137
265202
256392
260445
257149
255802
268964
271654
257129
257577
255173
259669
257390
255551
255271
268933
253550
258351
256296
259883
257066
257688
268333
273794
256075
258805
254135
257969
256229
257950
257356
268778
270958
256354
257683
265161
255843
254887
258079
270978
267833
255544
271654
272811
256573
255710
273021
255154
256932
255171
267058
261596
269315
257186
257886
272435
264388
270961
256639
255951
258952
265473
256698
260347
273276
257065
257760
256718
254438
269644
268127
258081
270942
272844
270086
270463
255712
258573
256220
261266
260435
269348
266044
254905
255759
255400
255454
257054
258244
256805
274007
258555
256005
263398
270264
266869
256766
256880
261111
258100
267424
256461
269900
265161
257464
254224
260978
256407
270959
258077
257119
256204
261886
268883
266197
256162
266975
270948
254262
258757
260682
266286
271648
274395
256338
255969
255812
255299
255076
257255
269974
265284
257115
256970
271998
255730
255954
258604
255442
268546
270123
253765
270330
272063
266260
256351
255800
260563
257802
270635
255538
262445
262843
268608
264552
257501
258651
254134
255465
257917
268709
270185
261554
267948
255881
255738
256655
261873
254715
259291
271751
269039
257506
257837
255568
256672
254926
259991
258510
255997
256236
256344
256877
258914
271411
268024
268756
256870
260340
255439
255622
255067
255611
257675
270601
261164
257188
256452
254071
258371
269792
269169
269793
255878
257073
255837
257447
256859
264529
269591
272545
252244
256095
259240
254987
254770
256691
256735
269716
261857
256652
256300
260861
255695
254252
254781
258989
257111
260477
254151
269245
268308
269613
272668
253556
270731
256370
257247
260346
254913
260608
256680
258511
270090
270040
257543
261262
257909
258686
269147
265932
257627
269278
256627
266967
255410
255874
270361
256963
257666
257205
255487
268207
255423
259800
268082
272085
262034
269950
256527
262666
262689
257288
261766
256386
261465
269261
267854
274377
267946
256804
267279
259036
256016
257837
255375
258633
268132
273038
254646
261092
257825
259102
257534
261175
258824
256743
267910
257172
257250
260257
270866
258179
258981
260880
262522
256045
252421
257297
268043
258759
256583
258937
272901
264959
255567
263156
263065
270720
259163
271357
253721
257601
255828
256047
254276
257345
270967
259931
255628
258323
254707
270748
256293
265569
256551
250722
269343
253401
254613
256388
272062
255414
256141
256150
273865
256411
264001
259379
269784
254943
256526
258202
254763
255427
257783
257001
255956
268967
256635
256561
258129
255857
255056
258118
258592
271301
258172
256125
257193
269409
269742
269598
254392
258738
269858
255549
273238
261472
268912
255365
256157
255710
255988
258873
268405
253686
268050
264788
256063
258258
266556
257409
258971
255418
255423
256699
259426
256831
255358
259081
254969
267066
269043
269692
255524
260176
258082
257491
256125
257000
265535
270559
255408
260053
255530
258177
258103
255441
257694
260674
269049
272279
262988
255370
259096
260517
256374
268608
256111
272269
269811
264433
259657
270774
268076
268451
257807
255372
255056
268754
256602
273249
258946
259232
256286
255299
255187
256522
255259
255338
256060
262560
267988
271908
258474
256506
256131
261474
258478
255019
256796
268235
251971
266970
253686
264048
249841
261432
250025
252298
255380
252100
259857
268458
266401
249157
249213
268986
253192
261857
257168
260154
253915
254236
254415
256691
255543
255141
254052
261586
256532
256278
263487
255403
254699
256555
261571
256767
267658
260179
268947
274536
255297
257184
254904
257557
272267
270049
255896
251504
