mem_load_l3_hit_retired.xsnp_no_fwd
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
59
60
60
60
60
60
59
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
59
59
59
60
59
59
59
60
60
59
59
59
59
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
59
60
60
60
60
59
59
59
59
60
60
60
60
60
60
59
60
59
59
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
59
59
59
59
60
59
58
60
60
60
60
59
59
59
59
59
59
59
59
60
60
59
59
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
59
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
60
59
60
60
60
60
59
59
60
60
60
60
60
60
60
60
60
60
60
60
60
59
59
59
