l2_rqsts.demand_data_rd_miss
10329
10541
10281
10010
9803
9926
10010
9945
9880
10418
10191
9849
10080
9810
10536
9945
10517
10491
10181
10376
10302
10421
10185
10379
10314
10489
10384
9841
10136
9969
10256
10155
10271
10433
10020
9824
10204
10493
10565
10343
9970
10652
10060
10486
10105
10182
9995
9906
10087
9845
10021
10056
10123
9975
10220
10030
9960
10057
10059
10312
10200
10266
10105
10161
9780
10055
10125
9967
10316
9910
10051
9996
10116
10030
9804
10065
10792
9812
9907
9892
9771
9865
9971
9810
9986
10210
10112
9836
9767
10648
10436
10590
10241
10606
10162
10346
10104
10527
10019
9974
10290
10416
10083
9883
10351
10171
10287
10044
10686
10430
10261
10491
10081
10045
10499
10706
10687
10474
10183
10116
10588
10406
10436
10296
10696
10571
10558
10620
10760
10781
10348
10773
10031
10406
10517
10396
10385
10525
10059
10622
10654
10700
10736
10768
10192
10285
10445
10212
10456
10517
9995
10688
10354
9966
10300
10527
10519
10346
10157
10196
10471
9830
9841
9945
10181
10005
9900
10036
10240
10135
9955
10095
10020
10021
10250
10408
10693
10430
10478
10289
10378
10280
10365
9780
10315
10608
10593
10687
10340
10570
10410
10116
10279
10571
9904
10467
10320
10206
9981
10106
10661
10566
10011
9949
10236
10030
10450
10512
10040
9825
10694
10286
9780
10021
9780
9836
9909
9951
10165
9936
9932
9776
9831
9966
10096
9863
9861
9842
9903
9892
10617
9912
9785
10370
10672
9845
10459
9826
9782
9831
9871
10041
10219
10687
9871
9970
9828
9929
10025
9904
9797
10696
9784
10142
9825
10047
10056
9902
10111
10136
10165
9962
9911
9986
9801
9882
10036
9971
9991
9860
10337
9925
9919
9850
9970
9870
9948
10063
9891
10280
10171
10049
9790
9988
10126
9848
9770
9913
10672
9916
10778
10434
10371
10136
9895
10275
10102
10667
10313
10178
10548
10046
10162
10706
10731
10511
10445
10422
10626
10531
10050
10302
9985
10716
10084
10550
10716
10375
10384
10557
10491
10279
10415
10467
10343
10105
10365
10619
10644
10236
10128
9805
9815
9884
10122
10612
10136
10296
10238
10171
9978
10119
10296
9776
10416
10141
10421
10233
10476
10120
9850
10672
10220
9914
9954
10297
10471
10016
10016
10151
9915
10209
10236
10301
9860
10101
10420
10211
10610
9845
10206
10031
10264
10331
10091
9781
10011
10521
10358
10196
10301
9880
9971
10162
9889
9995
10166
10321
10472
10346
10011
10621
10155
10206
10261
10446
9889
9947
10226
10281
10141
10130
9926
9841
9870
10767
10719
9780
9820
9910
10136
10616
10024
9946
9926
9866
9895
10059
10010
9886
9770
9834
9981
10416
10305
9903
10647
10386
10206
10156
10166
10597
10286
10382
10246
10206
10346
9844
10275
10291
10458
10494
10265
10469
10326
10644
10336
9935
10291
10251
9878
10286
10016
9911
9966
9826
10296
10253
10467
10452
10113
10452
10633
10526
10711
10492
10560
9771
10357
10256
10238
10405
10736
10687
10644
10787
10083
10316
10650
10240
10335
10650
9961
10282
10160
9956
10162
10432
10287
10287
10204
10299
10381
10451
10269
10291
10403
10582
10242
10584
10078
10713
10566
10504
10649
10097
10289
10506
10361
10066
10521
10251
10507
9855
10276
9960
10176
9940
10255
10196
9935
9950
9865
10000
9945
9925
10201
10031
10176
9941
9875
9881
9930
9835
10613
10201
9828
9931
9960
9809
9805
9901
9940
9811
9956
9816
9895
10113
10140
9790
10060
10021
