l2_rqsts.miss
65300
67254
68495
67106
66182
66956
65582
65181
66886
67070
66499
65035
67263
66855
67992
68008
65415
67640
65041
68266
66190
65883
64925
67659
67614
64679
67187
68275
66372
67527
65223
65735
68091
67245
67553
66644
65665
66010
65535
70715
70116
67408
66777
67244
64700
69794
69887
69355
70219
70237
68264
67226
68332
66897
68791
65182
65761
65651
65744
67811
66577
66702
65053
67148
66934
64917
66737
68147
69751
65836
66898
65441
65772
66623
64654
67449
64583
68062
66316
67461
65791
65084
69070
67180
70405
64682
66860
67012
67199
65327
65363
66755
64859
66675
64926
64704
67238
64904
66036
67066
68273
65696
66091
67059
67629
65265
65091
67524
66205
66175
64968
65118
65456
68345
69675
65849
64481
65609
64463
69451
67673
66476
66634
65577
66070
64397
65123
67361
64989
66093
65467
64614
64885
65648
65875
65972
64609
66569
70900
68613
68765
64809
65831
66789
65088
67565
65766
65832
66827
66915
66073
65823
65578
68675
67549
68990
65306
67743
68375
65820
64382
66853
69421
68193
68977
67390
69049
68219
68392
69200
66220
66150
67325
66059
65329
66716
67091
70885
64883
65335
66204
64705
65858
65585
67763
64333
68475
64881
69228
64940
65807
66277
69646
67777
65460
67906
69646
66925
65377
64969
65417
67300
67454
67758
67695
65624
66412
68825
68494
69078
70743
70518
70229
70153
70040
70891
70997
68438
70736
70394
68339
66971
67980
68652
68682
70858
68203
67134
68047
65922
65401
70107
67446
69793
70032
69116
66216
66286
65862
69293
67021
66429
68197
68028
67297
66758
69124
66726
68639
68225
66335
65243
69273
66787
68245
69799
64877
64785
67107
65307
68402
68937
69851
67335
67723
68688
69098
70343
70725
69896
70259
67452
69227
67040
70546
67613
70314
69880
67088
69081
69367
69765
69233
69005
69974
68945
71029
70576
68321
67107
66964
69594
66822
64618
64338
66269
65981
69492
65446
66450
67989
66928
67652
67262
71021
70197
68389
68850
69821
69573
70925
66936
69778
69647
69666
69739
69694
70706
70830
69318
71078
70823
70344
68732
64817
64547
66347
67029
64475
64936
66642
65235
65242
64411
65206
66386
64744
66927
67018
65445
65560
65638
65828
67383
67450
66446
66404
66897
68843
64994
67699
65541
66052
67949
65681
65265
66471
65142
65921
67172
66187
68821
64500
64962
65557
66204
65753
64704
66833
65274
68354
66841
64447
64377
66079
65648
69293
64432
67718
65895
68151
68385
66284
65147
64374
65446
66828
65810
66914
65866
65475
66542
65800
64941
67489
69734
66553
64956
66549
69152
69125
70043
69034
70101
69071
69177
68630
66601
67020
69440
66907
68141
67808
67581
65720
67337
69329
66535
69728
65295
67492
67415
67616
69022
66722
67489
70158
66068
67818
67130
66939
68246
70302
68708
69626
65184
68492
66598
67644
69547
70888
69970
69970
64795
66279
65722
64525
64780
65135
64445
65155
66141
65584
66051
64977
65556
64889
64516
64841
68112
64764
66693
66371
68285
66388
66092
65345
68023
68052
68234
69798
69235
66043
67073
64363
65039
64832
65311
64847
65441
65083
67045
67018
66409
64782
65747
66539
66872
67434
64892
67222
65776
65561
65953
65093
65480
64612
64845
67631
66136
66123
69055
67557
66873
66238
64629
66965
66920
66134
67369
64396
64542
64941
65135
66437
66861
67040
66616
66629
66986
69579
64382
65829
65917
65323
65836
67766
69165
66000
64905
66863
65392
65512
64608
64482
64661
64345
66556
64926
64970
64321
65155
65913
65541
67388
65847
64670
64558
65752
65294
64570
65057
65787
64814
67441
64644
64363
67452
68236
64868
65683
65102
65394
65315
65596
65273
65173
65885
64677
64851
64554
64571
69017
67987
66882
68277
69350
66350
70870
66890
66884
68383
64576
67883
65345
68177
66152
68791
67096
64350
68108
67352
68801
64482
66638
66836
66389
69890
66496
68069
68690
67651
67064
67864
65492
64886
68587
66401
65253
68256
66220
70605
64488
66352
67132
69189
65400
67095
66263
70523
65617
65317
67118
68844
66932
67287
66723
65949
68799
69203
67864
66206
67806
68154
66689
66408
67768
67480
68589
68178
66827
66925
66649
67404
70491
68016
69007
68684
69944
70386
68839
67754
67540
69675
69560
68615
68729
67940
69445
68568
69605
69669
70472
67716
69614
66609
68566
68362
69452
69246
67740
69215
68410
67944
70754
67606
68981
68287
66914
66606
65393
66917
65212
65227
67797
65991
67631
65635
67302
65955
64823
69347
69194
68381
70922
70682
68835
70475
69562
68248
70593
68492
68452
68217
69905
68685
69168
69580
67876
68883
70977
68217
67839
70350
70496
68210
69859
68420
70983
69341
69165
69796
68399
70312
67767
69558
70448
70807
67670
66366
69932
68056
69435
69412
68629
66299
67568
69634
70720
69692
68584
70932
69644
71019
69212
70892
70378
70838
70802
68934
70364
69331
70277
70419
68177
67227
68684
70737
70153
67892
69928
69589
70636
68159
66047
65533
67105
70885
69087
67654
68965
68687
68971
68317
68827
68201
70188
69951
68901
68660
67075
69433
65936
69030
69605
68540
70292
67449
68465
69119
66840
68691
69037
71068
68322
70271
67258
70668
67601
67353
69630
68467
67133
68006
67165
70282
68004
68334
70683
69917
70913
68825
70377
69565
68918
68361
66296
69292
67016
68789
69050
67008
69391
69689
65701
66375
68443
67378
68977
70165
66869
69485
70198
68656
68218
68776
70209
68997
70082
70778
69153
69840
71059
69539
70308
67504
70035
68644
65455
69524
69911
67881
70319
70036
69045
67833
70968
67564
68447
70784
69215
68868
68161
70962
66514
69670
70794
70614
69892
67435
69567
68092
67839
67953
65773
70956
68383
67318
69622
70996
70095
70073
68345
70541
70768
67292
65490
67045
67379
69066
67605
69731
68920
68344
66729
66397
64553
69269
68323
66874
67046
67130
66194
66344
68509
69974
69799
69053
69352
69677
70116
68559
69379
69443
68380
68164
67227
65843
64808
68505
64970
65720
68959
68291
69560
67023
66659
69351
67550
69008
67477
66389
69794
69147
69471
68922
70671
68918
69407
66967
70886
68610
68749
65506
66723
68404
64387
65421
65847
69697
66654
67514
65436
68914
67579
67858
65678
67051
68957
66925
68114
65855
66288
66150
67490
67935
69384
70152
68741
66143
70219
66299
66274
66063
69279
67064
66875
66812
67101
65588
67628
69476
65899
67382
69751
67806
68920
65677
65977
66982
68255
69758
66617
69155
65038
66298
64406
66856
66151
68410
66009
67076
65248
67362
66396
69200
69407
67260
67277
66726
65576
67307
67406
64764
70332
68513
65892
66393
66277
66766
66693
67543
67360
65508
64415
65256
65542
64720
66914
66808
66368
66018
66389
66768
70289
65092
65703
66152
65272
68045
64493
64362
64952
65865
65497
66277
65309
67633
65224
66173
69958
67333
66046
67560
70804
69832
65722
68195
65450
65235
64960
66716
65442
64373
65585
67741
65005
65100
67065
65000
67328
69496
69441
68609
66635
67801
67296
71032
70437
70212
69291
68878
69079
65350
68621
66673
70792
67815
64463
67930
67199
67269
70813
68960
70879
70546
69524
67707
67694
69880
68211
66569
67260
67763
67819
66220
65680
66937
66258
68651
69735
65893
67125
65968
65121
65932
65983
65758
66972
66181
67654
65906
68658
64839
66817
64573
66638
68711
65764
65585
66708
64375
65746
65554
66415
65537
66887
64362
67191
66412
66851
65507
65669
66166
65480
65664
65060
65278
67033
65066
66047
64541
64591
65725
66560
67510
65345
66348
65977
68145
66586
70392
69644
67432
66174
67182
66181
66081
68866
68932
65939
68193
68918
65812
68104
66564
67543
66596
66618
68755
68588
66227
67681
68533
68170
66111
70154
65689
67850
66431
68195
66026
69038
68219
69457
67663
65127
66305
68025
68449
65203
68100
68789
69352
67979
69344
68678
67672
68048
65159
65813
66539
67712
69865
65627
66295
66440
68974
65528
69000
67345
69217
65776
65590
70066
66011
69388
69168
64980
66101
66914
65893
66158
67344
69479
67559
68186
67046
67917
71019
68265
65301
68981
70415
67967
69909
70599
67116
66891
68956
67993
67279
67606
66729
69534
69279
67418
68785
70762
67849
