cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
45245400,32699006,77381005,46676822,28043496,144923772,52406118,59749082,6895821,8197398,59788121,194488335,266142
101840,52076,147560,84375,56448,318011,0,0,0,20608,119659,298880,251
1683520,216249,2435606,1799413,376285,2752897,796939,0,0,91145,1592537,3040296,761
40580986,84883012,58781117,46776447,7130226,64122226,14420246,17312988,11044334,11996562,37315729,64640876,51473
37374299,30680942,51326921,35679954,10270556,76904967,15866573,15599743,2379580,3051616,23015069,62002684,107687
23119223,2535013,33670975,25415617,6209667,49009199,11814004,13342551,554302,952019,18653539,36915484,20989
22625866,1954229,33021929,25061515,5901168,45558586,11193138,12585536,296855,663127,17959807,35253138,16692
22803979,1844065,32873122,24778520,5690733,45398916,11153425,12557823,255284,605089,17915481,36482493,17326
23125605,1958377,33433996,25058341,5910263,45848120,11037183,12434096,283781,626828,18189143,37319166,18408
22875612,1829303,33095134,24951710,5894915,45649671,11191146,12590464,210065,551836,17500024,35278306,17444
22587985,1745157,32904140,24941190,5898719,45472609,11208158,12618473,200106,537643,17950851,35225448,16371
22816518,1760034,32815392,24649823,5692149,44869271,11261877,12673359,189726,524828,17880806,36735391,17241
22928205,1771053,33129178,24898652,5919536,45060219,10868994,12290510,179500,534527,17924731,36965290,17652
22834560,1761213,33089523,24900613,5936940,45381798,11271976,12658589,165078,514365,17454974,36035310,17798
22616777,1716190,32864434,24718588,6052649,44361350,11461256,12867994,163853,497728,17820070,35487710,14974
22934714,1880758,32937884,24853370,5694997,44957212,11249820,12649418,238762,587808,17992306,36758004,18384
22929987,1737565,33165479,24877301,5935197,44991337,10885372,12308687,162539,503786,17835106,36903491,17885
22932818,1687516,33090262,24890369,5911566,45255531,11257658,12475540,144023,480627,17626868,36869725,17962
22703182,1680852,33006184,24766560,5946199,45485583,11301244,12713762,162999,498937,17428138,35399625,17312
22877667,1750810,32886732,24892878,6068246,45660530,11496338,12894694,136065,522419,18291286,37525877,18211
23037036,1704188,33252807,24866422,5826133,44901961,10897699,12745438,155339,503883,18089125,37654459,19598
22825332,1678662,33026790,24765082,5983072,44715520,11395532,12574106,161976,476130,17607072,37047351,16512
22615072,1686573,32907616,24724748,5926179,44832539,11272372,12684615,155767,473697,17383414,35536684,15695
22473705,1618969,32544362,24663071,5931412,44890472,11263314,12670342,125311,450513,17777475,36194852,15546
22948113,1677243,33193479,24768272,5844231,44848042,11124055,12737382,139272,462467,17975260,37610921,16701
22572156,1666426,32643950,24575622,5920722,44219523,11245135,12465106,125266,454602,17541865,36776924,14235
22702181,1607686,33072248,24842148,5957029,44948539,11323921,12747057,131442,452370,17374538,35597926,15573
22462891,1571821,32547622,24649111,5933995,44932510,11257065,12672661,120543,434814,17740289,36194428,15709
22907761,1739005,32937466,24806563,5721817,44631813,11304806,12704444,153572,487889,17798787,36864480,16427
22739856,1669406,32958958,24766951,5971714,44633023,10923846,12326396,141344,462500,17701623,36801073,16216
22691249,1635974,32959823,24623855,6041644,44218349,11478454,12929940,124733,438336,17289823,36285772,15182
22542697,1695766,32816608,24779042,5944353,44878890,11324214,12746828,155447,485276,17808910,35818033,15767
22752781,1697253,32704594,24548959,5739036,43653230,11320256,12731596,138222,453834,17807963,36997173,15085
22876031,1701230,33007726,24761451,5939383,44330040,10894082,12307705,149678,472133,17804853,37017027,16611
22840376,1704898,32991228,24779088,5954135,45127860,11331486,12744578,154744,462280,17351750,36157650,16693
22552352,1677010,33075433,24829758,6072702,45147587,11511522,12931130,150990,468337,17802391,36318844,15714
22882391,1634795,32884267,24659907,5722454,44363929,11115968,12947311,134912,450890,17931182,37537588,16960
17403159,1344278,25564469,18113567,5097781,67890412,9829979,10539208,132463,423414,13492578,30128727,66666
1011059,540748,1338297,828456,391560,2683308,658490,426858,50177,79305,817508,2927178,5946
580820,529505,1095295,692436,352518,3492881,681433,708197,210265,231748,429895,766773,2029
568374,346385,784049,509700,325014,2376704,821159,846126,128129,158075,1130005,2194057,3028
8669768,1538398,12201178,7502782,3682318,28502589,3854142,4704955,212453,531234,6932024,18980859,41158
11660867,14177455,16697376,12487890,3311955,32433329,4891868,5680217,1627464,2145789,9526050,20217838,19156
10389861,9566273,15525136,10744193,3205701,29867440,4627861,5694075,1146401,1433209,8757432,18980012,17133
11185147,12772794,16433361,11438930,3028206,30170761,4606080,5533460,2168792,1949732,9980322,19624290,17852
10990099,13863348,15958450,11400354,3078634,28654011,4409915,5666571,1585047,1839504,9117985,19347923,18091
11848360,5563103,16619458,11113038,3299107,31330871,4837719,5615177,1142801,1410141,9782735,21353838,18621
11551589,12021340,17237701,11720152,3110117,30041788,4612066,5435164,1637568,1831322,9170698,18740351,18262
9838061,9482388,14739944,10950658,3209540,28390964,4616296,5584579,1095026,1837828,8680814,18538729,14895
11820051,12906123,16335494,11385971,2930220,30864055,4455297,5748589,1683607,1960528,9529108,21221829,18971
3547816,4455725,5576380,4231621,1459354,12434838,1702109,1840140,488733,604309,3612772,7448996,7764
3901122,732356,6718027,4737876,1905472,25713439,3485902,3472683,118035,139369,2532795,5863083,24791
31101406,6212862,42275336,21840778,11335746,64114627,19846839,27432926,1367280,2075688,33215134,96295749,174379
26317859,1354465,38063399,24471715,7276255,135454612,14097572,15467121,56024,436028,18948763,49798631,213451
27147014,2825032,39257166,23908324,10727167,112513578,18812886,19900395,281408,774770,24125693,61823757,165816
19390023,6428730,29338900,16309854,9547503,54989435,17030848,17005340,868486,1445467,20366276,48103913,71024
15027022,3230317,18073351,12760092,4173234,45799127,8686858,9359531,2022228,2250176,13912068,32144010,43348
14464647,6193020,21963700,13570848,7151999,46180564,11742384,12644128,1020949,1375566,15096580,35361435,47806
29525874,20241658,42706642,29444272,8198101,132943868,16268339,17404000,4312348,5340462,26593538,50870037,201427
25113192,14342503,37090285,25483235,7164972,120618317,14350699,15413747,3020013,3824520,22177292,43124529,182398
14363439,1683745,20761594,13680607,3640478,76861993,7298227,8010514,68792,609305,10941986,26332291,107053
14766841,1810799,21305456,14047895,3768658,77266235,7112265,7819986,114352,647500,11240738,26961525,109567
14540226,1616899,20992557,13850122,3730548,77455762,7243868,7970446,13584,555350,10460409,25319381,112592
14236299,1589829,20801235,13842641,3753935,77367491,7287791,8000867,16347,550435,10676465,24905304,112190
14364693,1616056,20969273,13719655,3750826,77193923,7482506,8189574,20419,561100,10896766,26321576,112339
14562480,1785296,21017697,13895806,3625683,77064506,6863696,7770198,99234,639180,11010312,26264354,111116
14566085,1623326,21036474,13862682,3761686,77752494,7312928,7815657,20281,554818,10695984,25617198,112913
14433642,1587540,21067824,13973004,3873348,77787568,7489666,8212800,9889,547505,10966891,25019234,112613
14495239,1595254,20828391,13704372,3557134,77490972,7281117,7993881,10642,555061,10937816,26229233,112665
14703169,1598711,21249382,13979110,3708247,77354945,6873434,7864138,30102,573416,11115963,26861509,112310
14580424,1591089,21017293,13865382,3736651,77534412,7268249,7778499,15377,538188,10709074,25634479,113855
14410287,1616891,21033754,13879336,3744092,77415635,7279207,8006110,12287,555758,10685019,24893101,113806
14585650,1584046,20875336,13811664,3654802,77690825,7513650,8223817,6128,559480,11180403,26382044,113082
14520417,1606498,20956748,13828265,3737551,77230631,6857772,7556494,9614,550952,10939336,26332244,112806
14539320,1579236,21017333,13864771,3744950,77466170,7279855,7989432,13206,546676,10472159,25483330,115053
14600247,1637992,21306615,14011331,3863065,77760260,7269850,7985594,25836,570550,10979275,25626475,115579
15210768,3653994,22780549,15798892,4130371,84579043,8374317,9144683,954840,1425572,12166688,25894806,117549
14688500,1771083,20990245,13904190,3614897,77054542,7026723,7930854,96227,650379,11188328,26718673,112810
14544327,1756753,20999945,13902263,3725999,77190254,7245703,7765076,120070,657312,10829770,26243347,111868
14325819,1607937,20920701,13797398,3739100,77163997,7268424,7978112,18710,552336,10430442,24802965,111991
14134388,1591710,20457059,13709923,3740408,77274198,7238657,7947221,14105,549332,10874822,25476643,111488
14520699,1805866,20759906,13807054,3498195,76852139,7029446,7955595,117185,647648,11004908,26158525,111929
14509779,1787972,20978778,13906130,3724712,76961630,7025199,7521708,104677,663056,10968304,26023328,114497
14468503,1666651,21119727,13890893,3831945,77398132,7441835,8160604,23775,579588,10401525,25470132,113345
14132997,1646180,20465787,13695537,3725753,77181727,7245865,7948448,18442,592451,10875595,25366755,111486
14412129,1609163,20833448,13671886,3498122,76696625,7011966,7918079,14173,562648,10822073,26081602,111537
14577529,1612973,21018223,13737864,3709352,76885917,7207655,7721872,9868,557125,11085770,26837335,111577
14394578,1592187,20802523,13729850,3723986,77101337,7237800,7947812,15366,561763,10333970,25331699,109430
14194421,1635271,20760759,13866598,3849351,77858225,7444188,8161505,19495,588247,10922847,25469467,114370
14469801,1612928,20911094,13727962,3492381,77072039,7031189,7957961,20231,579792,10891655,26045957,113945
14563053,1762961,21039240,13891310,3732155,77262873,7043195,7523638,66717,621914,10899873,26088562,113847
14523704,1666932,20987525,13845083,3721028,77516504,7229864,7942971,16672,577008,10439489,24760067,114643
14176598,1636159,20731665,13844996,3735624,77451998,7242957,7946736,15841,576121,10866867,24670438,113912
16514849,5292410,24034746,16058286,4124546,84124195,8307509,8977756,487369,940247,11826113,28806258,120806
14528251,1892072,20940961,13901753,3723010,76792791,7040603,7528104,154123,710401,11049276,26130499,109375
14414188,1797404,20846725,13749724,3732505,76578161,7247059,7958546,93847,663084,10474779,24733079,105933
14192524,1793500,20787486,13883942,3724270,77125623,7225402,7939775,103063,661323,11020100,24722703,111174
14562563,1834760,20822915,13747529,3504580,76985729,7266144,7968997,140304,698430,11072132,26163980,110429
