decode.lcp,dsb2mite_switches.penalty_cycles,frontend_retired.any_dsb_miss,frontend_retired.dsb_miss,frontend_retired.itlb_miss,frontend_retired.l1i_miss,frontend_retired.l2_miss,frontend_retired.latency_ge_1,frontend_retired.latency_ge_128,frontend_retired.latency_ge_16,frontend_retired.latency_ge_2,frontend_retired.latency_ge_256,frontend_retired.latency_ge_2_bubbles_ge_1,frontend_retired.latency_ge_32,frontend_retired.latency_ge_4,frontend_retired.latency_ge_512,frontend_retired.latency_ge_64,frontend_retired.latency_ge_8,frontend_retired.stlb_miss,frontend_retired.unknown_branch,icache_data.stalls,icache_tag.stalls,idq.dsb_cycles_any,idq.dsb_cycles_ok,idq.dsb_uops,idq.mite_cycles_any,idq.mite_cycles_ok,idq.mite_uops,idq.ms_cycles_any,idq.ms_switches,idq.ms_uops,idq_uops_not_delivered.core,idq_uops_not_delivered.cycles_0_uops_deliv.core,idq_uops_not_delivered.cycles_fe_was_ok
25,19640,94737,29640,0,7118,0,11682,30,1922,6696,60,32074,540,5918,0,60,3183,0,360,101239,52287,11744,3908,25015,129233,17952,415202,69027,24549,212013,3945882,424727,795832
12994,108046,1907443,1452786,65070,239631,2019,503260,363,53380,323512,0,1745697,11694,78553,59,270,58252,0,17354,1032302,1316155,1950164,608355,5602530,2164093,297633,7408335,1741093,562049,6634469,44389899,4716675,4534976
10471,30792,2027927,24963,41662,432532,363,432733,1460,34173,133420,60,281427,4085,92385,30,570,105023,0,8473,738992,1167461,229224,3552,2172872,4139901,537454,9964834,1158856,361341,4775272,24666852,2877617,10670699
14326,13021,2070302,1322413,35344,213887,0,126206,813,33397,223992,29,1279226,4282,109317,0,3803,87254,30,13529,562199,929963,542472,207260,4225571,1667385,231738,8709931,3233127,1074982,13861744,43577868,3930659,10387638
12446,11279,1724504,666808,55530,354967,771,495167,89,39980,249294,90,1234956,1346,88402,0,303,28091,60,487,106707,6227848,75792,5240,449148,5030823,688696,13921793,3354474,654517,7016193,30186815,2987617,8870282
7435,21191,1672732,766288,78680,305893,122,421747,141,41218,245530,59,381949,420,30964,0,3082,80014,561,5676,992548,1669590,57154,3705,3427103,3831502,577355,13982058,2290829,542660,4672101,21594822,2220858,7850488
13930,11085,2014199,1314632,49699,416736,0,112353,98,21335,56760,795,910298,7789,152072,0,59,85093,868,8998,554341,1216524,566761,4798,2488590,2839698,283500,6570872,1820398,639568,10009119,38052352,3691319,11246215
12707,29999,2078255,671079,22928,26789,3275,370835,738,48442,278283,30,1151294,2025,64616,0,90,74302,30,6567,273385,502801,216933,2961,299073,4022882,659890,15483874,4375743,842962,7657054,29219482,3353347,9776043
10398,11610,1614395,1056163,104894,544096,60,432855,59,20775,262106,30,1478538,1380,59495,0,1681,69858,0,11890,1757660,5925995,1114474,403468,229567,3225444,482118,8417483,1963283,612196,6326319,27577770,2494806,7847213
3936,19718,918058,171552,7481,206777,8401,221911,240,22020,39844,0,391596,6208,152540,0,294,94084,60,10677,850274,1483398,322235,4598,1834608,3173702,468864,8577671,1222994,246474,1696314,8230073,942937,4909425
0,3531,80415,62651,0,5165,60,10630,60,1802,8589,36,42982,660,4835,0,60,2882,0,450,296740,255994,532395,184002,17006,152683,22756,729398,111831,30034,258419,3855439,420481,796984
