uops_retired.ms
440141
435963
410590
442751
425916
424729
439762
428805
425196
427827
419047
425225
421602
426240
436152
439554
440815
426019
427049
428191
426641
432339
428144
425600
427542
426247
423254
428825
416532
435881
430012
428914
442474
433767
436209
439396
421691
428692
427411
429522
428132
424740
419677
428572
428853
422326
424857
424020
425743
425417
434380
429744
436591
434735
436300
446134
425429
430170
425134
428729
425936
432298
422800
411841
436936
413791
438817
430399
434134
427112
435871
430504
427872
440419
441446
431371
428659
428120
422993
423780
427075
415749
417428
426407
437787
419375
419937
426672
437553
432234
424409
424536
438268
422265
419043
435001
429514
430128
423463
443042
436701
424217
422353
430163
444294
420763
423640
426216
421677
421925
428755
445319
427316
427889
413103
420182
436635
420690
431319
423589
426011
417764
425386
422335
431233
425546
443883
427328
420354
429721
425735
446030
425253
428537
429551
426840
426314
445342
424062
434382
421341
420664
426349
433814
422366
425631
423151
440058
423014
427912
420771
425854
429123
421882
425933
424490
433760
430702
436089
418893
424232
433084
432648
422764
430712
431055
426877
428963
431433
434605
436019
429486
435236
418629
438872
422017
430305
432516
432208
428019
426889
436485
428396
427656
427980
417389
423375
423384
417925
426896
426216
427923
424508
426495
425057
429821
431198
422089
432856
424300
423989
433755
428882
421917
444104
415796
424975
429772
431736
424175
423881
443657
427481
423749
427343
422025
445872
425000
425604
430219
426674
426775
433761
425864
435182
425742
427079
429071
436125
423151
431296
428936
427292
433126
423187
434601
424216
430059
426207
433189
425165
442241
437834
428171
421898
439186
431202
429702
438279
429629
420713
434567
428684
430908
425825
421731
420699
421132
429063
444275
424986
420499
446175
410752
423571
436522
426491
426447
432247
443078
435691
430478
420582
420917
428688
419981
414349
435403
425145
423966
425989
419987
404537
421983
427711
435938
440773
431946
438289
424982
432271
427710
428249
424743
418350
419267
424757
420657
431223
444152
423164
438977
422382
436797
438406
428790
430063
424019
419097
424971
424475
424091
424356
424362
420107
422974
420737
429290
433066
420471
433431
427904
435184
425834
417113
420144
425695
439343
429509
433224
431233
422295
422384
435238
441126
408639
437105
434203
428467
419855
420495
433049
426323
430340
425746
425874
435642
427412
425530
435070
429310
432901
421091
421274
429914
425875
425376
421707
429842
426473
423519
418809
424073
425649
424572
432541
422505
427549
429898
421346
435079
421182
418980
445872
418896
423135
427531
422025
419595
426339
419291
444077
423091
428487
432755
443278
430021
433074
425423
436510
430992
434606
438560
428365
438376
423334
426094
427947
436670
436411
421711
430361
435962
440827
426330
428230
431525
423530
424575
421240
423734
444939
431046
422121
439301
432451
439359
436902
420456
432619
412971
437302
435943
420304
426700
445389
422270
428250
438480
428193
432436
443026
439819
442102
427816
436653
422095
433926
422801
423627
424863
425471
435440
429632
427468
427734
423618
433420
437395
425583
425552
439451
422132
445623
442418
427547
442068
421745
427421
424231
426290
421385
427910
430291
424874
431258
425251
430023
420568
425354
440875
428809
426433
438261
438339
419930
429921
424359
425975
420926
423717
419673
444603
424255
432123
423736
427795
438336
433312
425773
434799
425827
440899
431821
434067
431232
434921
423483
435439
421776
444189
430219
437312
429999
431582
423568
419874
434748
423075
425348
430421
424303
427882
433179
429945
423615
437712
418814
427811
438321
424711
413140
429483
431661
421773
427009
428096
410455
441119
423204
438225
422887
425289
426154
421539
435874
419792
420900
422666
432917
422395
433291
426824
437055
424869
431593
427263
425491
410198
428244
425625
438060
430286
418547
430690
423389
426282
421761
427454
420310
424590
423460
429207
441018
437930
428483
424202
410234
428642
427859
436388
425944
436579
420580
414966
436926
414211
424630
438382
428208
424845
428391
432405
425030
422322
417695
422907
425621
429980
427803
414913
414955
434187
418872
421813
443191
432721
436856
435962
441353
437165
439922
420445
437532
432414
425880
436520
427681
429253
425134
419138
418283
427962
421361
423539
427413
420313
425273
422131
430974
417860
419842
413131
414854
445679
422907
445989
433770
438877
426901
437389
435773
427254
416677
410181
439659
408421
419845
407244
422321
429841
411261
440988
437980
429126
423306
425663
426750
424674
418342
422019
435867
431378
425738
434798
416396
441494
422431
412696
431547
425977
435143
410154
430679
411228
413843
419956
434862
418180
424980
425749
430305
429734
407593
437004
410273
418969
432086
421447
421575
424937
421684
424933
424478
425715
429447
435869
424030
431145
426208
429725
431038
436904
422237
437713
430901
425238
435655
423897
426571
429577
421039
421187
420444
422958
427852
429968
410113
423224
425575
418006
434394
420661
422663
423070
431582
425319
437925
424573
438828
420346
420886
426401
428222
414158
430924
440319
427658
428910
422591
419042
427238
424919
424432
428829
430696
426440
419524
428224
425253
431605
426720
422084
421975
433247
441594
425123
433161
445543
429524
432376
416751
424223
433770
422431
430356
423007
434644
422908
437138
417599
424019
426807
420407
424646
421683
431983
419559
425243
424259
427988
421441
433049
428915
425992
429123
430020
419512
439484
437839
425890
435915
427586
437432
424453
427411
429038
434615
445661
433325
436830
428168
443273
442365
409389
431713
426206
439941
435782
425672
430389
422320
431222
421243
429170
425871
426315
423716
442174
433849
425360
429555
433139
430655
429183
428624
435836
434283
436606
442612
444794
419004
438082
434262
419413
435765
428680
434308
428734
424598
419810
443098
420684
423439
426287
426257
418602
430307
424546
422576
422195
428586
427018
419116
433697
415327
424014
425824
426624
422475
424988
416040
415986
420838
421372
421332
444553
415688
417255
413347
421312
429197
426053
419491
426803
416399
413609
433890
422958
420069
427545
429486
438688
411142
418090
429110
418608
417421
418575
415258
422962
418710
414512
423671
406627
424378
415832
423420
427321
419053
421055
428610
414056
420004
424054
420553
414530
429374
435480
442000
415007
425226
424098
420327
422625
419517
436932
428155
418789
421055
424150
437320
413509
405521
421527
408517
418581
443968
413636
404589
404979
404019
409585
409069
404605
422621
444530
444584
408325
432037
438416
422545
419930
423679
421207
417602
421139
425318
429631
437737
421826
439491
422591
445194
422837
419104
428581
418197
428107
441438
420964
420402
420347
421070
426367
419238
444507
429914
424227
424429
440324
422521
430031
417447
439043
417807
422457
417644
